"Code","MonthYear","X","VC","MC","VV","MV","N","Sum","Srat","c.VC","c.MC","c.VV","c.MV"
"AG",199001,1,0,0,0,0,196,0,0,1,1,0,0
"AG",199002,2,2,0,0,0,128,2,0.015625,4,0,0,0
"AG",199003,3,5,0,0,1,234,6,0.0256410256410256,3,0,1,0
"AG",199004,4,3,0,0,0,124,3,0.0241935483870968,0,0,0,1
"AG",199005,5,6,0,1,0,234,7,0.0299145299145299,7,0,0,0
"AG",199006,6,2,0,0,0,388,2,0.00515463917525773,4,6,0,0
"AG",199007,7,0,0,0,0,191,0,0,2,0,0,0
"AG",199008,8,1,0,0,0,306,1,0.00326797385620915,0,0,0,0
"AG",199009,9,0,0,1,0,206,1,0.00485436893203883,2,0,0,0
"AG",199010,10,0,0,1,0,175,1,0.00571428571428571,2,0,0,0
"AG",199011,11,4,0,0,0,210,4,0.019047619047619,0,0,0,0
"AG",199012,12,0,0,0,0,517,0,0,2,0,1,0
"AG",199101,13,0,0,0,0,653,0,0,0,0,0,0
"AG",199102,14,0,0,0,0,444,0,0,0,0,0,0
"AG",199103,15,2,1,0,0,308,3,0.00974025974025974,2,0,0,0
"AG",199104,16,0,0,0,0,244,0,0,1,0,1,0
"AG",199105,17,5,1,2,0,266,8,0.0300751879699248,6,0,4,0
"AG",199106,18,12,3,3,0,894,18,0.0201342281879195,11,2,3,2
"AG",199107,19,3,2,6,1,777,12,0.0154440154440154,2,0,3,1
"AG",199108,20,1,0,2,3,444,6,0.0135135135135135,0,3,1,2
"AG",199109,21,3,0,4,0,661,7,0.010590015128593,7,0,1,5
"AG",199110,22,0,0,3,0,224,3,0.0133928571428571,0,0,0,0
"AG",199111,23,0,0,0,1,238,1,0.00420168067226891,1,0,0,0
"AG",199112,24,12,1,4,3,488,20,0.040983606557377,7,0,2,4
"AG",199201,25,30,1,9,5,1579,45,0.0284990500316656,14,1,3,10
"AG",199202,26,0,0,0,0,368,0,0,1,0,0,0
"AG",199203,27,1,0,4,0,326,5,0.0153374233128834,1,0,0,0
"AG",199204,28,6,0,0,0,474,6,0.0126582278481013,2,1,0,0
"AG",199205,29,0,0,0,0,315,0,0,0,0,0,3
"AG",199206,30,4,0,0,2,490,6,0.0122448979591837,4,1,0,1
"AG",199207,31,3,0,0,1,310,4,0.0129032258064516,2,0,0,0
"AG",199208,32,0,0,0,0,156,0,0,0,0,0,0
"AG",199209,33,0,0,2,0,79,2,0.0253164556962025,0,0,0,1
"AG",199210,34,0,1,0,0,127,1,0.0078740157480315,0,0,0,0
"AG",199211,35,0,0,0,0,118,0,0,0,0,0,0
"AG",199212,36,1,0,0,2,203,3,0.0147783251231527,2,1,0,6
"AG",199301,37,1,0,2,1,292,4,0.0136986301369863,3,2,2,3
"AG",199302,38,0,0,1,2,342,3,0.0087719298245614,1,0,0,2
"AG",199303,39,0,0,0,1,344,1,0.00290697674418605,0,1,0,3
"AG",199304,40,1,0,0,2,266,3,0.0112781954887218,1,1,1,2
"AG",199305,41,1,0,0,5,371,6,0.0161725067385445,3,0,0,0
"AG",199306,42,0,0,1,0,362,1,0.00276243093922652,0,0,0,0
"AG",199307,43,2,0,0,0,337,2,0.00593471810089021,0,1,0,0
"AG",199308,44,0,0,0,0,272,0,0,0,4,0,0
"AG",199309,45,2,1,0,2,141,5,0.0354609929078014,0,0,0,0
"AG",199310,46,2,0,1,0,279,3,0.010752688172043,0,0,0,0
"AG",199311,47,5,0,1,1,498,7,0.0140562248995984,2,2,0,2
"AG",199312,48,1,0,0,0,703,1,0.00142247510668563,1,4,0,0
"AG",199401,49,10,3,1,10,921,24,0.0260586319218241,8,8,4,9
"AG",199402,50,0,1,0,3,728,4,0.00549450549450549,0,3,2,3
"AG",199403,51,5,4,1,22,1104,32,0.0289855072463768,11,2,3,9
"AG",199404,52,1,0,0,0,333,1,0.003003003003003,1,4,0,0
"AG",199405,53,4,0,0,1,271,5,0.018450184501845,1,2,3,1
"AG",199406,54,0,0,1,2,444,3,0.00675675675675676,2,0,1,1
"AG",199407,55,2,0,1,8,829,11,0.0132689987937274,1,2,2,3
"AG",199408,56,12,1,4,9,1333,26,0.0195048762190548,7,6,2,7
"AG",199409,57,16,2,6,6,1216,30,0.0246710526315789,9,4,4,6
"AG",199410,58,3,0,2,15,1132,20,0.0176678445229682,1,6,5,5
"AG",199411,59,12,1,7,26,1308,46,0.0351681957186544,16,1,1,16
"AG",199412,60,1,3,0,3,1148,7,0.00609756097560976,4,3,0,11
"AG",199501,61,8,1,3,9,1162,21,0.0180722891566265,4,3,1,6
"AG",199502,62,6,5,4,9,1252,24,0.0191693290734824,8,8,6,4
"AG",199503,63,17,3,1,17,1265,38,0.0300395256916996,10,8,4,18
"AG",199504,64,4,0,3,2,799,9,0.0112640801001252,4,5,2,6
"AG",199505,65,3,1,0,11,836,15,0.0179425837320574,5,0,0,2
"AG",199506,66,0,0,0,6,592,6,0.0101351351351351,1,2,1,3
"AG",199507,67,2,0,2,4,849,8,0.0094228504122497,2,0,3,13
"AG",199508,68,8,1,4,5,1045,18,0.0172248803827751,5,3,9,5
"AG",199509,69,4,7,0,11,937,22,0.0234791889007471,3,2,0,10
"AG",199510,70,2,0,3,6,718,11,0.0153203342618384,2,0,1,9
"AG",199511,71,14,1,8,21,1693,44,0.025989367985824,18,5,4,13
"AG",199512,72,1,0,8,1,544,10,0.0183823529411765,5,0,2,1
"AG",199601,73,6,0,1,3,675,10,0.0148148148148148,2,2,0,4
"AG",199602,74,0,0,0,3,835,3,0.00359281437125748,1,0,3,1
"AG",199603,75,1,0,0,6,709,7,0.00987306064880113,0,1,0,5
"AG",199604,76,2,0,0,0,540,2,0.0037037037037037,0,0,0,0
"AG",199605,77,7,0,2,5,722,14,0.0193905817174515,4,0,2,5
"AG",199606,78,0,0,2,2,457,4,0.0087527352297593,0,0,0,3
"AG",199607,79,1,0,1,3,720,5,0.00694444444444444,0,0,2,0
"AG",199608,80,18,1,3,3,1096,25,0.0228102189781022,9,1,1,1
"AG",199609,81,9,0,1,1,697,11,0.0157819225251076,5,0,1,10
"AG",199610,82,6,0,1,5,935,12,0.0128342245989305,3,1,2,10
"AG",199611,83,7,0,2,6,1031,15,0.01454898157129,7,0,4,4
"AG",199612,84,5,0,8,19,1234,32,0.0259319286871961,3,4,0,11
"AG",199701,85,5,2,3,12,1250,22,0.0176,5,0,8,15
"AG",199702,86,5,0,2,1,1070,8,0.00747663551401869,10,2,2,8
"AG",199703,87,9,0,0,7,887,16,0.0180383314543405,11,1,1,11
"AG",199704,88,1,0,6,6,1311,13,0.0099160945842868,3,3,4,3
"AG",199705,89,3,2,0,1,1082,6,0.0055452865064695,15,0,0,5
"AG",199706,90,18,3,4,2,1251,27,0.0215827338129496,11,2,5,14
"AG",199707,91,4,2,1,2,1189,9,0.00756938603868797,6,0,5,11
"AG",199708,92,2,0,2,1,1083,5,0.00461680517082179,1,2,6,4
"AG",199709,93,4,3,4,4,2315,15,0.00647948164146868,7,3,7,6
"AG",199710,94,10,2,6,10,1912,28,0.0146443514644351,9,2,2,13
"AG",199711,95,5,2,3,7,1497,17,0.0113560454241817,4,1,3,5
"AG",199712,96,6,1,4,1,1037,12,0.0115718418514947,8,2,10,6
"AG",199801,97,9,0,12,11,5427,32,0.00589644370738898,15,1,11,22
"AG",199802,98,7,2,1,8,2254,18,0.00798580301685892,9,2,3,4
"AG",199803,99,11,0,0,10,1832,21,0.0114628820960699,7,0,0,4
"AG",199804,100,5,0,0,2,1442,7,0.00485436893203883,7,0,0,7
"AG",199805,101,3,0,1,5,1387,9,0.00648882480173035,1,0,2,7
"AG",199806,102,5,0,1,0,1323,6,0.00453514739229025,3,0,0,0
"AG",199807,103,10,1,0,2,1491,13,0.00871898054996647,9,0,9,5
"AG",199808,104,2,1,1,0,852,4,0.00469483568075117,1,2,0,1
"AG",199809,105,3,2,0,5,1397,10,0.00715819613457409,2,0,13,6
"AG",199810,106,1,0,0,0,1200,1,0.000833333333333333,1,0,6,9
"AG",199811,107,9,0,1,4,948,14,0.0147679324894515,4,1,1,0
"AG",199812,108,9,0,0,3,1128,12,0.0106382978723404,10,0,2,4
"AG",199901,109,8,2,3,0,998,13,0.0130260521042084,3,0,0,11
"AG",199902,110,2,1,1,3,981,7,0.00713557594291539,6,0,0,1
"AG",199903,111,11,0,3,5,1106,19,0.0171790235081374,5,1,0,7
"AG",199904,112,9,0,2,1,1625,12,0.00738461538461538,5,0,1,5
"AG",199905,113,4,0,2,2,1125,8,0.00711111111111111,7,5,4,15
"AG",199906,114,10,5,4,0,1879,19,0.010111761575306,7,2,2,0
"AG",199907,115,14,7,5,6,3421,32,0.00935399006138556,17,11,10,3
"AG",199908,116,10,0,2,0,1601,12,0.00749531542785759,12,1,2,0
"AG",199909,117,4,2,1,0,1865,7,0.00375335120643432,5,3,1,4
"AG",199910,118,8,5,1,4,1848,18,0.00974025974025974,5,7,1,4
"AG",199911,119,5,5,4,4,1792,18,0.0100446428571429,1,1,0,1
"AG",199912,120,12,5,3,7,2195,27,0.0123006833712984,12,1,0,9
"AG",200001,121,29,43,16,33,2446,121,0.0494685200327065,25,33,12,24
"AG",200002,122,2,5,0,17,1342,24,0.0178837555886736,4,0,4,7
"AG",200003,123,5,2,0,3,1645,10,0.0060790273556231,11,7,0,3
"AG",200004,124,11,0,2,5,1689,18,0.0106571936056838,15,0,1,11
"AG",200005,125,5,1,1,10,1930,17,0.00880829015544041,8,1,1,10
"AG",200006,126,4,0,2,1,2190,7,0.00319634703196347,2,0,0,4
"AG",200007,127,4,2,1,4,1494,11,0.00736278447121821,2,0,3,2
"AG",200008,128,0,2,1,3,1223,6,0.00490596892886345,0,1,2,5
"AG",200009,129,5,1,0,3,1393,9,0.00646087580760948,10,1,0,9
"AG",200010,130,1,2,0,3,1450,6,0.00413793103448276,1,0,3,7
"AG",200011,131,5,0,0,2,1516,7,0.00461741424802111,7,0,0,3
"AG",200012,132,1,1,1,9,1634,12,0.00734394124847001,0,5,0,8
"AG",200101,133,2,0,7,3,1565,12,0.00766773162939297,2,2,0,15
"AG",200102,134,4,0,6,2,1520,12,0.00789473684210526,2,0,6,14
"AG",200103,135,2,3,6,3,1406,14,0.00995732574679943,2,0,0,18
"AG",200104,136,3,1,7,8,1848,19,0.0102813852813853,9,0,4,15
"AG",200105,137,2,3,7,1,2408,13,0.00539867109634551,1,2,10,1
"AG",200106,138,0,0,7,13,1838,20,0.0108813928182807,5,1,1,7
"AG",200107,139,8,4,3,0,1474,15,0.0101763907734057,7,0,2,3
"AG",200108,140,3,1,7,1,837,12,0.014336917562724,5,3,1,1
"AG",200109,141,0,5,2,7,1264,14,0.0110759493670886,3,1,2,2
"AG",200110,142,5,0,2,1,1924,8,0.00415800415800416,3,4,6,4
"AG",200111,143,3,0,3,5,1549,11,0.00710135571336346,1,3,1,1
"AG",200112,144,1,0,0,0,1346,1,0.000742942050520059,1,0,2,1
"AG",200201,145,1,2,0,2,1358,5,0.00368188512518409,1,1,0,5
"AG",200202,146,2,1,0,5,1393,8,0.00574300071787509,4,0,2,9
"AG",200203,147,4,1,0,5,1030,10,0.00970873786407767,1,0,6,2
"AG",200204,148,0,0,0,4,816,4,0.00490196078431373,1,0,6,4
"AG",200205,149,2,3,0,3,999,8,0.00800800800800801,1,1,1,3
"AG",200206,150,2,0,0,2,614,4,0.00651465798045603,1,0,0,4
"AG",200207,151,1,9,0,6,1266,16,0.0126382306477093,3,2,3,4
"AG",200208,152,0,0,0,6,859,6,0.0069848661233993,0,0,4,5
"AG",200209,153,2,0,0,3,795,5,0.00628930817610063,0,1,0,4
"AG",200210,154,3,0,0,1,1040,4,0.00384615384615385,5,0,1,1
"AG",200211,155,4,0,1,0,899,5,0.00556173526140156,4,0,0,0
"AG",200212,156,7,0,2,3,1685,12,0.00712166172106825,7,0,3,4
"AG",200301,157,3,0,2,7,2018,12,0.00594648166501487,3,5,3,10
"AG",200302,158,1,0,1,4,1330,6,0.00451127819548872,3,2,1,3
"AG",200303,159,1,0,0,2,1402,3,0.0021398002853067,4,0,0,6
"AG",200304,160,2,0,0,3,1278,5,0.00391236306729264,3,0,1,9
"AG",200305,161,12,1,0,11,2928,24,0.00819672131147541,12,1,1,12
"AG",200306,162,9,0,0,2,1207,11,0.00911350455675228,7,0,0,1
"AG",200307,163,1,0,2,0,1374,3,0.00218340611353712,3,3,0,2
"AG",200308,164,3,0,0,2,1698,5,0.00294464075382803,2,0,2,0
"AG",200309,165,4,2,0,0,1225,6,0.00489795918367347,3,2,1,2
"AG",200310,166,15,2,2,4,1599,23,0.0143839899937461,8,0,0,2
"AG",200311,167,0,3,1,1,1012,5,0.00494071146245059,2,0,4,5
"AG",200312,168,3,1,2,2,1456,8,0.00549450549450549,1,0,1,3
"AG",200401,169,2,1,0,2,1302,5,0.00384024577572965,0,1,2,0
"AG",200402,170,3,3,2,4,1279,12,0.00938232994526974,4,2,2,4
"AG",200403,171,4,1,0,2,1474,7,0.00474898236092266,7,0,7,8
"AG",200404,172,7,5,2,2,1331,16,0.0120210368144252,4,3,1,7
"AG",200405,173,3,3,0,1,1279,7,0.00547302580140735,2,1,0,6
"AG",200406,174,8,0,1,17,1456,26,0.0178571428571429,9,3,2,7
"AG",200407,175,6,2,0,3,1077,11,0.010213556174559,2,1,4,1
"AG",200408,176,0,0,0,2,606,2,0.0033003300330033,0,0,0,2
"AG",200409,177,2,0,0,1,654,3,0.00458715596330275,0,1,0,0
"AG",200410,178,1,2,1,3,1317,7,0.00531511009870919,2,0,1,3
"AG",200411,179,2,0,0,0,663,2,0.00301659125188537,5,0,0,0
"AG",200412,180,0,0,0,1,518,1,0.00193050193050193,0,0,0,2
"AG",200501,181,4,1,0,5,905,10,0.0110497237569061,4,0,3,4
"AG",200502,182,0,0,0,2,749,2,0.00267022696929239,2,2,2,7
"AG",200503,183,2,0,0,12,1119,14,0.0125111706881144,2,1,1,10
"AG",200504,184,0,0,1,1,789,2,0.00253485424588086,0,6,0,0
"AG",200505,185,0,0,0,3,550,3,0.00545454545454545,3,1,0,2
"AG",200506,186,1,0,0,9,605,10,0.0165289256198347,1,1,1,6
"AG",200507,187,1,0,0,1,995,2,0.00201005025125628,2,0,2,0
"AG",200508,188,0,1,0,4,656,5,0.00762195121951219,4,0,0,0
"AG",200509,189,1,1,0,3,789,5,0.00633713561470215,6,0,0,3
"AG",200510,190,0,1,1,0,754,2,0.0026525198938992,1,0,0,1
"AG",200511,191,0,0,0,2,748,2,0.00267379679144385,1,0,0,3
"AG",200512,192,1,0,0,0,571,1,0.00175131348511384,0,0,0,2
"AG",200601,193,0,0,2,0,492,2,0.0040650406504065,0,0,1,0
"AG",200602,194,3,2,0,5,669,10,0.0149476831091181,4,2,2,5
"AG",200603,195,5,0,3,14,1239,22,0.0177562550443906,3,7,0,4
"AG",200604,196,1,1,1,0,899,3,0.00333704115684093,2,4,0,0
"AG",200605,197,5,1,0,0,836,6,0.00717703349282297,4,2,0,2
"AG",200606,198,5,0,0,4,767,9,0.0117340286831812,2,2,0,0
"AG",200607,199,7,1,2,4,665,14,0.0210526315789474,3,2,0,1
"AG",200608,200,0,0,1,1,734,2,0.00272479564032698,5,1,0,0
"AG",200609,201,1,0,0,0,595,1,0.00168067226890756,2,0,1,3
"AG",200610,202,6,0,0,3,790,9,0.0113924050632911,6,0,1,4
"AG",200611,203,6,1,0,9,1156,16,0.013840830449827,6,0,2,5
"AG",200612,204,1,0,0,6,618,7,0.0113268608414239,0,4,0,5
"AG",200701,205,3,2,0,3,986,8,0.00811359026369168,3,5,0,5
"AG",200702,206,6,0,0,6,1139,12,0.0105355575065847,6,0,4,2
"AG",200703,207,2,0,3,9,1317,14,0.0106302201974184,2,1,1,5
"AG",200704,208,15,3,7,47,2888,72,0.0249307479224377,22,3,23,29
"AG",200705,209,14,7,9,15,1890,45,0.0238095238095238,28,4,2,10
"AG",200706,210,1,4,4,2,1410,11,0.00780141843971631,1,2,8,3
"AG",200707,211,4,1,6,26,1858,37,0.0199138858988159,8,6,6,12
"AG",200708,212,4,0,0,2,1015,6,0.00591133004926108,6,1,2,9
"AG",200709,213,28,7,2,41,2663,78,0.0292902741269245,23,2,6,23
"AG",200710,214,6,0,0,6,1292,12,0.00928792569659443,1,1,0,10
"AG",200711,215,14,1,2,2,1527,19,0.0124426981008513,16,0,3,4
"AG",200712,216,10,5,6,55,4804,76,0.0158201498751041,10,4,5,55
"AG",200801,217,6,0,1,28,1769,35,0.0197851893725269,3,2,1,13
"AG",200802,218,4,0,2,7,1510,13,0.00860927152317881,9,2,3,4
"AG",200803,219,6,2,1,15,1894,24,0.0126715945089757,14,1,10,12
"AG",200804,220,6,0,4,4,1011,14,0.0138476755687438,3,0,6,11
"AG",200805,221,18,2,0,8,1191,28,0.0235096557514694,22,0,0,5
"AG",200806,222,11,2,4,23,2432,40,0.0164473684210526,8,0,1,2
"AG",200807,223,11,0,2,17,1457,30,0.0205902539464653,11,1,1,4
"AG",200808,224,10,3,2,91,2082,106,0.0509125840537944,22,16,5,11
"AG",200809,225,1,1,0,12,1215,14,0.011522633744856,0,0,0,6
"AG",200810,226,1,0,2,1,1498,4,0.00267022696929239,1,0,0,0
"AG",200811,227,0,2,0,3,2200,5,0.00227272727272727,4,1,6,5
"AG",200812,228,4,0,2,5,2117,11,0.00519603212092584,3,3,0,5
"AG",200901,229,8,1,0,10,1902,19,0.00998948475289169,2,2,4,21
"AG",200902,230,12,6,6,9,2507,33,0.0131631431990427,8,1,8,13
"AG",200903,231,1,0,0,21,1999,22,0.0110055027513757,1,0,1,8
"AG",200904,232,10,2,5,9,2719,26,0.00956233909525561,7,2,6,13
"AG",200905,233,12,4,0,5,2017,21,0.0104115022310362,9,5,2,10
"AG",200906,234,1,0,1,19,1957,21,0.0107307102708227,3,1,1,11
"AG",200907,235,1,2,5,24,1975,32,0.0162025316455696,7,9,1,23
"AG",200908,236,3,1,1,19,2547,24,0.0094228504122497,7,0,0,19
"AG",200909,237,5,0,0,0,2053,5,0.00243546030199708,5,5,0,3
"AG",200910,238,11,3,0,11,1773,25,0.0141003948110547,4,1,1,2
"AG",200911,239,1,2,0,2,1404,5,0.00356125356125356,2,0,0,1
"AG",200912,240,0,0,1,2,1951,3,0.00153767298821117,1,0,0,0
"AG",201001,241,12,6,1,13,2801,32,0.0114244912531239,17,0,0,24
"AG",201002,242,4,0,0,5,2000,9,0.0045,1,2,1,3
"AG",201003,243,4,0,0,0,779,4,0.00513478818998716,6,0,0,0
"AG",201004,244,5,1,1,1,1487,8,0.00537995965030262,3,0,1,0
"AG",201005,245,3,0,0,0,1036,3,0.0028957528957529,12,1,0,0
"AG",201006,246,1,0,0,2,669,3,0.00448430493273543,0,0,0,9
"AG",201007,247,1,2,1,13,1208,17,0.0140728476821192,2,0,0,5
"AG",201008,248,3,1,2,9,1590,15,0.00943396226415094,1,0,0,9
"AG",201009,249,11,6,5,8,3255,30,0.00921658986175115,7,1,4,11
"AG",201010,250,10,0,0,1,3074,11,0.00357839947950553,17,0,1,1
"AG",201011,251,11,0,0,5,2500,16,0.0064,8,0,0,1
"AG",201012,252,1,0,1,1,2161,3,0.001388246182323,1,1,0,9
"AG",201101,253,1,0,7,7,5131,15,0.00292340674332489,9,1,16,4
"AG",201102,254,15,3,42,24,5604,84,0.0149892933618844,19,9,8,10
"AG",201103,255,14,4,6,19,3045,43,0.0141215106732348,19,4,11,14
"AG",201104,256,30,10,24,20,2924,84,0.0287277701778386,17,8,18,24
"AG",201105,257,7,1,2,13,2303,23,0.00998697351280938,5,3,4,2
"AG",201106,258,34,0,15,34,1941,83,0.0427614631633179,30,1,8,31
"AG",201107,259,17,0,8,30,2149,55,0.0255932992089344,15,5,1,12
"AG",201108,260,156,56,107,257,5309,576,0.108495008476173,0,0,0,0
"AG",201109,261,38,32,17,20,4656,107,0.0229810996563574,0,0,0,0
"AG",201110,262,27,4,6,7,2634,44,0.0167046317388003,0,0,0,0
"AG",201111,263,6,3,0,9,2423,18,0.00742880726372266,0,0,0,0
"AG",201112,264,8,1,3,6,1852,18,0.00971922246220302,0,0,0,0
"AG",201201,265,7,2,0,18,3164,27,0.00853350189633375,0,0,0,0
"AG",201202,266,7,1,9,20,3814,37,0.00970110120608285,0,0,0,0
"AG",201203,267,6,1,2,8,5125,17,0.00331707317073171,0,0,0,0
"AG",201204,268,12,6,7,14,4539,39,0.00859220092531395,0,0,0,0
"AG",201205,269,35,2,11,11,4043,59,0.0145931239178828,0,0,0,0
"AG",201206,270,5,0,3,14,2575,22,0.00854368932038835,0,0,0,0
"AG",201207,271,18,11,3,6,3314,38,0.0114665057332529,0,0,0,0
"AG",201208,272,9,1,5,4,3188,19,0.00595984943538269,0,0,0,0
"AG",201209,273,3,1,2,19,2685,25,0.00931098696461825,0,0,0,0
"AG",201210,274,16,1,7,12,4736,36,0.00760135135135135,0,0,0,0
"AG",201211,275,27,3,9,17,8239,56,0.00679694137638063,24,2,5,11
"AG",201212,276,28,7,2,5,5045,42,0.00832507433102081,34,3,7,7
"AO",199001,277,19,0,3,10,683,32,0.0468521229868228,14,1,2,13
"AO",199002,278,8,2,2,6,513,18,0.0350877192982456,13,6,5,13
"AO",199003,279,4,0,5,11,552,20,0.036231884057971,12,2,1,15
"AO",199004,280,10,0,2,10,389,22,0.0565552699228792,11,1,2,7
"AO",199005,281,3,1,2,12,442,18,0.0407239819004525,4,0,0,8
"AO",199006,282,4,2,0,3,281,9,0.0320284697508897,7,2,1,6
"AO",199007,283,9,0,1,2,329,12,0.0364741641337386,21,0,0,0
"AO",199008,284,2,0,0,1,273,3,0.010989010989011,1,0,0,0
"AO",199009,285,5,0,1,1,364,7,0.0192307692307692,4,2,2,0
"AO",199010,286,8,0,1,9,437,18,0.0411899313501144,7,6,3,9
"AO",199011,287,10,3,2,10,339,25,0.0737463126843658,11,1,2,13
"AO",199012,288,7,0,3,9,504,19,0.0376984126984127,10,2,3,8
"AO",199101,289,3,0,0,1,402,4,0.00995024875621891,5,0,0,1
"AO",199102,290,8,1,0,1,416,10,0.0240384615384615,7,0,0,5
"AO",199103,291,0,0,0,4,267,4,0.0149812734082397,0,0,1,0
"AO",199104,292,1,0,1,2,388,4,0.0103092783505155,5,0,0,5
"AO",199105,293,44,6,3,14,1215,67,0.0551440329218107,46,10,2,13
"AO",199106,294,19,2,1,0,763,22,0.0288335517693316,15,1,3,0
"AO",199107,295,5,0,0,3,423,8,0.0189125295508274,6,0,0,1
"AO",199108,296,12,1,2,0,270,15,0.0555555555555556,11,0,3,2
"AO",199109,297,15,3,4,1,644,23,0.0357142857142857,14,0,1,1
"AO",199110,298,2,0,1,1,503,4,0.00795228628230616,4,4,0,0
"AO",199111,299,6,3,4,2,440,15,0.0340909090909091,6,0,2,2
"AO",199112,300,0,0,0,1,529,1,0.00189035916824197,1,0,0,1
"AO",199201,301,5,0,4,3,549,12,0.0218579234972678,9,0,4,3
"AO",199202,302,2,0,0,0,287,2,0.00696864111498258,0,0,0,0
"AO",199203,303,1,0,4,1,545,6,0.0110091743119266,2,0,2,0
"AO",199204,304,4,1,5,0,518,10,0.0193050193050193,2,1,0,0
"AO",199205,305,7,0,1,0,358,8,0.0223463687150838,7,2,0,0
"AO",199206,306,6,4,2,2,637,14,0.021978021978022,5,4,0,3
"AO",199207,307,5,0,0,3,413,8,0.0193704600484262,7,1,2,0
"AO",199208,308,6,0,1,0,470,7,0.0148936170212766,7,0,6,0
"AO",199209,309,17,0,7,10,613,34,0.0554649265905383,14,0,0,1
"AO",199210,310,15,2,12,1,1202,30,0.0249584026622296,11,0,7,4
"AO",199211,311,21,4,6,16,1562,47,0.030089628681178,25,8,11,12
"AO",199212,312,16,6,6,5,1375,33,0.024,15,0,9,4
"AO",199301,313,26,4,24,71,1772,125,0.0705417607223476,30,10,19,54
"AO",199302,314,21,3,4,29,1215,57,0.0469135802469136,14,8,14,31
"AO",199303,315,19,4,12,49,1336,84,0.062874251497006,19,11,19,46
"AO",199304,316,22,4,5,13,696,44,0.0632183908045977,27,2,14,4
"AO",199305,317,29,7,15,31,1039,82,0.0789220404234841,28,0,17,10
"AO",199306,318,15,1,2,27,1115,45,0.0403587443946188,12,6,7,19
"AO",199307,319,5,2,3,37,861,47,0.0545876887340302,12,9,13,19
"AO",199308,320,17,15,5,20,824,57,0.0691747572815534,28,11,26,28
"AO",199309,321,23,2,5,24,850,54,0.0635294117647059,32,3,16,16
"AO",199310,322,23,6,2,18,1172,49,0.0418088737201365,37,5,16,9
"AO",199311,323,12,0,1,15,482,28,0.0580912863070539,14,0,1,3
"AO",199312,324,18,4,4,9,650,35,0.0538461538461538,17,2,6,10
"AO",199401,325,20,1,1,13,1017,35,0.0344149459193707,12,5,7,13
"AO",199402,326,21,4,14,39,931,78,0.083780880773362,24,6,9,32
"AO",199403,327,13,4,0,15,586,32,0.0546075085324232,9,0,0,1
"AO",199404,328,8,4,0,11,418,23,0.0550239234449761,8,1,1,8
"AO",199405,329,8,2,2,7,572,19,0.0332167832167832,10,1,0,5
"AO",199406,330,23,4,4,27,954,58,0.0607966457023061,38,5,2,26
"AO",199407,331,14,4,3,12,900,33,0.0366666666666667,23,3,2,6
"AO",199408,332,12,1,2,6,445,21,0.0471910112359551,8,0,4,16
"AO",199409,333,10,2,4,10,725,26,0.0358620689655172,8,5,2,6
"AO",199410,334,15,3,11,23,931,52,0.0558539205155747,24,6,3,16
"AO",199411,335,180,16,31,71,3315,298,0.089894419306184,141,13,32,80
"AO",199412,336,20,2,5,11,833,38,0.0456182472989196,11,3,1,5
"AO",199501,337,23,3,4,16,1023,46,0.0449657869012708,17,3,4,4
"AO",199502,338,19,2,3,2,903,26,0.0287929125138427,24,7,6,3
"AO",199503,339,16,0,4,21,1038,41,0.0394990366088632,12,0,5,5
"AO",199504,340,8,0,1,4,743,13,0.0174966352624495,9,0,1,4
"AO",199505,341,26,0,6,11,820,43,0.0524390243902439,24,1,5,7
"AO",199506,342,23,9,0,2,514,34,0.066147859922179,30,0,1,1
"AO",199507,343,23,0,3,3,759,29,0.0382081686429512,18,4,1,3
"AO",199508,344,20,0,5,2,678,27,0.0398230088495575,17,1,1,3
"AO",199509,345,7,7,0,5,524,19,0.0362595419847328,8,6,1,2
"AO",199510,346,9,0,0,1,260,10,0.0384615384615385,9,0,1,0
"AO",199511,347,14,0,0,2,672,16,0.0238095238095238,13,0,2,0
"AO",199512,348,6,3,2,5,727,16,0.0220082530949106,7,1,8,8
"AO",199601,349,33,2,4,4,1178,43,0.0365025466893039,27,2,2,2
"AO",199602,350,11,2,1,8,633,22,0.0347551342812006,8,6,0,6
"AO",199603,351,5,1,2,0,342,8,0.0233918128654971,3,1,0,0
"AO",199604,352,3,2,0,1,241,6,0.024896265560166,2,1,0,1
"AO",199605,353,16,6,0,3,415,25,0.0602409638554217,10,0,1,2
"AO",199606,354,4,0,4,5,562,13,0.0231316725978648,4,0,0,5
"AO",199607,355,9,3,4,2,822,18,0.0218978102189781,4,2,0,8
"AO",199608,356,4,2,0,1,707,7,0.0099009900990099,3,0,2,0
"AO",199609,357,1,0,1,5,770,7,0.00909090909090909,1,0,1,4
"AO",199610,358,6,0,1,2,1226,9,0.00734094616639478,4,0,1,0
"AO",199611,359,6,3,0,2,769,11,0.0143042912873862,7,4,0,1
"AO",199612,360,3,2,0,10,795,15,0.0188679245283019,7,0,1,5
"AO",199701,361,13,2,3,7,1263,25,0.0197941409342835,15,1,5,3
"AO",199702,362,7,2,4,10,731,23,0.0314637482900137,2,0,1,3
"AO",199703,363,11,3,8,11,1133,33,0.029126213592233,8,8,3,8
"AO",199704,364,17,2,1,11,1203,31,0.0257689110556941,22,6,7,2
"AO",199705,365,58,3,21,17,1380,99,0.0717391304347826,57,16,6,11
