"","Code","MonthYear","VC","MC","VV","MV","N","Sum","Srat"
"994","CD",200310,6,4,11,2,421,23,0.0546318289786223
"995","CD",200311,5,6,4,5,325,20,0.0615384615384615
"996","CD",200312,26,1,7,4,601,38,0.0632279534109817
"997","CD",200401,3,2,14,0,470,19,0.0404255319148936
"998","CD",200402,26,8,13,5,715,52,0.0727272727272727
"999","CD",200403,10,2,2,3,707,17,0.024045261669024
"1000","CD",200404,51,4,3,3,998,61,0.061122244488978
"1001","CD",200405,16,1,6,1,834,24,0.0287769784172662
"1002","CD",200406,5,1,1,15,898,22,0.0244988864142539
"1003","CD",200407,17,8,13,13,1249,51,0.0408326661329063
"1004","CD",200408,18,3,6,7,956,34,0.0355648535564854
"1005","CD",200409,8,2,2,6,685,18,0.0262773722627737
"1006","CD",200410,4,2,1,4,538,11,0.0204460966542751
"1007","CD",200411,3,0,0,8,241,11,0.045643153526971
"1008","CD",200412,14,0,5,2,340,21,0.0617647058823529
"1009","CD",200501,1,0,2,1,278,4,0.0143884892086331
"1010","CD",200502,3,2,0,2,263,7,0.026615969581749
"1011","CD",200503,2,0,4,2,199,8,0.0402010050251256
"1012","CD",200504,5,2,2,0,362,9,0.0248618784530387
"1013","CD",200505,2,0,0,0,313,2,0.00638977635782748
"1014","CD",200506,14,2,10,7,493,33,0.0669371196754564
"1015","CD",200507,2,0,2,0,280,4,0.0142857142857143
"1016","CD",200508,10,0,2,1,435,13,0.0298850574712644
"1017","CD",200509,3,1,1,1,426,6,0.0140845070422535
"1018","CD",200510,2,0,0,3,340,5,0.0147058823529412
"1019","CD",200511,4,0,3,13,738,20,0.02710027100271
"1020","CD",200512,13,0,4,13,645,30,0.0465116279069767
"1021","CD",200601,2,3,4,12,768,21,0.02734375
"1022","CD",200602,11,0,0,5,570,16,0.0280701754385965
"1023","CD",200603,30,0,15,18,858,63,0.0734265734265734
"1024","CD",200604,64,12,31,146,3002,253,0.0842771485676216
"1025","CD",200605,20,3,4,27,1225,54,0.0440816326530612
"1026","CD",200606,8,1,3,34,1065,46,0.0431924882629108
"1027","CD",200607,14,2,1,23,1134,40,0.0352733686067019
"1028","CD",200608,2,5,7,10,1286,24,0.0186625194401244
"1029","CD",200609,1,0,2,9,865,12,0.0138728323699422
"1030","CD",200610,27,8,18,79,1288,132,0.102484472049689
"1031","CD",200611,48,17,16,70,2394,151,0.0630743525480368
"1032","CD",200612,54,11,19,113,1630,197,0.120858895705521
"1033","CD",200701,20,5,12,28,1143,65,0.0568678915135608
"1034","CD",200702,20,1,2,52,1117,75,0.0671441360787825
"1035","CD",200703,18,0,2,20,1009,40,0.0396432111000991
"1036","CD",200704,14,1,12,49,2555,76,0.0297455968688845
"1037","CD",200705,9,1,4,5,1341,19,0.0141685309470544
"1038","CD",200706,35,0,4,11,1172,50,0.0426621160409556
"1039","CD",200707,8,1,10,12,1034,31,0.0299806576402321
"1040","CD",200708,7,6,4,6,683,23,0.0336749633967789
"1041","CD",200709,23,2,6,18,1107,49,0.044263775971093
"1042","CD",200710,70,6,12,37,2995,125,0.0417362270450751
"1043","CD",200711,36,2,26,54,4966,118,0.0237615787354007
"1044","CD",200712,55,7,13,64,3093,139,0.0449401875202069
"1045","CD",200801,11,3,10,36,1922,60,0.0312174817898023
"1046","CD",200802,368,106,220,458,12134,1152,0.0949398384704137
"1047","CD",200803,49,7,27,59,3249,142,0.043705755617113
"1048","CD",200804,6,2,7,30,1494,45,0.0301204819277108
"1049","CD",200805,25,6,25,57,2610,113,0.0432950191570881
"1050","CD",200806,91,7,37,152,2672,287,0.107410179640719
"1051","CD",200807,17,2,4,29,1368,52,0.0380116959064327
"1052","CD",200808,4,0,3,24,961,31,0.032258064516129
"1053","CD",200809,2,0,3,11,923,16,0.0173347778981582
"1054","CD",200810,4,0,2,4,549,10,0.0182149362477231
"1055","CD",200811,9,2,7,5,992,23,0.0231854838709677
"1056","CD",200812,1,3,3,10,692,17,0.0245664739884393
"1057","CD",200901,21,8,3,4,1142,36,0.031523642732049
"1058","CD",200902,21,5,5,16,1524,47,0.0308398950131234
"1059","CD",200903,6,2,1,15,1579,24,0.0151994933502217
"1060","CD",200904,8,0,4,7,1574,19,0.0120711562897078
"1061","CD",200905,125,35,50,193,4930,403,0.0817444219066937
"1062","CD",200906,17,0,11,17,1580,45,0.0284810126582278
"1063","CD",200907,16,3,11,28,1439,58,0.0403057678943711
"1064","CD",200908,6,0,0,2,766,8,0.010443864229765
"1065","CD",200909,2,0,2,4,1067,8,0.00749765698219306
"1066","CD",200910,16,1,3,6,1277,26,0.0203602192638998
"1067","CD",200911,2,0,0,3,1074,5,0.00465549348230913
"1068","CD",200912,11,1,1,10,1523,23,0.0151017728168089
"1069","CD",201001,16,3,0,9,1436,28,0.0194986072423398
"1070","CD",201002,56,6,22,8,2970,92,0.030976430976431
"1071","CD",201003,3,0,1,0,419,4,0.00954653937947494
"1072","CD",201004,19,1,7,13,619,40,0.0646203554119548
"1073","CD",201005,4,5,3,10,946,22,0.0232558139534884
"1074","CD",201006,10,0,1,1,638,12,0.0188087774294671
"1075","CD",201007,21,2,2,0,1427,25,0.0175192711983181
"1076","CD",201008,10,0,2,6,1391,18,0.01294033069734
"1077","CD",201009,5,2,1,3,1564,11,0.00703324808184143
"1078","CD",201010,4,5,0,0,1323,9,0.00680272108843537
"1079","CD",201011,14,0,2,11,1441,27,0.0187369882026371
"1080","CD",201012,6,1,1,4,1113,12,0.0107816711590297
"1081","CD",201101,1,0,1,3,1131,5,0.00442086648983201
"1082","CD",201102,1,1,0,9,1438,11,0.00764951321279555
"1083","CD",201103,9,4,5,10,1648,28,0.0169902912621359
"1084","CD",201104,26,0,5,22,1672,53,0.0316985645933014
"1085","CD",201105,4,0,1,5,1046,10,0.00956022944550669
"1086","CD",201106,10,1,0,1,1324,12,0.00906344410876133
"1087","CD",201107,4,0,3,3,1889,10,0.00529380624669137
"1088","CD",201108,10,0,2,2,1502,14,0.00932090545938748
"1089","CD",201109,14,2,2,5,1448,23,0.0158839779005525
"1090","CD",201110,2,2,0,1,1078,5,0.00463821892393321
"1091","CD",201111,1,0,2,0,1049,3,0.00285986653956149
"1092","CD",201112,3,0,6,2,1122,11,0.00980392156862745
"1093","CD",201201,0,0,1,3,1249,4,0.00320256204963971
"1094","CD",201202,3,0,0,8,1451,11,0.00758097863542385
"1095","CD",201203,2,0,1,6,1777,9,0.00506471581316826
"1096","CD",201204,1,1,0,0,1418,2,0.00141043723554302
"1097","CD",201205,0,0,0,1,1546,1,0.000646830530401035
"1098","CD",201206,4,0,0,0,1055,4,0.0037914691943128
"1099","CD",201207,2,0,0,0,1265,2,0.00158102766798419
"1100","CD",201208,1,0,0,1,1152,2,0.00173611111111111
"1101","CD",201209,3,13,0,1,876,17,0.0194063926940639
"1102","CD",201210,10,0,0,0,1065,10,0.00938967136150235
"1103","CD",201211,1,0,0,1,1058,2,0.00189035916824197
"1104","CD",201212,26,2,17,46,1627,91,0.0559311616472034
"1105","CF",199001,0,0,0,0,6,0,0
"1106","CF",199002,0,0,0,0,48,0,0
"1107","CF",199003,0,0,0,0,27,0,0
"1108","CF",199004,0,0,0,0,11,0,0
"1109","CF",199005,0,0,0,0,11,0,0
"1110","CF",199006,0,0,0,0,9,0,0
"1111","CF",199007,0,0,0,0,41,0,0
"1112","CF",199008,0,0,0,0,22,0,0
"1113","CF",199009,0,0,0,0,19,0,0
"1114","CF",199010,0,0,0,0,41,0,0
"1115","CF",199011,0,0,0,0,17,0,0
"1116","CF",199012,0,0,0,0,37,0,0
"1117","CF",199101,0,0,0,0,26,0,0
"1118","CF",199102,0,0,0,0,19,0,0
"1119","CF",199103,0,0,0,0,26,0,0
"1120","CF",199104,0,0,0,0,17,0,0
"1121","CF",199105,0,0,0,0,27,0,0
"1122","CF",199106,0,0,0,0,31,0,0
"1123","CF",199107,0,0,0,0,23,0,0
"1124","CF",199108,0,0,0,0,30,0,0
"1125","CF",199109,0,0,0,0,129,0,0
"1126","CF",199110,0,0,0,0,104,0,0
"1127","CF",199111,0,0,0,0,37,0,0
"1128","CF",199112,0,0,0,0,19,0,0
"1129","CF",199201,0,0,1,0,108,1,0.00925925925925926
"1130","CF",199202,0,0,0,0,40,0,0
"1131","CF",199203,0,0,0,0,13,0,0
"1132","CF",199204,0,0,0,0,10,0,0
"1133","CF",199205,0,0,0,0,17,0,0
"1134","CF",199206,0,0,0,0,29,0,0
"1135","CF",199207,0,0,0,0,6,0,0
"1136","CF",199208,0,0,0,0,56,0,0
"1137","CF",199209,0,0,0,0,38,0,0
"1138","CF",199210,0,0,0,0,10,0,0
"1139","CF",199211,0,0,0,0,44,0,0
"1140","CF",199212,1,0,0,0,26,1,0.0384615384615385
"1141","CF",199301,0,0,0,0,42,0,0
"1142","CF",199302,0,0,0,0,54,0,0
"1143","CF",199303,0,0,0,0,104,0,0
"1144","CF",199304,0,0,0,0,23,0,0
"1145","CF",199305,0,0,0,0,34,0,0
"1146","CF",199306,0,0,0,0,156,0,0
"1147","CF",199307,0,0,0,3,261,3,0.0114942528735632
"1148","CF",199308,0,0,0,0,14,0,0
"1149","CF",199309,0,0,0,0,4,0,0
"1150","CF",199310,0,0,0,0,5,0,0
"1151","CF",199311,0,0,0,0,104,0,0
"1152","CF",199312,0,0,0,0,153,0,0
"1153","CF",199401,1,0,0,1,161,2,0.0124223602484472
"1154","CF",199402,0,0,0,3,45,3,0.0666666666666667
"1155","CF",199403,0,0,0,0,17,0,0
"1156","CF",199404,0,0,0,0,15,0,0
"1157","CF",199405,0,0,0,0,22,0,0
"1158","CF",199406,0,0,0,0,34,0,0
"1159","CF",199407,0,0,0,0,10,0,0
"1160","CF",199408,0,0,0,0,36,0,0
"1161","CF",199409,0,0,0,0,34,0,0
"1162","CF",199410,0,0,0,0,47,0,0
"1163","CF",199411,0,0,0,0,39,0,0
"1164","CF",199412,0,0,0,0,60,0,0
"1165","CF",199501,0,0,0,0,55,0,0
"1166","CF",199502,0,0,0,0,21,0,0
"1167","CF",199503,1,0,0,1,47,2,0.0425531914893617
"1168","CF",199504,0,0,0,0,14,0,0
"1169","CF",199505,0,0,0,0,28,0,0
"1170","CF",199506,0,0,0,0,34,0,0
"1171","CF",199507,0,0,0,0,56,0,0
"1172","CF",199508,0,0,0,0,51,0,0
"1173","CF",199509,1,0,0,0,28,1,0.0357142857142857
"1174","CF",199510,0,2,0,0,12,2,0.166666666666667
"1175","CF",199511,1,0,0,0,42,1,0.0238095238095238
"1176","CF",199512,0,0,0,0,35,0,0
"1177","CF",199601,0,0,0,0,53,0,0
"1178","CF",199602,4,1,2,4,77,11,0.142857142857143
"1179","CF",199603,0,0,0,0,28,0,0
"1180","CF",199604,0,0,0,0,17,0,0
"1181","CF",199605,1,0,0,0,15,1,0.0666666666666667
"1182","CF",199606,0,0,2,0,12,2,0.166666666666667
"1183","CF",199607,0,0,0,0,109,0,0
"1184","CF",199608,0,0,0,0,59,0,0
"1185","CF",199609,0,0,1,1,87,2,0.0229885057471264
"1186","CF",199610,0,0,0,0,45,0,0
"1187","CF",199611,1,0,0,0,115,1,0.00869565217391304
"1188","CF",199612,4,0,0,2,138,6,0.0434782608695652
"1189","CF",199701,0,0,0,0,37,0,0
"1190","CF",199702,3,1,0,0,111,4,0.036036036036036
"1191","CF",199703,1,0,1,1,258,3,0.0116279069767442
"1192","CF",199704,4,0,0,0,236,4,0.0169491525423729
"1193","CF",199705,27,2,3,9,824,41,0.0497572815533981
"1194","CF",199706,7,2,4,3,2002,16,0.00799200799200799
"1195","CF",199707,11,3,4,6,742,24,0.032345013477089
"1196","CF",199708,2,2,0,8,979,12,0.0122574055158325
"1197","CF",199709,0,2,1,0,800,3,0.00375
"1198","CF",199710,3,0,0,8,1896,11,0.00580168776371308
"1199","CF",199711,1,0,0,2,292,3,0.0102739726027397
"1200","CF",199712,2,0,0,4,330,6,0.0181818181818182
"1201","CF",199801,1,0,0,0,314,1,0.00318471337579618
"1202","CF",199802,0,0,0,0,218,0,0
"1203","CF",199803,0,0,1,5,124,6,0.0483870967741935
"1204","CF",199804,1,0,0,1,341,2,0.00586510263929619
"1205","CF",199805,0,0,0,1,651,1,0.00153609831029186
"1206","CF",199806,0,0,0,2,216,2,0.00925925925925926
"1207","CF",199807,0,0,0,0,147,0,0
"1208","CF",199808,7,4,6,12,574,29,0.0505226480836237
"1209","CF",199809,2,1,8,17,531,28,0.0527306967984934
"1210","CF",199810,9,0,2,1,176,12,0.0681818181818182
"1211","CF",199811,2,0,0,3,358,5,0.0139664804469274
"1212","CF",199812,5,0,4,9,688,18,0.0261627906976744
"1213","CF",199901,22,6,13,20,706,61,0.0864022662889518
"1214","CF",199902,5,0,0,13,356,18,0.050561797752809
"1215","CF",199903,0,3,0,3,220,6,0.0272727272727273
"1216","CF",199904,1,0,2,10,328,13,0.0396341463414634
"1217","CF",199905,5,0,1,12,415,18,0.0433734939759036
"1218","CF",199906,8,1,1,10,308,20,0.0649350649350649
"1219","CF",199907,13,3,6,11,438,33,0.0753424657534247
"1220","CF",199908,3,2,4,4,347,13,0.037463976945245
"1221","CF",199909,4,0,0,2,198,6,0.0303030303030303
"1222","CF",199910,5,0,3,3,324,11,0.0339506172839506
"1223","CF",199911,8,0,6,0,236,14,0.0593220338983051
"1224","CF",199912,0,0,0,3,289,3,0.0103806228373702
"1225","CF",200001,9,3,3,9,352,24,0.0681818181818182
"1226","CF",200002,9,3,15,8,323,35,0.108359133126935
"1227","CF",200003,0,0,0,1,97,1,0.0103092783505155
"1228","CF",200004,1,1,3,0,153,5,0.0326797385620915
"1229","CF",200005,2,0,0,4,183,6,0.0327868852459016
"1230","CF",200006,0,0,0,0,115,0,0
"1231","CF",200007,2,0,1,0,124,3,0.0241935483870968
"1232","CF",200008,1,2,1,4,123,8,0.0650406504065041
"1233","CF",200009,1,0,1,1,51,3,0.0588235294117647
"1234","CF",200010,5,2,0,1,236,8,0.0338983050847458
"1235","CF",200011,2,0,1,3,131,6,0.0458015267175573
"1236","CF",200012,6,1,1,1,187,9,0.0481283422459893
"1237","CF",200101,3,3,1,4,721,11,0.0152565880721221
"1238","CF",200102,7,0,1,1,324,9,0.0277777777777778
"1239","CF",200103,4,0,0,0,162,4,0.0246913580246914
"1240","CF",200104,1,0,0,2,188,3,0.0159574468085106
"1241","CF",200105,0,0,1,0,106,1,0.00943396226415094
"1242","CF",200106,0,0,0,0,179,0,0
"1243","CF",200107,1,0,0,0,199,1,0.0050251256281407
"1244","CF",200108,0,0,0,0,158,0,0
"1245","CF",200109,1,0,0,0,88,1,0.0113636363636364
"1246","CF",200110,3,0,0,1,125,4,0.032
"1247","CF",200111,0,0,0,1,86,1,0.0116279069767442
"1248","CF",200112,3,0,0,0,110,3,0.0272727272727273
"1249","CF",200201,2,0,0,0,233,2,0.00858369098712446
"1250","CF",200202,6,0,1,2,282,9,0.0319148936170213
"1251","CF",200203,1,0,0,2,156,3,0.0192307692307692
"1252","CF",200204,3,0,0,22,371,25,0.0673854447439353
"1253","CF",200205,1,0,0,7,227,8,0.0352422907488987
"1254","CF",200206,6,0,3,27,328,36,0.109756097560976
"1255","CF",200207,0,0,0,2,197,2,0.0101522842639594
"1256","CF",200208,2,0,0,17,232,19,0.0818965517241379
"1257","CF",200209,0,0,0,1,109,1,0.00917431192660551
"1258","CF",200210,0,0,0,2,163,2,0.0122699386503067
"1259","CF",200211,3,0,3,3,164,9,0.0548780487804878
"1260","CF",200212,0,5,1,1,243,7,0.0288065843621399
"1261","CF",200301,3,3,5,11,341,22,0.0645161290322581
"1262","CF",200302,0,0,4,1,279,5,0.017921146953405
"1263","CF",200303,5,1,0,1,155,7,0.0451612903225806
"1264","CF",200304,10,7,0,0,165,17,0.103030303030303
"1265","CF",200305,2,1,0,1,179,4,0.0223463687150838
"1266","CF",200306,0,0,0,3,224,3,0.0133928571428571
"1267","CF",200307,7,1,1,0,201,9,0.0447761194029851
"1268","CF",200308,0,0,0,0,151,0,0
"1269","CF",200309,3,0,0,2,160,5,0.03125
"1270","CF",200310,3,2,0,0,143,5,0.034965034965035
"1271","CF",200311,1,0,0,1,88,2,0.0227272727272727
"1272","CF",200312,2,0,0,1,120,3,0.025
"1273","CF",200401,0,0,0,2,178,2,0.0112359550561798
"1274","CF",200402,0,0,0,0,119,0,0
"1275","CF",200403,2,0,2,6,271,10,0.03690036900369
"1276","CF",200404,0,0,0,0,184,0,0
"1277","CF",200405,0,0,0,0,84,0,0
"1278","CF",200406,1,0,0,0,105,1,0.00952380952380952
"1279","CF",200407,0,0,0,1,48,1,0.0208333333333333
"1280","CF",200408,0,0,0,0,76,0,0
"1281","CF",200409,0,0,2,0,72,2,0.0277777777777778
"1282","CF",200410,1,0,2,1,130,4,0.0307692307692308
"1283","CF",200411,0,1,2,2,167,5,0.029940119760479
"1284","CF",200412,3,1,0,0,78,4,0.0512820512820513
"1285","CF",200501,4,0,0,1,171,5,0.0292397660818713
"1286","CF",200502,0,0,0,2,130,2,0.0153846153846154
"1287","CF",200503,0,0,0,0,94,0,0
"1288","CF",200504,0,0,3,2,72,5,0.0694444444444444
"1289","CF",200505,0,0,0,0,61,0,0
"1290","CF",200506,0,0,0,0,36,0,0
"1291","CF",200507,0,0,0,0,181,0,0
"1292","CF",200508,0,0,1,0,205,1,0.0048780487804878
"1293","CF",200509,2,0,2,1,157,5,0.0318471337579618
"1294","CF",200510,4,1,1,6,346,12,0.0346820809248555
"1295","CF",200511,2,1,0,2,233,5,0.0214592274678112
"1296","CF",200512,0,0,0,0,74,0,0
"1297","CF",200601,1,0,0,2,167,3,0.0179640718562874
"1298","CF",200602,1,0,0,1,83,2,0.0240963855421687
"1299","CF",200603,1,1,0,2,397,4,0.0100755667506297
"1300","CF",200604,4,2,1,3,309,10,0.0323624595469256
"1301","CF",200605,3,0,1,0,420,4,0.00952380952380952
"1302","CF",200606,7,1,0,3,594,11,0.0185185185185185
"1303","CF",200607,9,0,4,6,575,19,0.0330434782608696
"1304","CF",200608,11,2,4,5,758,22,0.029023746701847
"1305","CF",200609,4,2,0,3,334,9,0.0269461077844311
"1306","CF",200610,2,1,5,10,468,18,0.0384615384615385
"1307","CF",200611,4,0,0,15,605,19,0.031404958677686
"1308","CF",200612,3,0,1,3,180,7,0.0388888888888889
"1309","CF",200701,2,0,4,4,273,10,0.0366300366300366
"1310","CF",200702,6,0,4,0,441,10,0.0226757369614512
"1311","CF",200703,2,1,3,9,722,15,0.0207756232686981
"1312","CF",200704,10,2,4,2,598,18,0.0301003344481605
"1313","CF",200705,6,0,3,8,566,17,0.0300353356890459
"1314","CF",200706,5,1,0,3,772,9,0.0116580310880829
"1315","CF",200707,9,0,0,1,437,10,0.022883295194508
"1316","CF",200708,1,1,2,1,665,5,0.0075187969924812
"1317","CF",200709,11,3,1,6,501,21,0.0419161676646707
"1318","CF",200710,6,1,15,8,938,30,0.0319829424307036
"1319","CF",200711,4,3,1,1,436,9,0.0206422018348624
"1320","CF",200712,9,1,3,14,609,27,0.0443349753694581
"1321","CF",200801,27,9,4,12,826,52,0.062953995157385
"1322","CF",200802,18,1,1,9,660,29,0.0439393939393939
"1323","CF",200803,7,0,2,7,590,16,0.0271186440677966
"1324","CF",200804,8,0,1,2,390,11,0.0282051282051282
"1325","CF",200805,8,1,0,5,480,14,0.0291666666666667
"1326","CF",200806,6,0,3,4,662,13,0.0196374622356495
"1327","CF",200807,4,1,5,3,593,13,0.0219224283305228
"1328","CF",200808,6,3,0,14,373,23,0.0616621983914209
"1329","CF",200809,3,3,2,9,479,17,0.0354906054279749
"1330","CF",200810,19,3,9,27,912,58,0.0635964912280702
"1331","CF",200811,28,6,17,39,981,90,0.0917431192660551
"1332","CF",200812,13,2,13,16,664,44,0.0662650602409639
"1333","CF",200901,9,3,9,14,759,35,0.0461133069828722
"1334","CF",200902,6,0,3,13,527,22,0.0417457305502846
"1335","CF",200903,13,3,1,13,703,30,0.042674253200569
"1336","CF",200904,2,1,5,5,569,13,0.0228471001757469
"1337","CF",200905,4,1,4,2,438,11,0.0251141552511416
"1338","CF",200906,1,0,0,2,544,3,0.00551470588235294
"1339","CF",200907,0,1,1,15,994,17,0.017102615694165
"1340","CF",200908,2,3,1,10,895,16,0.017877094972067
"1341","CF",200909,8,1,4,6,847,19,0.0224321133412042
"1342","CF",200910,9,2,3,8,1035,22,0.021256038647343
"1343","CF",200911,6,6,3,9,1526,24,0.0157273918741809
"1344","CF",200912,9,1,5,15,824,30,0.0364077669902913
"1345","CF",201001,7,3,1,14,787,25,0.0317662007623888
"1346","CF",201002,0,0,2,12,791,14,0.0176991150442478
"1347","CF",201003,4,2,3,8,378,17,0.044973544973545
"1348","CF",201004,4,1,5,25,707,35,0.0495049504950495
"1349","CF",201005,1,4,1,7,579,13,0.0224525043177893
"1350","CF",201006,0,0,3,2,862,5,0.00580046403712297
"1351","CF",201007,2,1,0,3,458,6,0.0131004366812227
"1352","CF",201008,4,5,5,18,843,32,0.0379596678529063
"1353","CF",201009,11,3,4,8,1004,26,0.0258964143426295
"1354","CF",201010,4,4,3,7,881,18,0.0204313280363224
"1355","CF",201011,12,0,0,3,1026,15,0.0146198830409357
"1356","CF",201012,2,4,0,6,532,12,0.0225563909774436
"1357","CF",201101,4,4,0,5,581,13,0.0223752151462995
"1358","CF",201102,1,0,1,5,593,7,0.0118043844856661
"1359","CF",201103,5,2,0,0,693,7,0.0101010101010101
"1360","CF",201104,1,0,2,0,539,3,0.00556586270871985
"1361","CF",201105,0,1,1,2,515,4,0.00776699029126214
"1362","CF",201106,6,0,0,4,663,10,0.0150829562594268
"1363","CF",201107,2,4,4,3,780,13,0.0166666666666667
"1364","CF",201108,0,2,0,4,683,6,0.00878477306002928
"1365","CF",201109,4,1,0,3,628,8,0.0127388535031847
"1366","CF",201110,2,0,0,3,495,5,0.0101010101010101
"1367","CF",201111,1,0,3,12,1037,16,0.0154291224686596
"1368","CF",201112,4,1,1,1,1345,7,0.00520446096654275
"1369","CF",201201,2,0,3,3,698,8,0.0114613180515759
"1370","CF",201202,3,0,1,1,663,5,0.00754147812971342
"1371","CF",201203,12,1,2,23,2356,38,0.0161290322580645
"1372","CF",201204,5,0,0,6,567,11,0.0194003527336861
"1373","CF",201205,5,1,9,13,1173,28,0.0238704177323103
"1374","CF",201206,6,3,10,7,647,26,0.0401854714064915
"1375","CF",201207,7,6,14,33,1172,60,0.0511945392491468
"1376","CF",201208,19,7,10,11,940,47,0.05
"1377","CF",201209,4,2,10,5,706,21,0.0297450424929178
"1378","CF",201210,10,1,9,16,934,36,0.0385438972162741
"1379","CF",201211,258,139,151,217,5892,765,0.129837067209776
"1380","CF",201212,200,98,91,66,3461,455,0.131464894539151
"1381","CG",199001,0,0,0,0,22,0,0
"1382","CG",199002,0,0,0,0,7,0,0
"1383","CG",199003,1,0,0,0,60,1,0.0166666666666667
"1384","CG",199004,0,0,0,0,54,0,0
"1385","CG",199005,0,0,0,0,105,0,0
"1386","CG",199006,0,0,0,0,74,0,0
"1387","CG",199007,0,0,0,0,38,0,0
"1388","CG",199008,0,0,0,0,32,0,0
"1389","CG",199009,0,0,0,0,115,0,0
"1390","CG",199010,2,3,0,0,71,5,0.0704225352112676
"1391","CG",199011,0,0,0,2,56,2,0.0357142857142857
"1392","CG",199012,0,0,0,0,45,0,0
"1393","CG",199101,0,0,0,0,96,0,0
"1394","CG",199102,0,0,2,1,44,3,0.0681818181818182
"1395","CG",199103,1,0,0,0,37,1,0.027027027027027
"1396","CG",199104,0,0,0,0,53,0,0
"1397","CG",199105,0,1,0,0,46,1,0.0217391304347826
"1398","CG",199106,0,0,0,0,44,0,0
"1399","CG",199107,0,0,0,0,46,0,0
"1400","CG",199108,0,0,0,0,76,0,0
"1401","CG",199109,0,0,0,0,459,0,0
"1402","CG",199110,3,0,0,2,585,5,0.00854700854700855
"1403","CG",199111,0,0,0,0,158,0,0
"1404","CG",199112,0,0,0,0,75,0,0
"1405","CG",199201,2,0,1,1,116,4,0.0344827586206897
"1406","CG",199202,0,0,0,0,70,0,0
"1407","CG",199203,0,0,0,0,57,0,0
"1408","CG",199204,0,0,0,0,59,0,0
"1409","CG",199205,0,0,0,0,8,0,0
"1410","CG",199206,0,0,0,0,56,0,0
"1411","CG",199207,0,0,0,0,5,0,0
"1412","CG",199208,0,0,0,0,49,0,0
"1413","CG",199209,4,0,0,0,78,4,0.0512820512820513
"1414","CG",199210,0,0,0,0,26,0,0
"1415","CG",199211,0,0,0,0,13,0,0
"1416","CG",199212,0,0,0,0,69,0,0
"1417","CG",199301,0,0,0,0,120,0,0
"1418","CG",199302,0,0,0,0,328,0,0
"1419","CG",199303,0,0,0,0,242,0,0
"1420","CG",199304,0,0,0,0,139,0,0
"1421","CG",199305,0,0,0,1,102,1,0.00980392156862745
"1422","CG",199306,0,0,0,0,52,0,0
"1423","CG",199307,1,0,0,0,147,1,0.00680272108843537
"1424","CG",199308,0,0,0,0,135,0,0
"1425","CG",199309,0,0,0,0,33,0,0
"1426","CG",199310,0,0,0,0,40,0,0
"1427","CG",199311,0,0,0,0,42,0,0
"1428","CG",199312,0,0,0,1,52,1,0.0192307692307692
"1429","CG",199401,1,0,0,2,82,3,0.0365853658536585
"1430","CG",199402,0,0,4,0,64,4,0.0625
"1431","CG",199403,0,0,0,0,29,0,0
"1432","CG",199404,0,0,0,0,70,0,0
"1433","CG",199405,0,0,0,0,37,0,0
"1434","CG",199406,0,0,0,0,59,0,0
"1435","CG",199407,1,0,0,1,200,2,0.01
"1436","CG",199408,0,0,0,0,224,0,0
"1437","CG",199409,0,1,0,0,127,1,0.0078740157480315
"1438","CG",199410,0,0,0,0,118,0,0
"1439","CG",199411,0,0,0,0,147,0,0
"1440","CG",199412,0,0,0,0,51,0,0
"1441","CG",199501,0,0,0,0,45,0,0
"1442","CG",199502,2,0,0,0,34,2,0.0588235294117647
"1443","CG",199503,0,0,0,0,58,0,0
"1444","CG",199504,0,0,0,0,121,0,0
"1445","CG",199505,0,0,0,0,646,0,0
"1446","CG",199506,0,0,0,0,136,0,0
"1447","CG",199507,0,0,0,0,119,0,0
"1448","CG",199508,0,0,0,0,333,0,0
"1449","CG",199509,0,0,0,0,161,0,0
"1450","CG",199510,0,0,0,0,7,0,0
"1451","CG",199511,0,0,0,0,75,0,0
"1452","CG",199512,0,0,0,0,96,0,0
"1453","CG",199601,0,0,0,3,209,3,0.0143540669856459
"1454","CG",199602,1,0,0,6,155,7,0.0451612903225806
"1455","CG",199603,1,0,0,1,43,2,0.0465116279069767
"1456","CG",199604,1,0,1,0,61,2,0.0327868852459016
"1457","CG",199605,0,0,0,0,126,0,0
"1458","CG",199606,0,0,0,0,51,0,0
"1459","CG",199607,4,0,0,0,101,4,0.0396039603960396
"1460","CG",199608,0,0,0,1,158,1,0.00632911392405063
"1461","CG",199609,1,0,0,1,295,2,0.00677966101694915
"1462","CG",199610,3,0,4,26,1603,33,0.0205864004990643
"1463","CG",199611,63,21,15,67,3552,166,0.0467342342342342
"1464","CG",199612,54,16,24,87,1894,181,0.0955649419218585
"1465","CG",199701,33,6,7,45,967,91,0.094105480868666
"1466","CG",199702,109,14,52,88,2949,263,0.0891827738216344
"1467","CG",199703,269,37,76,144,4406,526,0.119382660009079
"1468","CG",199704,394,45,108,216,5196,763,0.146843725943033
"1469","CG",199705,332,81,91,196,6060,700,0.115511551155116
"1470","CG",199706,10,1,4,6,1297,21,0.0161912104857363
"1471","CG",199707,2,0,2,3,884,7,0.00791855203619909
"1472","CG",199708,13,1,2,9,913,25,0.0273822562979189
"1473","CG",199709,3,0,1,0,1255,4,0.00318725099601594
"1474","CG",199710,6,2,1,2,1290,11,0.00852713178294574
"1475","CG",199711,0,2,1,6,1007,9,0.00893743793445879
