"","Code","MonthYear","VC","MC","VV","MV","N","Sum","Srat"
"3688","LY",199805,0,0,0,2,611,2,0.00327332242225859
"3689","LY",199806,4,0,0,2,1127,6,0.00532386867790594
"3690","LY",199807,0,0,0,0,1185,0,0
"3691","LY",199808,0,0,0,1,2244,1,0.000445632798573975
"3692","LY",199809,0,0,0,0,2233,0,0
"3693","LY",199810,3,0,0,0,1066,3,0.00281425891181989
"3694","LY",199811,1,0,0,1,945,2,0.00211640211640212
"3695","LY",199812,15,0,1,0,2708,16,0.00590841949778434
"3696","LY",199901,4,0,3,0,1089,7,0.00642791551882461
"3697","LY",199902,0,0,0,0,1809,0,0
"3698","LY",199903,2,4,1,0,2166,7,0.00323176361957525
"3699","LY",199904,39,3,13,5,4113,60,0.0145878920495988
"3700","LY",199905,14,0,6,5,1852,25,0.0134989200863931
"3701","LY",199906,6,0,0,1,1774,7,0.00394588500563698
"3702","LY",199907,2,2,0,0,1403,4,0.00285103349964362
"3703","LY",199908,13,0,5,1,1175,19,0.0161702127659574
"3704","LY",199909,1,1,1,1,1575,4,0.00253968253968254
"3705","LY",199910,2,1,0,0,909,3,0.0033003300330033
"3706","LY",199911,0,0,1,0,1057,1,0.000946073793755913
"3707","LY",199912,18,0,2,0,1751,20,0.0114220445459737
"3708","LY",200001,3,2,2,1,1579,8,0.00506649778340722
"3709","LY",200002,0,0,0,1,881,1,0.00113507377979569
"3710","LY",200003,4,0,1,6,1421,11,0.00774102744546094
"3711","LY",200004,6,0,1,0,1728,7,0.00405092592592593
"3712","LY",200005,68,3,14,12,2235,97,0.0434004474272931
"3713","LY",200006,13,3,0,2,1386,18,0.012987012987013
"3714","LY",200007,2,2,0,4,1360,8,0.00588235294117647
"3715","LY",200008,70,32,23,21,4026,146,0.0362642821659215
"3716","LY",200009,37,7,6,21,3128,71,0.0226982097186701
"3717","LY",200010,15,1,0,6,2002,22,0.010989010989011
"3718","LY",200011,2,0,1,3,1769,6,0.00339174674957603
"3719","LY",200012,3,2,0,3,778,8,0.0102827763496144
"3720","LY",200101,7,0,0,3,2314,10,0.00432152117545376
"3721","LY",200102,2,1,2,1,2827,6,0.00212239122744959
"3722","LY",200103,1,0,1,4,1505,6,0.00398671096345515
"3723","LY",200104,3,0,0,0,736,3,0.00407608695652174
"3724","LY",200105,6,4,2,2,1694,14,0.00826446280991736
"3725","LY",200106,33,3,5,5,2094,46,0.0219675262655205
"3726","LY",200107,2,1,0,2,1267,5,0.00394632991318074
"3727","LY",200108,8,2,1,0,1154,11,0.00953206239168111
"3728","LY",200109,3,0,1,2,1242,6,0.00483091787439614
"3729","LY",200110,4,3,4,1,1097,12,0.0109389243391067
"3730","LY",200111,3,0,0,0,1128,3,0.00265957446808511
"3731","LY",200112,11,0,0,0,968,11,0.0113636363636364
"3732","LY",200201,18,0,0,0,1587,18,0.0113421550094518
"3733","LY",200202,3,0,1,1,1146,5,0.0043630017452007
"3734","LY",200203,2,1,0,0,1281,3,0.00234192037470726
"3735","LY",200204,3,0,0,1,829,4,0.00482509047044632
"3736","LY",200205,5,0,0,2,1094,7,0.00639853747714808
"3737","LY",200206,10,3,0,0,988,13,0.0131578947368421
"3738","LY",200207,7,2,3,0,1650,12,0.00727272727272727
"3739","LY",200208,1,0,0,1,1470,2,0.00136054421768707
"3740","LY",200209,4,0,0,1,805,5,0.0062111801242236
"3741","LY",200210,5,1,1,8,1175,15,0.0127659574468085
"3742","LY",200211,3,2,1,4,885,10,0.0112994350282486
"3743","LY",200212,12,5,2,3,1221,22,0.018018018018018
"3744","LY",200301,4,0,1,0,1370,5,0.00364963503649635
"3745","LY",200302,2,4,2,1,1215,9,0.00740740740740741
"3746","LY",200303,9,2,1,4,1070,16,0.0149532710280374
"3747","LY",200304,3,0,0,0,695,3,0.00431654676258993
"3748","LY",200305,5,0,0,3,910,8,0.00879120879120879
"3749","LY",200306,4,0,0,2,813,6,0.00738007380073801
"3750","LY",200307,2,2,1,0,728,5,0.00686813186813187
"3751","LY",200308,1,2,1,3,2395,7,0.00292275574112735
"3752","LY",200309,2,0,2,1,2237,5,0.00223513634331694
"3753","LY",200310,2,0,0,1,1249,3,0.00240192153722978
"3754","LY",200311,2,0,0,1,512,3,0.005859375
"3755","LY",200312,2,0,0,1,3302,3,0.000908540278619019
"3756","LY",200401,1,0,0,2,3231,3,0.000928505106778087
"3757","LY",200402,0,0,0,0,3583,0,0
"3758","LY",200403,6,0,0,1,2777,7,0.00252070579762333
"3759","LY",200404,1,0,4,2,1584,7,0.00441919191919192
"3760","LY",200405,2,0,0,2,1738,4,0.00230149597238205
"3761","LY",200406,0,0,1,0,1328,1,0.000753012048192771
"3762","LY",200407,7,8,5,4,1048,24,0.0229007633587786
"3763","LY",200408,1,0,0,0,1327,1,0.000753579502637528
"3764","LY",200409,1,1,0,0,1328,2,0.00150602409638554
"3765","LY",200410,16,0,2,0,1858,18,0.00968783638320775
"3766","LY",200411,4,0,1,2,856,7,0.00817757009345794
"3767","LY",200412,4,0,0,0,1043,4,0.00383509108341323
"3768","LY",200501,2,0,0,0,651,2,0.00307219662058372
"3769","LY",200502,0,0,0,0,631,0,0
"3770","LY",200503,6,0,0,0,557,6,0.0107719928186715
"3771","LY",200504,0,0,0,0,411,0,0
"3772","LY",200505,6,0,6,0,1230,12,0.00975609756097561
"3773","LY",200506,1,5,0,0,758,6,0.0079155672823219
"3774","LY",200507,3,0,0,2,726,5,0.0068870523415978
"3775","LY",200508,2,1,0,0,770,3,0.0038961038961039
"3776","LY",200509,1,0,0,0,453,1,0.0022075055187638
"3777","LY",200510,6,0,0,0,428,6,0.014018691588785
"3778","LY",200511,1,0,1,0,598,2,0.00334448160535117
"3779","LY",200512,0,0,0,0,731,0,0
"3780","LY",200601,0,0,1,1,711,2,0.00281293952180028
"3781","LY",200602,5,3,2,2,1046,12,0.011472275334608
"3782","LY",200603,18,0,1,1,1115,20,0.0179372197309417
"3783","LY",200604,2,0,4,2,482,8,0.016597510373444
"3784","LY",200605,10,2,2,2,1559,16,0.0102629890955741
"3785","LY",200606,1,0,0,0,740,1,0.00135135135135135
"3786","LY",200607,8,0,0,0,883,8,0.00906002265005663
"3787","LY",200608,3,0,0,1,993,4,0.0040281973816717
"3788","LY",200609,0,0,0,1,928,1,0.00107758620689655
"3789","LY",200610,0,0,0,0,575,0,0
"3790","LY",200611,4,2,3,0,1212,9,0.00742574257425743
"3791","LY",200612,6,4,1,0,1654,11,0.00665054413542926
"3792","LY",200701,13,0,0,2,1304,15,0.0115030674846626
"3793","LY",200702,35,4,4,4,1068,47,0.0440074906367041
"3794","LY",200703,7,0,2,1,1321,10,0.00757002271006813
"3795","LY",200704,3,0,2,0,1511,5,0.00330906684315023
"3796","LY",200705,6,1,7,11,4266,25,0.00586029067041725
"3797","LY",200706,18,2,2,11,4785,33,0.00689655172413793
"3798","LY",200707,45,1,4,0,8678,50,0.00576169624337405
"3799","LY",200708,20,1,0,0,2808,21,0.00747863247863248
"3800","LY",200709,58,5,29,18,2540,110,0.0433070866141732
"3801","LY",200710,283,7,98,65,3761,453,0.120446689710183
"3802","LY",200711,33,0,31,10,1614,74,0.0458488228004957
"3803","LY",200712,35,5,3,11,3278,54,0.0164734594264796
"3804","LY",200801,14,2,3,5,2413,24,0.00994612515540821
"3805","LY",200802,41,0,5,13,1608,59,0.0366915422885572
"3806","LY",200803,15,4,4,12,2113,35,0.0165641268338855
"3807","LY",200804,13,2,2,12,2245,29,0.0129175946547884
"3808","LY",200805,12,0,1,1,1475,14,0.00949152542372881
"3809","LY",200806,9,0,0,7,1922,16,0.00832466181061394
"3810","LY",200807,3,0,3,6,3016,12,0.00397877984084881
"3811","LY",200808,30,3,3,9,3386,45,0.0132900177200236
"3812","LY",200809,5,1,1,0,3112,7,0.00224935732647815
"3813","LY",200810,1,0,0,0,2338,1,0.000427715996578272
"3814","LY",200811,3,0,1,6,2618,10,0.00381970970206264
"3815","LY",200812,10,0,2,3,2248,15,0.00667259786476868
"3816","LY",200901,9,0,7,20,3158,36,0.0113996200126662
"3817","LY",200902,17,2,2,5,2525,26,0.0102970297029703
"3818","LY",200903,17,2,0,1,3792,20,0.00527426160337553
"3819","LY",200904,13,3,3,0,3146,19,0.00603941513032422
"3820","LY",200905,11,6,0,3,3972,20,0.00503524672708963
"3821","LY",200906,3,0,0,2,3641,5,0.00137324910738808
"3822","LY",200907,3,0,2,2,2900,7,0.00241379310344828
"3823","LY",200908,27,1,6,5,19333,39,0.00201727615993379
"3824","LY",200909,12,0,6,5,15419,23,0.00149166612620793
"3825","LY",200910,23,4,3,3,4481,33,0.00736442758312877
"3826","LY",200911,3,0,0,2,2684,5,0.0018628912071535
"3827","LY",200912,10,0,1,1,3301,12,0.00363526204180551
"3828","LY",201001,5,5,0,0,3013,10,0.00331895121141719
"3829","LY",201002,13,0,4,2,4819,19,0.00394272670678564
"3830","LY",201003,17,2,2,4,2259,25,0.0110668437361664
"3831","LY",201004,10,0,2,1,1255,13,0.0103585657370518
"3832","LY",201005,8,2,1,0,1691,11,0.0065050266114725
"3833","LY",201006,11,0,0,0,2083,11,0.00528084493518963
"3834","LY",201007,7,0,0,8,3271,15,0.00458575359217365
"3835","LY",201008,7,2,3,5,5814,17,0.00292397660818713
"3836","LY",201009,5,1,1,2,3472,9,0.00259216589861751
"3837","LY",201010,11,0,0,14,3711,25,0.0067367286445702
"3838","LY",201011,13,0,2,5,3129,20,0.00639181847235539
"3839","LY",201012,1,0,0,1,3449,2,0.00057987822557263
"3840","LY",201101,5,0,4,11,2838,20,0.00704721634954193
"3841","LY",201102,521,99,323,341,79263,1284,0.0161992354566443
"3842","LY",201103,3930,917,1580,3886,180367,10313,0.0571778651305394
"3843","LY",201104,3623,614,1370,2223,97120,7830,0.0806219110378913
"3844","LY",201105,1503,211,328,875,50530,2917,0.0577280823273303
"3845","LY",201106,1737,172,380,1001,53468,3290,0.0615321313682951
"3846","LY",201107,1704,350,554,1333,39343,3941,0.100170297130366
"3847","LY",201108,4193,906,1212,3834,87494,10145,0.11595080805541
"3848","LY",201109,1220,380,375,915,73463,2890,0.039339531464819
"3849","LY",201110,403,101,173,518,49139,1195,0.0243187692057225
"3850","LY",201111,179,44,63,180,28235,466,0.0165043385868603
"3851","LY",201112,81,27,25,137,13683,270,0.0197325147993861
"3852","LY",201201,112,19,73,191,16388,395,0.0241030021967293
"3853","LY",201202,82,26,53,102,14373,263,0.0182981980101579
"3854","LY",201203,70,27,65,119,17343,281,0.0162025024505564
"3855","LY",201204,106,15,58,95,13449,274,0.0203732619525615
"3856","LY",201205,46,13,27,64,14773,150,0.0101536587016855
"3857","LY",201206,48,23,35,110,16088,216,0.0134261561412233
"3858","LY",201207,38,10,19,88,14346,155,0.0108044054091733
"3859","LY",201208,68,11,22,61,8724,162,0.0185694635488308
"3860","LY",201209,122,41,30,101,45624,294,0.00644397685428722
"3861","LY",201210,117,15,36,119,26563,287,0.0108045025034823
"3862","LY",201211,40,6,46,43,14566,135,0.00926815872579981
"3863","LY",201212,51,8,7,31,9621,97,0.0100821120465648
"3864","MZ",199001,7,1,1,2,245,11,0.0448979591836735
"3865","MZ",199002,3,0,0,21,244,24,0.0983606557377049
"3866","MZ",199003,3,0,3,2,261,8,0.0306513409961686
"3867","MZ",199004,11,1,3,2,150,17,0.113333333333333
"3868","MZ",199005,1,0,3,4,175,8,0.0457142857142857
"3869","MZ",199006,4,1,0,2,172,7,0.0406976744186047
"3870","MZ",199007,14,1,0,7,282,22,0.0780141843971631
"3871","MZ",199008,17,1,1,4,331,23,0.0694864048338369
"3872","MZ",199009,3,0,3,6,346,12,0.0346820809248555
"3873","MZ",199010,4,0,2,6,300,12,0.04
"3874","MZ",199011,12,2,5,13,206,32,0.155339805825243
"3875","MZ",199012,2,1,3,2,262,8,0.0305343511450382
"3876","MZ",199101,8,0,0,4,234,12,0.0512820512820513
"3877","MZ",199102,5,0,1,10,223,16,0.0717488789237668
"3878","MZ",199103,6,3,6,11,196,26,0.13265306122449
"3879","MZ",199104,1,0,0,5,241,6,0.024896265560166
"3880","MZ",199105,7,7,12,22,367,48,0.130790190735695
"3881","MZ",199106,12,1,1,19,399,33,0.0827067669172932
"3882","MZ",199107,10,0,7,14,342,31,0.0906432748538012
"3883","MZ",199108,17,1,6,13,362,37,0.102209944751381
"3884","MZ",199109,17,0,4,15,287,36,0.125435540069686
"3885","MZ",199110,25,1,1,7,322,34,0.105590062111801
"3886","MZ",199111,5,1,6,19,343,31,0.0903790087463557
"3887","MZ",199112,15,4,7,44,446,70,0.15695067264574
"3888","MZ",199201,29,4,13,26,500,72,0.144
"3889","MZ",199202,19,3,8,8,303,38,0.125412541254125
"3890","MZ",199203,29,12,13,15,359,69,0.192200557103064
"3891","MZ",199204,26,2,5,20,469,53,0.113006396588486
"3892","MZ",199205,22,5,6,25,434,58,0.133640552995392
"3893","MZ",199206,19,3,1,13,302,36,0.119205298013245
"3894","MZ",199207,19,2,4,7,379,32,0.0844327176781003
"3895","MZ",199208,27,8,7,21,473,63,0.133192389006343
"3896","MZ",199209,41,2,6,15,429,64,0.149184149184149
"3897","MZ",199210,39,5,6,21,689,71,0.103047895500726
"3898","MZ",199211,34,10,17,18,353,79,0.223796033994334
"3899","MZ",199212,25,9,9,5,392,48,0.122448979591837
"3900","MZ",199301,9,0,2,0,263,11,0.0418250950570342
"3901","MZ",199302,10,2,10,2,330,24,0.0727272727272727
"3902","MZ",199303,33,1,5,1,467,40,0.0856531049250535
"3903","MZ",199304,22,0,6,3,442,31,0.0701357466063348
"3904","MZ",199305,27,0,2,3,613,32,0.0522022838499184
"3905","MZ",199306,47,5,3,7,649,62,0.0955315870570108
"3906","MZ",199307,40,4,12,7,622,63,0.101286173633441
"3907","MZ",199308,42,3,12,7,508,64,0.125984251968504
"3908","MZ",199309,26,2,0,2,228,30,0.131578947368421
"3909","MZ",199310,41,5,6,7,512,59,0.115234375
"3910","MZ",199311,42,5,12,4,373,63,0.168900804289544
"3911","MZ",199312,30,12,3,5,427,50,0.117096018735363
"3912","MZ",199401,31,9,2,3,563,45,0.0799289520426288
"3913","MZ",199402,19,4,3,2,267,28,0.104868913857678
"3914","MZ",199403,11,2,2,1,260,16,0.0615384615384615
"3915","MZ",199404,21,4,7,3,225,35,0.155555555555556
"3916","MZ",199405,20,4,1,8,316,33,0.104430379746835
"3917","MZ",199406,24,3,14,3,445,44,0.098876404494382
"3918","MZ",199407,40,5,9,12,663,66,0.0995475113122172
"3919","MZ",199408,15,5,5,9,424,34,0.080188679245283
"3920","MZ",199409,39,9,10,4,466,62,0.133047210300429
"3921","MZ",199410,146,20,49,25,1240,240,0.193548387096774
"3922","MZ",199411,70,9,17,17,603,113,0.187396351575456
"3923","MZ",199412,39,1,15,5,444,60,0.135135135135135
"3924","MZ",199501,15,2,1,2,217,20,0.0921658986175115
"3925","MZ",199502,31,6,7,3,396,47,0.118686868686869
"3926","MZ",199503,5,1,2,0,372,8,0.021505376344086
"3927","MZ",199504,10,1,3,1,220,15,0.0681818181818182
"3928","MZ",199505,9,1,5,2,215,17,0.0790697674418605
"3929","MZ",199506,9,0,2,1,216,12,0.0555555555555556
"3930","MZ",199507,17,2,6,0,274,25,0.0912408759124088
"3931","MZ",199508,4,2,0,1,167,7,0.0419161676646707
"3932","MZ",199509,6,0,2,0,175,8,0.0457142857142857
"3933","MZ",199510,17,1,0,0,163,18,0.110429447852761
"3934","MZ",199511,12,3,3,1,244,19,0.0778688524590164
"3935","MZ",199512,13,3,3,1,142,20,0.140845070422535
"3936","MZ",199601,6,0,6,2,255,14,0.0549019607843137
"3937","MZ",199602,1,0,4,0,223,5,0.0224215246636771
"3938","MZ",199603,3,0,2,4,164,9,0.0548780487804878
"3939","MZ",199604,4,2,1,0,167,7,0.0419161676646707
"3940","MZ",199605,4,1,0,1,230,6,0.0260869565217391
"3941","MZ",199606,4,0,1,0,193,5,0.0259067357512953
"3942","MZ",199607,7,1,3,0,496,11,0.0221774193548387
"3943","MZ",199608,28,1,2,2,348,33,0.0948275862068965
"3944","MZ",199609,15,0,7,0,429,22,0.0512820512820513
"3945","MZ",199610,12,0,1,0,533,13,0.024390243902439
"3946","MZ",199611,9,0,2,0,459,11,0.0239651416122004
"3947","MZ",199612,10,0,0,0,379,10,0.0263852242744063
"3948","MZ",199701,6,1,7,2,388,16,0.0412371134020619
"3949","MZ",199702,7,1,6,1,535,15,0.0280373831775701
"3950","MZ",199703,9,3,5,0,679,17,0.0250368188512518
"3951","MZ",199704,16,0,7,1,453,24,0.0529801324503311
"3952","MZ",199705,34,0,19,5,577,58,0.10051993067591
"3953","MZ",199706,7,0,8,0,432,15,0.0347222222222222
"3954","MZ",199707,25,2,2,2,440,31,0.0704545454545455
"3955","MZ",199708,9,0,4,1,433,14,0.0323325635103926
"3956","MZ",199709,12,0,3,1,461,16,0.03470715835141
"3957","MZ",199710,13,2,2,2,678,19,0.028023598820059
"3958","MZ",199711,48,0,12,6,730,66,0.0904109589041096
"3959","MZ",199712,11,1,9,3,472,24,0.0508474576271186
"3960","MZ",199801,29,2,8,0,484,39,0.0805785123966942
"3961","MZ",199802,27,2,14,13,737,56,0.0759837177747626
"3962","MZ",199803,29,4,19,1,1448,53,0.0366022099447514
"3963","MZ",199804,7,2,8,5,743,22,0.0296096904441454
"3964","MZ",199805,8,2,3,2,756,15,0.0198412698412698
"3965","MZ",199806,14,0,8,3,1017,25,0.0245821042281219
"3966","MZ",199807,7,0,2,3,853,12,0.0140679953106682
"3967","MZ",199808,2,0,5,2,477,9,0.0188679245283019
"3968","MZ",199809,8,0,1,0,834,9,0.0107913669064748
"3969","MZ",199810,14,1,3,0,669,18,0.0269058295964126
"3970","MZ",199811,11,1,6,4,895,22,0.0245810055865922
"3971","MZ",199812,3,0,0,0,438,3,0.00684931506849315
"3972","MZ",199901,11,2,3,1,463,17,0.0367170626349892
"3973","MZ",199902,10,1,2,1,611,14,0.0229132569558101
"3974","MZ",199903,22,2,1,4,691,29,0.0419681620839363
"3975","MZ",199904,3,0,2,8,534,13,0.0243445692883895
"3976","MZ",199905,16,0,5,5,609,26,0.0426929392446634
"3977","MZ",199906,4,0,4,5,484,13,0.0268595041322314
"3978","MZ",199907,3,1,1,0,606,5,0.00825082508250825
"3979","MZ",199908,19,3,2,4,827,28,0.033857315598549
"3980","MZ",199909,9,0,4,1,480,14,0.0291666666666667
"3981","MZ",199910,25,4,11,0,514,40,0.0778210116731518
"3982","MZ",199911,59,3,8,5,1066,75,0.0703564727954972
"3983","MZ",199912,88,5,45,4,817,142,0.173806609547124
"3984","MZ",200001,90,4,41,6,1011,141,0.13946587537092
"3985","MZ",200002,38,3,14,2,1356,57,0.0420353982300885
"3986","MZ",200003,14,6,2,1,3529,23,0.00651742703315387
"3987","MZ",200004,17,1,5,2,914,25,0.0273522975929978
"3988","MZ",200005,19,2,9,7,673,37,0.0549777117384844
"3989","MZ",200006,20,3,3,1,747,27,0.036144578313253
"3990","MZ",200007,20,4,2,3,556,29,0.052158273381295
"3991","MZ",200008,14,0,7,4,985,25,0.0253807106598985
"3992","MZ",200009,33,2,20,4,605,59,0.0975206611570248
"3993","MZ",200010,24,1,8,8,622,41,0.0659163987138264
"3994","MZ",200011,70,5,50,18,1730,143,0.0826589595375723
"3995","MZ",200012,57,0,17,12,1069,86,0.0804490177736202
"3996","MZ",200101,31,4,14,10,688,59,0.0857558139534884
"3997","MZ",200102,13,0,1,2,787,16,0.0203303684879288
"3998","MZ",200103,12,0,7,4,1058,23,0.0217391304347826
"3999","MZ",200104,5,1,0,0,457,6,0.0131291028446389
"4000","MZ",200105,16,1,6,0,654,23,0.0351681957186544
"4001","MZ",200106,25,1,6,6,616,38,0.0616883116883117
"4002","MZ",200107,30,0,9,2,830,41,0.0493975903614458
"4003","MZ",200108,21,2,4,7,845,34,0.0402366863905325
"4004","MZ",200109,35,0,11,2,599,48,0.0801335559265442
"4005","MZ",200110,15,3,7,4,626,29,0.0463258785942492
"4006","MZ",200111,9,5,3,7,645,24,0.0372093023255814
"4007","MZ",200112,10,2,4,1,551,17,0.0308529945553539
"4008","MZ",200201,20,3,8,2,552,33,0.0597826086956522
"4009","MZ",200202,32,0,7,4,681,43,0.0631424375917768
"4010","MZ",200203,4,0,0,2,326,6,0.0184049079754601
"4011","MZ",200204,5,1,4,0,359,10,0.0278551532033426
"4012","MZ",200205,1,0,0,0,567,1,0.0017636684303351
"4013","MZ",200206,16,0,2,3,414,21,0.0507246376811594
"4014","MZ",200207,54,7,11,9,1763,81,0.0459444129325014
"4015","MZ",200208,41,1,16,10,1487,68,0.0457296570275723
"4016","MZ",200209,61,6,18,4,1265,89,0.0703557312252964
"4017","MZ",200210,77,5,18,29,1389,129,0.0928725701943845
"4018","MZ",200211,38,1,11,6,1563,56,0.035828534868842
"4019","MZ",200212,20,5,8,4,999,37,0.037037037037037
"4020","MZ",200301,15,0,6,2,1121,23,0.0205173951828724
"4021","MZ",200302,15,2,6,7,917,30,0.0327153762268266
"4022","MZ",200303,23,5,21,10,1290,59,0.0457364341085271
"4023","MZ",200304,18,3,21,6,1045,48,0.045933014354067
"4024","MZ",200305,40,2,10,1,1718,53,0.0308498253783469
"4025","MZ",200306,53,4,6,4,1325,67,0.0505660377358491
"4026","MZ",200307,27,2,5,1,2651,35,0.013202565069785
"4027","MZ",200308,25,1,8,0,1155,34,0.0294372294372294
"4028","MZ",200309,41,2,21,4,1170,68,0.0581196581196581
"4029","MZ",200310,76,6,19,24,1386,125,0.0901875901875902
"4030","MZ",200311,102,6,92,34,1729,234,0.135338345864662
"4031","MZ",200312,24,3,15,6,1216,48,0.0394736842105263
"4032","MZ",200401,8,4,12,0,659,24,0.0364188163884674
"4033","MZ",200402,17,2,3,3,1024,25,0.0244140625
"4034","MZ",200403,17,6,5,13,936,41,0.0438034188034188
"4035","MZ",200404,35,5,31,3,857,74,0.0863477246207701
"4036","MZ",200405,23,2,15,3,996,43,0.0431726907630522
"4037","MZ",200406,31,4,17,3,1300,55,0.0423076923076923
"4038","MZ",200407,20,7,16,8,852,51,0.0598591549295775
"4039","MZ",200408,43,7,28,28,903,106,0.117386489479513
"4040","MZ",200409,11,5,15,9,709,40,0.0564174894217207
"4041","MZ",200410,48,5,22,16,867,91,0.104959630911188
"4042","MZ",200411,65,14,38,11,948,128,0.135021097046413
"4043","MZ",200412,82,20,65,20,1233,187,0.151662611516626
"4044","MZ",200501,48,2,20,1,821,71,0.0864799025578563
"4045","MZ",200502,27,2,7,6,685,42,0.0613138686131387
"4046","MZ",200503,17,4,14,3,664,38,0.0572289156626506
"4047","MZ",200504,21,3,14,4,667,42,0.0629685157421289
"4048","MZ",200505,20,11,21,6,749,58,0.0774365821094793
"4049","MZ",200506,11,2,8,3,695,24,0.0345323741007194
"4050","MZ",200507,3,1,11,2,615,17,0.0276422764227642
"4051","MZ",200508,15,0,3,0,698,18,0.0257879656160458
"4052","MZ",200509,27,3,7,13,749,50,0.0667556742323097
"4053","MZ",200510,22,2,11,9,810,44,0.054320987654321
"4054","MZ",200511,13,2,3,3,595,21,0.0352941176470588
"4055","MZ",200512,13,1,9,3,443,26,0.0586907449209932
"4056","MZ",200601,2,0,5,1,509,8,0.0157170923379175
"4057","MZ",200602,5,0,1,1,379,7,0.0184696569920844
"4058","MZ",200603,25,0,4,1,905,30,0.0331491712707182
"4059","MZ",200604,53,5,37,12,1092,107,0.097985347985348
"4060","MZ",200605,17,2,5,3,1172,27,0.023037542662116
"4061","MZ",200606,30,2,10,7,943,49,0.0519618239660657
"4062","MZ",200607,7,2,4,0,583,13,0.0222984562607204
"4063","MZ",200608,11,0,1,1,485,13,0.0268041237113402
"4064","MZ",200609,30,2,2,3,744,37,0.0497311827956989
"4065","MZ",200610,31,0,8,11,654,50,0.0764525993883792
"4066","MZ",200611,18,1,9,9,799,37,0.0463078848560701
"4067","MZ",200612,43,4,33,5,691,85,0.12301013024602
"4068","MZ",200701,6,0,0,0,245,6,0.0244897959183673
"4069","MZ",200702,1,0,0,0,670,1,0.00149253731343284
"4070","MZ",200703,19,0,0,0,1003,19,0.0189431704885344
"4071","MZ",200704,4,0,0,2,735,6,0.00816326530612245
"4072","MZ",200705,0,0,0,1,585,1,0.00170940170940171
"4073","MZ",200706,4,0,1,2,786,7,0.0089058524173028
"4074","MZ",200707,0,0,0,2,478,2,0.00418410041841004
"4075","MZ",200708,1,0,1,2,431,4,0.00928074245939675
"4076","MZ",200709,18,0,5,8,854,31,0.0362997658079625
"4077","MZ",200710,32,3,11,2,1160,48,0.0413793103448276
"4078","MZ",200711,22,1,7,3,1040,33,0.0317307692307692
"4079","MZ",200712,6,2,2,2,672,12,0.0178571428571429
"4080","MZ",200801,8,0,3,2,1178,13,0.0110356536502547
"4081","MZ",200802,9,1,2,0,996,12,0.0120481927710843
"4082","MZ",200803,6,1,2,0,727,9,0.0123796423658872
"4083","MZ",200804,18,1,4,0,1090,23,0.0211009174311927
"4084","MZ",200805,13,0,1,1,1807,15,0.00830105146651909
"4085","MZ",200806,10,1,8,0,1067,19,0.0178069353327085
"4086","MZ",200807,35,0,4,3,1072,42,0.0391791044776119
"4087","MZ",200808,9,0,2,0,583,11,0.0188679245283019
"4088","MZ",200809,63,3,19,6,893,91,0.101903695408735
"4089","MZ",200810,45,4,31,9,1068,89,0.0833333333333333
"4090","MZ",200811,71,7,27,11,1203,116,0.0964256026600166
"4091","MZ",200812,42,7,20,4,1103,73,0.0661831368993654
"4092","MZ",200901,33,9,24,4,1433,70,0.0488485694347523
"4093","MZ",200902,41,9,5,17,1170,72,0.0615384615384615
"4094","MZ",200903,68,14,43,11,1539,136,0.0883690708252112
"4095","MZ",200904,41,8,17,10,1105,76,0.0687782805429864
"4096","MZ",200905,20,4,11,7,1300,42,0.0323076923076923
"4097","MZ",200906,49,1,12,10,1377,72,0.0522875816993464
"4098","MZ",200907,52,9,15,9,963,85,0.0882658359293873
"4099","MZ",200908,1,0,4,2,2058,7,0.00340136054421769
"4100","MZ",200909,73,9,47,19,1923,148,0.0769630785231409
"4101","MZ",200910,94,5,70,33,3049,202,0.0662512299114464
"4102","MZ",200911,87,18,53,17,2144,175,0.0816231343283582
"4103","MZ",200912,46,2,20,5,1635,73,0.0446483180428135
"4104","MZ",201001,57,0,17,18,1658,92,0.0554885404101327
"4105","MZ",201002,11,1,1,2,867,15,0.0173010380622837
"4106","MZ",201003,3,0,2,0,424,5,0.0117924528301887
"4107","MZ",201004,19,1,6,9,721,35,0.0485436893203883
"4108","MZ",201005,5,0,2,0,311,7,0.022508038585209
"4109","MZ",201006,3,0,0,0,215,3,0.013953488372093
"4110","MZ",201007,0,1,0,2,785,3,0.00382165605095541
"4111","MZ",201008,17,0,7,1,1759,25,0.0142126208072769
"4112","MZ",201009,4,1,2,3,2719,10,0.00367782272894446
"4113","MZ",201010,13,0,3,1,1178,17,0.0144312393887946
"4114","MZ",201011,14,3,4,2,1372,23,0.0167638483965015
"4115","MZ",201012,31,2,13,9,1401,55,0.0392576730906495
"4116","MZ",201101,4,1,0,0,1046,5,0.00478011472275335
"4117","MZ",201102,2,0,1,0,1113,3,0.00269541778975741
"4118","MZ",201103,16,4,9,2,1596,31,0.0194235588972431
"4119","MZ",201104,23,1,8,2,1283,34,0.0265003897116134
"4120","MZ",201105,7,4,16,10,1116,37,0.0331541218637993
"4121","MZ",201106,2,2,0,1,1422,5,0.00351617440225035
"4122","MZ",201107,9,0,0,0,836,9,0.0107655502392345
"4123","MZ",201108,6,1,0,0,1043,7,0.00671140939597315
"4124","MZ",201109,7,0,8,2,1132,17,0.015017667844523
"4125","MZ",201110,19,7,8,3,1203,37,0.0307564422277639
"4126","MZ",201111,33,0,24,6,1453,63,0.0433585684790089
