"Code","MonthYear","VC","MC","VV","MV"
"CT",199411,0,0,0,0
"CT",199412,0,0,0,0
"CT",199501,0,0,0,0
"CT",199502,0,0,0,0
"CT",199503,0,0,0,0
"CT",199504,2,0,0,0
"CT",199505,0,0,0,0
"CT",199506,0,0,0,0
"CT",199507,0,0,0,0
"CT",199508,0,0,0,0
"CT",199509,0,0,0,0
"CT",199510,0,0,0,0
"CT",199511,0,0,0,0
"CT",199512,0,0,0,1
"CT",199601,3,0,2,3
"CT",199602,1,0,0,0
"CT",199603,0,0,0,0
"CT",199604,1,0,0,1
"CT",199605,18,11,3,6
"CT",199606,3,0,0,3
"CT",199607,2,0,0,0
"CT",199608,0,0,0,0
"CT",199609,0,0,0,0
"CT",199610,0,0,2,0
"CT",199611,12,2,7,6
"CT",199612,32,5,16,23
"CT",199701,19,0,4,6
"CT",199702,1,0,0,0
"CT",199703,6,2,3,1
"CT",199704,8,0,0,0
"CT",199705,4,6,12,4
"CT",199706,2,1,2,6
"CT",199707,0,1,0,3
"CT",199708,0,0,0,0
"CT",199709,0,0,1,0
"CT",199710,0,0,0,0
"CT",199711,0,0,0,2
"CT",199712,0,0,0,0
"CT",199801,0,0,0,4
"CT",199802,0,0,0,0
"CT",199803,0,0,0,0
"CT",199804,0,0,0,2
"CT",199805,0,0,0,2
"CT",199806,2,0,0,0
"CT",199807,0,0,0,0
"CT",199808,5,0,2,0
"CT",199809,3,0,1,1
"CT",199810,1,0,0,0
"CT",199811,1,0,5,1
"CT",199812,2,0,2,0
"CT",199901,5,7,9,10
"CT",199902,2,0,1,2
"CT",199903,0,0,1,0
"CT",199904,0,0,0,1
"CT",199905,7,0,1,1
"CT",199906,1,0,0,1
"CT",199907,15,2,5,9
"CT",199908,4,4,1,2
"CT",199909,0,0,0,0
"CT",199910,1,0,0,0
"CT",199911,0,0,0,2
"CT",199912,2,0,2,5
"CT",200001,4,1,2,1
"CT",200002,0,0,1,0
"CT",200003,0,0,1,0
"CT",200004,0,0,3,0
"CT",200005,0,0,0,0
"CT",200006,3,0,1,2
"CT",200007,1,0,0,0
"CT",200008,3,0,1,3
"CT",200009,3,0,0,1
"CT",200010,3,0,0,1
"CT",200011,0,0,1,0
"CT",200012,1,0,1,0
"CT",200101,2,0,0,2
"CT",200102,0,0,0,0
"CT",200103,0,0,0,2
"CT",200104,8,7,0,0
"CT",200105,2,3,1,7
"CT",200106,21,6,12,21
"CT",200107,4,1,0,2
"CT",200108,3,0,0,0
"CT",200109,8,2,0,0
"CT",200110,0,0,0,0
"CT",200111,3,1,0,4
"CT",200112,8,3,11,1
"CT",200201,5,5,0,4
"CT",200202,0,0,0,0
"CT",200203,0,0,0,0
"CT",200204,0,0,4,0
"CT",200205,0,0,1,0
"CT",200206,0,0,0,3
"CT",200207,0,0,0,1
"CT",200208,6,0,2,1
"CT",200209,1,0,0,0
"CT",200210,18,6,6,13
"CT",200211,13,8,6,17
"CT",200212,20,5,3,20
"CT",200301,14,7,3,9
"CT",200302,8,4,11,28
"CT",200303,31,1,9,30
"CT",200304,5,0,0,3
"CT",200305,1,0,0,6
"CT",200306,6,0,4,4
"CT",200307,0,2,1,8
"CT",200308,0,0,0,6
"CT",200309,1,1,0,3
"CT",200310,2,0,0,2
"CT",200311,1,2,0,2
"CT",200312,10,1,0,4
"CT",200401,1,0,0,0
"CT",200402,0,0,0,0
"CT",200403,14,3,3,9
"CT",200404,3,0,3,2
"CT",200405,1,0,0,1
"CT",200406,3,1,1,0
"CT",200407,0,0,0,0
"CT",200408,0,1,0,0
"CT",200409,0,0,0,0
"CT",200410,0,0,1,1
"CT",200411,0,0,0,2
"CT",200412,0,1,2,4
"CT",200501,0,0,0,0
"CT",200502,0,0,0,0
"CT",200503,0,0,0,0
"CT",200504,0,0,0,0
"CT",200505,0,0,0,0
"CT",200506,0,0,0,0
"CT",200507,1,0,0,0
"CT",200508,0,0,0,3
"CT",200509,0,0,0,0
"CT",200510,0,0,0,1
"CT",200511,0,0,0,0
"CT",200512,1,1,0,1
"CT",200601,0,0,1,0
"CT",200602,1,0,0,0
"CT",200603,0,0,2,4
"CT",200604,3,0,0,5
"CT",200605,2,3,1,6
"CT",200606,3,3,1,8
"CT",200607,1,0,2,2
"CT",200608,12,4,6,6
"CT",200609,0,0,0,2
"CT",200610,2,3,0,16
"CT",200611,22,4,8,56
"CT",200612,18,11,10,14
"CT",200701,13,2,5,10
"CT",200702,22,4,4,16
"CT",200703,8,6,2,17
"CT",200704,22,1,2,13
"CT",200705,24,17,0,10
"CT",200706,10,2,10,21
"CT",200707,1,0,1,3
"CT",200708,3,1,2,1
"CT",200709,1,0,2,4
"CT",200710,0,2,2,8
"CT",200711,2,0,4,3
"CT",200712,0,3,0,7
"CT",200801,5,1,0,3
"CT",200802,19,6,6,11
"CT",200803,11,3,2,22
"CT",200804,6,1,1,8
"CT",200805,6,0,7,6
"CT",200806,10,0,0,11
"CT",200807,6,2,0,0
"CT",200808,0,0,0,0
"CT",200809,9,3,8,20
"CT",200810,3,0,5,8
"CT",200811,11,0,4,17
"CT",200812,20,2,4,10
"CT",200901,23,4,11,37
"CT",200902,2,7,14,28
"CT",200903,20,6,2,14
"CT",200904,7,0,2,4
"CT",200905,5,1,2,3
"CT",200906,15,5,15,22
"CT",200907,10,0,5,3
"CT",200908,5,1,10,16
"CT",200909,11,5,2,21
"CT",200910,6,1,0,21
"CT",200911,7,9,6,34
"CT",200912,10,16,4,5
"CT",201001,5,2,1,14
"CT",201002,15,5,6,17
"CT",201003,4,0,5,19
"CT",201004,10,0,3,5
"CT",201005,9,4,1,18
"CT",201006,1,4,3,2
"CT",201007,3,3,0,8
"CT",201008,3,3,6,26
"CT",201009,2,1,1,9
"CT",201010,8,1,5,43
"CT",201011,8,4,6,31
"CT",201012,15,2,2,5
"CT",201101,27,4,0,5
"CT",201102,6,3,0,8
"CT",201103,3,0,0,1
"CT",201104,4,0,0,5
"CT",201105,2,0,0,5
"CT",201106,23,4,5,10
"CT",201107,2,3,2,2
"CT",201108,0,0,0,1
"CT",201109,10,1,0,2
"CT",201110,21,10,0,11
"CT",201111,5,0,0,4
"CT",201112,0,0,0,10
"CT",201201,5,1,5,4
"CT",201202,1,0,0,0
"CT",201203,17,3,3,12
"CT",201204,33,1,3,23
"CT",201205,4,0,2,20
"CT",201206,10,3,1,7
"CT",201207,8,0,0,5
"CT",201208,3,1,2,5
"CT",201209,9,9,0,22
"CT",201210,5,0,0,0
"CT",201211,4,8,3,6
"CT",201212,181,33,43,231
"CT",201301,229,34,98,179
"CT",201302,10,2,12,27
"CT",201303,212,32,102,263
"CT",201304,42,20,32,73
"CT",201305,17,2,9,42
"CT",201306,5,6,1,19
"CT",201307,12,3,10,12
"CT",201308,17,17,23,45
"CT",201309,16,8,26,39
"CT",201310,24,4,6,40
"CT",201311,25,28,30,83
"CT",201312,70,29,59,120
"CT",201401,41,30,20,51
"CT",201402,24,17,32,66
"CT",201403,20,16,12,22
"CT",201404,28,15,15,77
"CT",201405,26,2,21,63
"CT",201406,12,2,9,19
"CT",201407,24,5,26,31
"CT",201408,29,5,14,26
"CT",201409,15,2,17,39
"CT",201410,6,2,4,41
"CT",201411,33,29,15,46
"CT",201412,0,0,0,0
"EG",199001,0,0,0,1
"EG",199002,4,0,0,5
"EG",199003,2,0,2,0
"EG",199004,3,0,0,0
"EG",199005,3,0,0,2
"EG",199006,0,0,0,0
"EG",199007,0,0,0,0
"EG",199008,0,0,0,1
"EG",199009,3,1,0,2
"EG",199010,7,0,0,1
"EG",199011,4,0,0,0
"EG",199012,2,0,0,3
"EG",199101,0,0,2,0
"EG",199102,3,0,0,0
"EG",199103,0,1,0,0
"EG",199104,0,0,0,4
"EG",199105,0,0,0,0
"EG",199106,0,0,0,1
"EG",199107,0,0,0,0
"EG",199108,0,0,0,0
"EG",199109,0,0,0,2
"EG",199110,1,0,2,3
"EG",199111,0,0,0,2
"EG",199112,0,0,0,0
"EG",199201,1,0,0,0
"EG",199202,0,0,0,0
"EG",199203,0,0,0,1
"EG",199204,0,0,0,0
"EG",199205,2,0,0,1
"EG",199206,0,0,1,0
"EG",199207,0,2,0,0
"EG",199208,0,0,0,0
"EG",199209,0,0,0,2
"EG",199210,0,0,2,1
"EG",199211,0,0,0,3
"EG",199212,4,0,0,0
"EG",199301,1,0,3,1
"EG",199302,0,0,1,2
"EG",199303,0,0,0,2
"EG",199304,2,0,0,8
"EG",199305,2,1,0,2
"EG",199306,11,0,0,0
"EG",199307,6,0,0,4
"EG",199308,0,1,2,4
"EG",199309,2,0,0,11
"EG",199310,2,0,6,7
"EG",199311,0,0,2,10
"EG",199312,0,0,0,7
"EG",199401,0,0,0,0
"EG",199402,2,0,0,19
"EG",199403,0,0,1,7
"EG",199404,7,5,1,3
"EG",199405,0,3,1,2
"EG",199406,1,0,2,1
"EG",199407,2,0,1,1
"EG",199408,0,1,1,1
"EG",199409,2,0,0,5
"EG",199410,8,0,3,15
"EG",199411,1,1,0,4
"EG",199412,1,0,2,8
"EG",199501,2,4,3,18
"EG",199502,11,1,0,12
"EG",199503,6,0,0,9
"EG",199504,4,0,3,15
"EG",199505,1,0,1,1
"EG",199506,6,0,1,8
"EG",199507,5,2,0,4
"EG",199508,3,2,1,9
"EG",199509,6,1,1,7
"EG",199510,9,0,0,1
"EG",199511,16,1,4,18
"EG",199512,88,4,19,4
"EG",199601,9,1,4,2
"EG",199602,3,0,0,9
"EG",199603,12,2,8,12
"EG",199604,5,1,0,8
"EG",199605,4,2,1,3
"EG",199606,6,0,0,3
"EG",199607,10,2,2,3
"EG",199608,11,3,2,7
"EG",199609,4,1,2,10
"EG",199610,6,0,0,9
"EG",199611,0,0,0,5
"EG",199612,5,1,1,4
"EG",199701,9,1,1,7
"EG",199702,2,1,0,18
"EG",199703,1,0,0,2
"EG",199704,3,0,0,2
"EG",199705,5,0,2,0
"EG",199706,2,0,0,6
"EG",199707,0,0,0,5
"EG",199708,3,6,2,9
"EG",199709,6,0,0,7
"EG",199710,7,0,1,5
"EG",199711,23,0,5,12
"EG",199712,8,2,0,14
"EG",199801,27,0,3,4
"EG",199802,19,0,1,8
"EG",199803,8,0,2,6
"EG",199804,13,3,4,11
"EG",199805,11,0,1,7
"EG",199806,37,4,6,4
"EG",199807,8,0,1,0
"EG",199808,21,0,7,3
"EG",199809,4,0,4,2
"EG",199810,5,0,1,2
"EG",199811,4,0,3,1
"EG",199812,13,2,7,3
"EG",199901,2,0,0,1
"EG",199902,5,1,0,0
"EG",199903,4,0,5,3
"EG",199904,6,0,0,8
"EG",199905,0,0,0,3
"EG",199906,7,0,1,2
"EG",199907,25,0,1,7
"EG",199908,92,0,4,2
"EG",199909,24,0,1,1
"EG",199910,4,2,0,2
"EG",199911,1,0,1,0
"EG",199912,2,4,2,0
"EG",200001,7,0,2,2
"EG",200002,2,0,5,5
"EG",200003,3,1,2,0
"EG",200004,5,0,0,1
"EG",200005,12,0,2,3
"EG",200006,10,0,2,0
"EG",200007,5,0,3,0
"EG",200008,2,0,0,3
"EG",200009,5,0,1,2
"EG",200010,9,2,6,4
"EG",200011,6,3,3,2
"EG",200012,11,2,4,6
"EG",200101,16,1,3,4
"EG",200102,2,0,0,2
"EG",200103,3,4,0,2
"EG",200104,1,0,1,1
"EG",200105,29,0,1,6
"EG",200106,4,0,2,4
"EG",200107,6,1,1,4
"EG",200108,19,0,4,0
"EG",200109,8,0,4,1
"EG",200110,4,0,2,9
"EG",200111,3,0,1,10
"EG",200112,5,4,0,8
"EG",200201,13,3,2,3
"EG",200202,0,0,0,0
"EG",200203,4,2,6,7
"EG",200204,0,0,0,2
"EG",200205,2,1,2,2
"EG",200206,6,0,0,2
"EG",200207,8,0,2,1
"EG",200208,4,0,4,1
"EG",200209,2,0,0,3
"EG",200210,13,0,0,6
"EG",200211,76,7,14,7
"EG",200212,54,5,6,8
"EG",200301,95,11,20,14
"EG",200302,36,0,10,1
"EG",200303,8,0,2,0
"EG",200304,11,0,3,7
"EG",200305,20,0,8,2
"EG",200306,120,7,27,14
"EG",200307,22,2,2,2
"EG",200308,14,2,4,12
"EG",200309,37,2,4,7
"EG",200310,14,3,5,3
"EG",200311,79,1,1,1
"EG",200312,80,13,20,10
"EG",200401,15,0,1,4
"EG",200402,3,2,2,5
"EG",200403,16,1,3,3
"EG",200404,6,0,5,6
"EG",200405,9,0,0,3
"EG",200406,39,0,19,6
"EG",200407,10,1,1,16
"EG",200408,59,1,1,3
"EG",200409,42,2,5,9
"EG",200410,11,0,4,14
"EG",200411,13,1,7,8
"EG",200412,9,2,9,5
"EG",200501,14,0,5,6
"EG",200502,62,2,6,6
"EG",200503,37,2,11,12
"EG",200504,17,4,9,13
"EG",200505,54,4,24,16
"EG",200506,15,2,8,1
"EG",200507,36,4,10,40
"EG",200508,14,0,1,5
"EG",200509,13,3,6,10
"EG",200510,14,0,0,3
"EG",200511,18,0,5,3
"EG",200512,6,2,7,5
"EG",200601,28,3,11,4
"EG",200602,158,4,42,8
"EG",200603,16,4,8,2
"EG",200604,25,4,30,39
"EG",200605,32,0,17,28
"EG",200606,49,15,16,6
"EG",200607,40,7,13,4
"EG",200608,14,0,2,5
"EG",200609,32,5,10,7
"EG",200610,65,16,25,14
"EG",200611,109,6,27,15
"EG",200612,54,11,45,37
"EG",200701,46,12,9,28
"EG",200702,57,10,33,17
"EG",200703,35,7,16,9
"EG",200704,91,2,22,37
"EG",200705,146,4,21,45
"EG",200706,356,45,129,175
"EG",200707,83,21,72,43
"EG",200708,39,6,30,19
"EG",200709,26,8,8,16
"EG",200710,66,10,12,20
"EG",200711,30,9,17,11
"EG",200712,103,8,22,29
"EG",200801,435,60,138,135
"EG",200802,377,97,150,163
"EG",200803,296,35,83,62
"EG",200804,623,48,124,76
"EG",200805,332,45,56,70
"EG",200806,426,92,84,86
"EG",200807,227,33,50,56
"EG",200808,119,17,57,25
"EG",200809,146,11,63,37
"EG",200810,392,32,84,58
"EG",200811,264,30,114,101
"EG",200812,324,61,171,151
"EG",200901,1932,256,336,320
"EG",200902,1078,141,161,176
"EG",200903,394,38,125,72
"EG",200904,271,11,98,65
"EG",200905,173,27,68,80
"EG",200906,279,22,66,47
"EG",200907,205,22,68,63
"EG",200908,219,45,79,132
"EG",200909,297,27,44,36
"EG",200910,485,76,163,118
"EG",200911,213,41,44,63
"EG",200912,213,34,65,53
"EG",201001,277,22,123,80
"EG",201002,166,12,50,29
"EG",201003,42,1,12,4
"EG",201004,79,9,38,22
"EG",201005,49,11,23,16
"EG",201006,119,11,33,21
"EG",201007,65,9,20,22
"EG",201008,63,4,36,38
"EG",201009,184,25,39,63
"EG",201010,73,5,19,6
"EG",201011,62,14,21,22
"EG",201012,42,3,23,11
"EG",201101,240,35,163,231
"EG",201102,1012,189,514,381
"EG",201103,595,124,164,294
"EG",201104,542,87,132,209
"EG",201105,742,69,151,259
"EG",201106,387,58,193,157
"EG",201107,170,27,113,164
"EG",201108,501,81,122,319
"EG",201109,174,38,50,100
"EG",201110,518,152,82,98
"EG",201111,411,39,89,121
"EG",201112,426,59,60,103
"EG",201201,389,49,106,122
"EG",201202,274,37,101,62
"EG",201203,235,28,83,64
"EG",201204,194,34,59,48
"EG",201205,133,18,63,59
"EG",201206,367,41,87,125
"EG",201207,319,33,45,100
"EG",201208,275,56,188,184
"EG",201209,191,53,43,81
"EG",201210,136,7,31,51
"EG",201211,982,98,157,230
"EG",201212,213,45,64,70
"EG",201301,265,15,59,85
"EG",201302,137,13,53,73
"EG",201303,136,27,78,96
"EG",201304,43,6,21,24
"EG",201305,50,8,18,27
"EG",201306,205,32,148,65
"EG",201307,599,78,376,373
"EG",201308,319,73,257,303
"EG",201309,199,29,145,176
"EG",201310,198,35,72,213
"EG",201311,146,23,86,144
"EG",201312,111,14,101,154
"EG",201401,200,48,131,158
"EG",201402,111,13,87,126
"EG",201403,235,15,139,176
"EG",201404,137,43,54,123
"EG",201405,118,34,48,139
"EG",201406,108,16,51,54
"EG",201407,1729,240,805,408
"EG",201408,1537,169,523,427
"EG",201409,373,29,89,107
"EG",201410,154,31,47,100
"EG",201411,106,28,58,121
"EG",201412,0,0,0,0
"ER",199001,0,1,1,12
"ER",199002,5,3,2,15
"ER",199003,5,0,5,5
"ER",199004,4,3,4,10
"ER",199005,1,1,3,12
"ER",199006,6,2,2,4
"ER",199007,1,0,0,0
"ER",199008,3,0,0,0
"ER",199009,1,0,0,0
"ER",199010,1,0,0,2
"ER",199011,2,0,5,3
"ER",199012,2,0,0,2
"ER",199101,0,0,1,4
"ER",199102,1,0,1,3
"ER",199103,11,2,1,5
"ER",199104,9,3,1,2
"ER",199105,51,6,14,29
"ER",199106,11,1,4,3
"ER",199107,3,0,0,0
"ER",199108,1,0,0,1
"ER",199109,2,0,0,0
"ER",199110,0,0,0,0
"ER",199111,0,0,0,1
"ER",199112,0,0,0,0
"ER",199201,0,0,0,0
"ER",199202,0,0,0,0
"ER",199203,0,0,0,0
"ER",199204,0,0,0,0
"ER",199205,1,0,0,0
"ER",199206,0,0,0,0
"ER",199207,1,0,0,0
"ER",199208,0,0,0,0
"ER",199209,0,0,0,0
"ER",199210,0,0,0,0
"ER",199211,1,0,0,0
"ER",199212,0,0,1,0
"ER",199301,0,0,0,0
"ER",199302,0,0,0,0
"ER",199303,0,0,0,0
"ER",199304,2,6,0,5
"ER",199305,0,0,0,0
"ER",199306,0,0,0,0
"ER",199307,0,0,0,0
"ER",199308,0,0,0,0
"ER",199309,0,0,0,0
"ER",199310,0,0,0,0
"ER",199311,0,0,0,0
"ER",199312,0,0,0,0
"ER",199401,0,0,0,0
"ER",199402,0,0,0,0
"ER",199403,0,0,0,0
"ER",199404,0,0,0,0
"ER",199405,0,0,0,0
"ER",199406,0,0,0,0
"ER",199407,0,0,0,0
"ER",199408,0,0,0,0
"ER",199409,2,0,0,0
"ER",199410,0,0,0,0
"ER",199411,0,0,0,0
"ER",199412,0,0,0,2
"ER",199501,0,0,0,0
"ER",199502,0,0,0,0
"ER",199503,0,0,1,0
"ER",199504,0,0,0,0
"ER",199505,0,0,0,0
"ER",199506,0,0,0,0
"ER",199507,0,0,0,0
"ER",199508,1,0,0,0
"ER",199509,1,0,0,0
"ER",199510,0,0,0,0
"ER",199511,0,0,0,1
"ER",199512,0,0,0,0
"ER",199601,6,0,1,6
"ER",199602,0,0,0,0
"ER",199603,0,0,0,1
"ER",199604,2,0,0,0
"ER",199605,5,1,0,3
"ER",199606,3,1,0,0
"ER",199607,0,0,0,0
"ER",199608,0,0,0,0
"ER",199609,0,0,0,4
"ER",199610,0,1,0,4
"ER",199611,0,0,0,0
"ER",199612,11,0,0,0
"ER",199701,7,2,4,8
"ER",199702,1,3,2,0
"ER",199703,6,0,0,5
"ER",199704,0,0,1,8
"ER",199705,1,0,0,2
"ER",199706,1,0,2,3
"ER",199707,0,1,0,0
"ER",199708,1,0,0,0
"ER",199709,1,0,0,0
"ER",199710,0,0,0,2
"ER",199711,0,0,0,0
"ER",199712,1,0,0,1
"ER",199801,2,0,0,1
"ER",199802,0,0,0,4
"ER",199803,0,0,0,0
"ER",199804,1,0,0,0
"ER",199805,2,0,2,0
"ER",199806,3,2,3,9
"ER",199807,3,0,5,1
"ER",199808,0,0,0,2
"ER",199809,2,0,2,0
"ER",199810,2,1,1,2
"ER",199811,0,0,1,1
"ER",199812,1,0,2,4
"ER",199901,2,1,0,5
"ER",199902,4,0,0,1
"ER",199903,4,0,0,1
"ER",199904,3,1,10,0
"ER",199905,1,0,1,2
"ER",199906,7,0,2,1
"ER",199907,0,0,0,0
"ER",199908,3,0,0,6
"ER",199909,1,0,1,0
"ER",199910,0,2,0,0
"ER",199911,2,1,0,0
"ER",199912,1,0,0,2
"ER",200001,0,0,0,0
"ER",200002,5,0,0,1
"ER",200003,6,1,3,4
"ER",200004,0,0,0,0
"ER",200005,10,0,0,4
"ER",200006,4,0,3,0
"ER",200007,8,0,9,1
"ER",200008,4,1,0,0
"ER",200009,2,0,0,1
"ER",200010,1,0,0,1
"ER",200011,2,0,0,1
"ER",200012,0,0,0,0
"ER",200101,1,0,0,0
"ER",200102,0,0,0,1
"ER",200103,1,0,0,0
"ER",200104,0,0,0,1
"ER",200105,0,0,0,0
"ER",200106,0,1,0,0
"ER",200107,2,0,1,0
"ER",200108,0,0,2,0
"ER",200109,0,0,0,3
"ER",200110,3,0,1,0
"ER",200111,1,0,0,0
"ER",200112,0,0,1,0
"ER",200201,0,0,0,0
"ER",200202,1,0,0,0
"ER",200203,2,0,0,0
"ER",200204,1,3,0,1
"ER",200205,1,0,0,1
"ER",200206,1,0,0,0
"ER",200207,3,0,0,0
"ER",200208,2,0,0,0
"ER",200209,4,0,0,2
"ER",200210,9,9,4,2
"ER",200211,2,1,4,0
"ER",200212,3,0,3,0
"ER",200301,0,0,0,0
"ER",200302,0,0,0,0
"ER",200303,0,0,0,0
"ER",200304,0,0,1,1
"ER",200305,14,3,2,1
"ER",200306,2,0,0,0
"ER",200307,0,0,0,0
"ER",200308,0,0,0,3
"ER",200309,0,0,0,0
"ER",200310,2,0,0,1
"ER",200311,0,0,0,0
"ER",200312,1,1,1,0
"ER",200401,3,0,0,0
"ER",200402,0,0,1,0
"ER",200403,0,0,0,0
"ER",200404,11,0,0,1
"ER",200405,4,0,0,0
"ER",200406,1,0,0,0
"ER",200407,8,0,1,0
"ER",200408,3,1,1,0
"ER",200409,2,0,0,0
"ER",200410,2,0,1,0
"ER",200411,6,1,0,3
"ER",200412,0,0,0,0
"ER",200501,2,0,0,1
"ER",200502,3,0,0,0
"ER",200503,10,0,0,1
"ER",200504,3,0,0,0
"ER",200505,2,0,2,0
"ER",200506,10,3,5,2
"ER",200507,0,0,0,0
"ER",200508,3,0,0,0
"ER",200509,0,0,0,0
"ER",200510,1,0,0,0
"ER",200511,0,0,1,0
"ER",200512,2,0,1,1
"ER",200601,0,0,1,0
"ER",200602,2,0,1,1
"ER",200603,1,0,0,0
"ER",200604,1,0,0,0
"ER",200605,8,2,0,1
"ER",200606,20,1,5,0
"ER",200607,9,0,0,1
"ER",200608,1,0,0,0
"ER",200609,2,4,1,2
"ER",200610,25,1,0,0
"ER",200611,4,1,2,0
"ER",200612,3,0,0,1
"ER",200701,1,0,0,2
"ER",200702,2,1,0,0
"ER",200703,0,4,3,1
"ER",200704,20,4,16,11
"ER",200705,5,4,0,0
"ER",200706,5,0,7,0
"ER",200707,20,1,0,0
"ER",200708,6,0,4,6
"ER",200709,22,0,3,1
"ER",200710,4,2,6,5
"ER",200711,3,0,0,11
"ER",200712,0,1,1,0
"ER",200801,0,0,1,0
"ER",200802,1,1,1,0
"ER",200803,1,0,0,2
"ER",200804,0,2,1,6
"ER",200805,4,0,3,3
"ER",200806,7,1,3,6
"ER",200807,2,2,0,4
"ER",200808,0,2,0,1
"ER",200809,3,0,0,4
"ER",200810,1,2,0,0
"ER",200811,1,0,2,5
"ER",200812,1,1,0,4
"ER",200901,1,0,5,4
"ER",200902,8,0,3,0
"ER",200903,11,0,0,2
"ER",200904,1,0,0,0
"ER",200905,27,1,6,21
"ER",200906,6,0,0,3
"ER",200907,1,0,3,3
"ER",200908,0,1,6,3
"ER",200909,2,0,0,1
"ER",200910,0,0,4,0
"ER",200911,36,0,5,2
"ER",200912,1,1,10,5
"ER",201001,0,1,0,8
"ER",201002,1,2,4,7
"ER",201003,4,2,0,0
"ER",201004,7,0,12,7
"ER",201005,3,0,0,3
"ER",201006,3,0,2,0
"ER",201007,1,0,0,0
"ER",201008,0,1,2,1
"ER",201009,0,0,2,4
"ER",201010,2,0,0,0
"ER",201011,1,0,0,0
"ER",201012,2,0,1,0
"ER",201101,6,0,2,0
"ER",201102,7,0,10,4
"ER",201103,3,1,2,7
"ER",201104,5,0,0,4
"ER",201105,6,0,1,0
"ER",201106,0,0,1,0
"ER",201107,0,0,4,1
"ER",201108,3,0,0,3
"ER",201109,0,1,0,0
"ER",201110,1,0,1,1
"ER",201111,0,0,6,3
"ER",201112,0,0,0,1
"ER",201201,2,4,5,3
"ER",201202,2,0,1,1
"ER",201203,6,6,5,4
"ER",201204,0,0,1,1
"ER",201205,0,0,1,0
"ER",201206,0,0,0,0
"ER",201207,3,0,0,0
"ER",201208,4,0,0,3
"ER",201209,0,2,0,0
"ER",201210,0,0,0,1
"ER",201211,0,0,0,0
"ER",201212,0,0,0,0
"ER",201301,13,1,2,0
"ER",201302,0,0,0,0
"ER",201303,0,0,0,0
"ER",201304,0,0,0,0
"ER",201305,0,1,0,3
"ER",201306,0,0,0,0
"ER",201307,0,0,0,2
"ER",201308,0,0,0,2
"ER",201309,0,0,0,0
"ER",201310,2,1,0,1
"ER",201311,1,2,0,1
"ER",201312,0,0,0,0
"ER",201401,2,0,0,2
"ER",201402,2,1,0,3
"ER",201403,9,1,2,2
"ER",201404,1,0,1,2
"ER",201405,0,0,2,0
"ER",201406,0,0,0,0
"ER",201407,6,1,0,0
"ER",201408,2,0,0,2
"ER",201409,5,0,0,1
"ER",201410,0,0,0,0
"ER",201411,3,0,0,2
"ER",201412,0,0,0,0
"ET",199001,10,1,2,14
"ET",199002,11,1,0,2
"ET",199003,9,1,2,4
"ET",199004,10,0,6,8
"ET",199005,6,3,1,9
"ET",199006,10,0,3,8
"ET",199007,6,0,0,5
"ET",199008,2,0,0,0
"ET",199009,1,0,1,4
"ET",199010,0,0,2,6
"ET",199011,2,0,0,3
"ET",199012,5,0,0,0
"ET",199101,0,1,2,5
"ET",199102,11,2,4,8
"ET",199103,3,0,2,29
"ET",199104,7,8,6,6
"ET",199105,118,26,49,84
"ET",199106,10,7,3,15
"ET",199107,6,0,1,2
"ET",199108,6,1,0,2
"ET",199109,1,0,3,0
"ET",199110,5,2,0,1
"ET",199111,6,0,0,3
"ET",199112,0,0,2,1
"ET",199201,2,0,1,1
"ET",199202,2,0,0,0
"ET",199203,2,1,1,0
"ET",199204,4,3,2,8
"ET",199205,5,0,1,3
"ET",199206,5,2,1,3
"ET",199207,1,1,0,0
"ET",199208,3,0,0,0
"ET",199209,2,0,0,0
"ET",199210,0,0,0,0
"ET",199211,0,0,0,1
"ET",199212,2,0,0,0
"ET",199301,2,0,0,0
"ET",199302,4,1,2,1
"ET",199303,0,0,0,0
"ET",199304,2,0,0,0
"ET",199305,2,1,1,0
"ET",199306,0,0,0,0
"ET",199307,0,0,0,0
"ET",199308,0,0,0,0
"ET",199309,1,0,0,0
"ET",199310,0,0,0,0
"ET",199311,0,0,0,0
"ET",199312,0,0,0,0
"ET",199401,0,0,1,2
"ET",199402,0,0,1,0
"ET",199403,0,0,3,0
"ET",199404,1,0,0,0
"ET",199405,0,0,0,2
"ET",199406,0,0,0,1
"ET",199407,0,0,0,0
"ET",199408,0,0,0,0
"ET",199409,0,0,0,0
"ET",199410,0,0,0,0
"ET",199411,2,0,0,0
"ET",199412,1,0,0,1
"ET",199501,0,0,0,0
"ET",199502,3,0,0,1
"ET",199503,0,1,0,0
"ET",199504,0,0,0,0
"ET",199505,0,0,0,0
"ET",199506,0,0,0,2
"ET",199507,0,1,0,0
"ET",199508,3,0,0,0
"ET",199509,0,0,0,2
"ET",199510,0,0,0,0
"ET",199511,0,0,0,1
"ET",199512,0,0,0,3
"ET",199601,2,0,0,0
"ET",199602,2,0,0,0
"ET",199603,1,1,0,6
"ET",199604,2,0,0,1
"ET",199605,1,0,1,0
"ET",199606,0,0,0,0
"ET",199607,0,0,0,5
"ET",199608,1,0,0,1
"ET",199609,1,0,0,2
"ET",199610,3,1,1,0
"ET",199611,1,0,3,0
"ET",199612,0,0,0,4
"ET",199701,10,2,4,15
"ET",199702,4,2,0,0
"ET",199703,0,1,0,16
"ET",199704,6,2,2,6
"ET",199705,5,2,3,1
