"Code","MonthYear","VC","MC","VV","MV"
"CD",199204,2,1,0,0
"CD",199205,0,0,0,0
"CD",199206,0,0,0,1
"CD",199207,0,1,0,0
"CD",199208,0,0,0,0
"CD",199209,3,0,0,2
"CD",199210,0,0,0,0
"CD",199211,2,0,0,2
"CD",199212,0,0,0,0
"CD",199301,0,0,0,0
"CD",199302,0,0,0,1
"CD",199303,0,0,0,0
"CD",199304,0,0,0,0
"CD",199305,0,0,0,3
"CD",199306,0,0,0,2
"CD",199307,0,0,0,0
"CD",199308,9,0,4,0
"CD",199309,0,0,0,2
"CD",199310,3,1,0,0
"CD",199311,1,0,0,0
"CD",199312,0,0,0,0
"CD",199401,0,0,0,3
"CD",199402,0,0,0,3
"CD",199403,0,0,0,0
"CD",199404,1,2,0,4
"CD",199405,1,0,0,0
"CD",199406,4,2,1,2
"CD",199407,0,0,0,0
"CD",199408,2,0,0,0
"CD",199409,0,0,0,0
"CD",199410,0,0,0,0
"CD",199411,0,0,0,0
"CD",199412,0,0,2,1
"CD",199501,0,0,1,0
"CD",199502,0,0,0,0
"CD",199503,1,1,0,0
"CD",199504,1,0,0,0
"CD",199505,0,0,0,1
"CD",199506,0,0,0,0
"CD",199507,0,0,0,4
"CD",199508,2,0,0,0
"CD",199509,0,0,0,2
"CD",199510,0,0,0,0
"CD",199511,1,0,0,0
"CD",199512,3,0,0,0
"CD",199601,2,0,0,0
"CD",199602,2,1,0,0
"CD",199603,0,0,0,0
"CD",199604,0,0,0,0
"CD",199605,0,0,2,0
"CD",199606,0,0,0,0
"CD",199607,0,0,0,0
"CD",199608,0,0,0,0
"CD",199609,0,0,0,0
"CD",199610,1,0,0,0
"CD",199611,0,0,0,0
"CD",199612,1,0,2,0
"CD",199701,4,1,0,2
"CD",199702,0,0,1,0
"CD",199703,6,0,0,1
"CD",199704,0,0,0,0
"CD",199705,3,0,0,1
"CD",199706,0,0,0,0
"CD",199707,2,0,0,0
"CD",199708,2,0,0,0
"CD",199709,0,0,1,0
"CD",199710,4,0,0,0
"CD",199711,0,1,0,5
"CD",199712,0,0,0,3
"CD",199801,0,0,0,1
"CD",199802,4,0,0,2
"CD",199803,3,0,0,5
"CD",199804,0,0,0,0
"CD",199805,2,2,0,0
"CD",199806,0,0,0,0
"CD",199807,0,0,0,0
"CD",199808,0,1,0,1
"CD",199809,2,0,1,0
"CD",199810,8,1,3,19
"CD",199811,3,2,5,14
"CD",199812,1,0,0,0
"CD",199901,7,1,3,0
"CD",199902,10,3,3,10
"CD",199903,12,2,3,7
"CD",199904,10,2,3,3
"CD",199905,6,3,2,1
"CD",199906,3,0,0,4
"CD",199907,1,0,3,0
"CD",199908,4,0,0,0
"CD",199909,0,0,0,0
"CD",199910,0,0,0,0
"CD",199911,1,0,0,11
"CD",199912,6,0,1,15
"CD",200001,4,0,1,2
"CD",200002,4,0,4,5
"CD",200003,4,0,2,3
"CD",200004,8,0,1,3
"CD",200005,1,0,3,6
"CD",200006,1,0,0,1
"CD",200007,8,0,5,10
"CD",200008,0,0,3,5
"CD",200009,6,1,0,0
"CD",200010,3,2,0,4
"CD",200011,4,0,3,1
"CD",200012,4,1,0,13
"CD",200101,3,1,2,3
"CD",200102,2,0,0,0
"CD",200103,3,1,3,4
"CD",200104,0,0,2,0
"CD",200105,0,0,0,3
"CD",200106,2,0,1,2
"CD",200107,3,0,0,0
"CD",200108,0,0,0,0
"CD",200109,0,0,0,0
"CD",200110,0,0,0,0
"CD",200111,1,3,0,7
"CD",200112,16,3,2,1
"CD",200201,23,1,0,3
"CD",200202,0,0,0,0
"CD",200203,0,0,0,0
"CD",200204,6,1,4,3
"CD",200205,2,0,2,6
"CD",200206,8,1,0,1
"CD",200207,2,2,2,0
"CD",200208,1,1,8,6
"CD",200209,4,0,0,1
"CD",200210,29,3,2,14
"CD",200211,6,1,0,4
"CD",200212,8,2,1,1
"CD",200301,10,0,0,3
"CD",200302,1,1,6,5
"CD",200303,12,5,12,8
"CD",200304,9,0,0,4
"CD",200305,1,0,0,1
"CD",200306,1,0,0,1
"CD",200307,4,0,1,15
"CD",200308,0,0,1,4
"CD",200309,12,5,9,13
"CD",200310,6,4,11,2
"CD",200311,5,6,4,5
"CD",200312,26,1,7,4
"CD",200401,3,2,14,0
"CD",200402,26,8,13,5
"CD",200403,10,2,2,3
"CD",200404,51,4,3,3
"CD",200405,16,1,6,1
"CD",200406,5,1,1,15
"CD",200407,17,8,13,13
"CD",200408,18,3,6,7
"CD",200409,8,2,2,6
"CD",200410,4,2,1,4
"CD",200411,3,0,0,8
"CD",200412,14,0,5,2
"CD",200501,1,0,2,1
"CD",200502,3,2,0,2
"CD",200503,2,0,4,2
"CD",200504,5,2,2,0
"CD",200505,2,0,0,0
"CD",200506,14,2,10,7
"CD",200507,2,0,2,0
"CD",200508,10,0,2,1
"CD",200509,3,1,1,1
"CD",200510,2,0,0,3
"CD",200511,4,0,3,13
"CD",200512,13,0,4,13
"CD",200601,2,3,4,12
"CD",200602,11,0,0,5
"CD",200603,30,0,15,18
"CD",200604,64,12,31,146
"CD",200605,20,3,4,27
"CD",200606,8,1,3,34
"CD",200607,14,2,1,23
"CD",200608,2,5,7,10
"CD",200609,1,0,2,9
"CD",200610,27,8,18,79
"CD",200611,48,17,16,70
"CD",200612,54,11,19,113
"CD",200701,20,5,12,28
"CD",200702,20,1,2,52
"CD",200703,18,0,2,20
"CD",200704,14,1,12,49
"CD",200705,9,1,4,5
"CD",200706,35,0,4,11
"CD",200707,8,1,10,12
"CD",200708,7,6,4,6
"CD",200709,23,2,6,18
"CD",200710,70,6,12,37
"CD",200711,36,2,26,54
"CD",200712,55,7,13,64
"CD",200801,11,3,10,36
"CD",200802,368,106,220,458
"CD",200803,49,7,27,59
"CD",200804,6,2,7,30
"CD",200805,25,6,25,57
"CD",200806,91,7,37,152
"CD",200807,17,2,4,29
"CD",200808,4,0,3,24
"CD",200809,2,0,3,11
"CD",200810,4,0,2,4
"CD",200811,9,2,7,5
"CD",200812,1,3,3,10
"CD",200901,21,8,3,4
"CD",200902,21,5,5,16
"CD",200903,6,2,1,15
"CD",200904,8,0,4,7
"CD",200905,125,35,50,193
"CD",200906,17,0,11,17
"CD",200907,16,3,11,28
"CD",200908,6,0,0,2
"CD",200909,2,0,2,4
"CD",200910,16,1,3,6
"CD",200911,2,0,0,3
"CD",200912,11,1,1,10
"CD",201001,16,3,0,9
"CD",201002,56,6,22,8
"CD",201003,3,0,1,0
"CD",201004,19,1,7,13
"CD",201005,4,5,3,10
"CD",201006,10,0,1,1
"CD",201007,21,2,2,0
"CD",201008,10,0,2,6
"CD",201009,5,2,1,3
"CD",201010,4,5,0,0
"CD",201011,14,0,2,11
"CD",201012,6,1,1,4
"CD",201101,1,0,1,3
"CD",201102,1,1,0,9
"CD",201103,9,4,5,10
"CD",201104,26,0,5,22
"CD",201105,4,0,1,5
"CD",201106,10,1,0,1
"CD",201107,4,0,3,3
"CD",201108,10,0,2,2
"CD",201109,14,2,2,5
"CD",201110,2,2,0,1
"CD",201111,1,0,2,0
"CD",201112,3,0,6,2
"CD",201201,0,0,1,3
"CD",201202,3,0,0,8
"CD",201203,2,0,1,6
"CD",201204,1,1,0,0
"CD",201205,0,0,0,1
"CD",201206,4,0,0,0
"CD",201207,2,0,0,0
"CD",201208,1,0,0,1
"CD",201209,3,13,0,1
"CD",201210,10,0,0,0
"CD",201211,1,0,0,1
"CD",201212,26,2,17,46
"CD",201301,39,4,10,16
"CD",201302,9,5,2,20
"CD",201303,10,4,12,28
"CD",201304,25,2,6,14
"CD",201305,18,2,5,21
"CD",201306,0,4,0,4
"CD",201307,3,0,4,1
"CD",201308,2,0,2,4
"CD",201309,0,0,0,2
"CD",201310,4,9,0,12
"CD",201311,9,1,18,25
"CD",201312,14,12,13,30
"CD",201401,13,11,10,5
"CD",201402,20,3,5,9
"CD",201403,6,3,11,13
"CD",201404,6,1,13,8
"CD",201405,10,2,2,8
"CD",201406,4,2,4,5
"CD",201407,7,1,4,13
"CD",201408,6,2,0,1
"CD",201409,17,2,2,5
"CD",201410,12,2,5,6
"CD",201411,16,1,12,23
"CD",201412,0,0,0,0
"CF",199001,0,0,0,0
"CF",199002,0,0,0,0
"CF",199003,0,0,0,0
"CF",199004,0,0,0,0
"CF",199005,0,0,0,0
"CF",199006,0,0,0,0
"CF",199007,0,0,0,0
"CF",199008,0,0,0,0
"CF",199009,0,0,0,0
"CF",199010,0,0,0,0
"CF",199011,0,0,0,0
"CF",199012,0,0,0,0
"CF",199101,0,0,0,0
"CF",199102,0,0,0,0
"CF",199103,0,0,0,0
"CF",199104,0,0,0,0
"CF",199105,0,0,0,0
"CF",199106,0,0,0,0
"CF",199107,0,0,0,0
"CF",199108,0,0,0,0
"CF",199109,0,0,0,0
"CF",199110,0,0,0,0
"CF",199111,0,0,0,0
"CF",199112,0,0,0,0
"CF",199201,0,0,1,0
"CF",199202,0,0,0,0
"CF",199203,0,0,0,0
"CF",199204,0,0,0,0
"CF",199205,0,0,0,0
"CF",199206,0,0,0,0
"CF",199207,0,0,0,0
"CF",199208,0,0,0,0
"CF",199209,0,0,0,0
"CF",199210,0,0,0,0
"CF",199211,0,0,0,0
"CF",199212,1,0,0,0
"CF",199301,0,0,0,0
"CF",199302,0,0,0,0
"CF",199303,0,0,0,0
"CF",199304,0,0,0,0
"CF",199305,0,0,0,0
"CF",199306,0,0,0,0
"CF",199307,0,0,0,3
"CF",199308,0,0,0,0
"CF",199309,0,0,0,0
"CF",199310,0,0,0,0
"CF",199311,0,0,0,0
"CF",199312,0,0,0,0
"CF",199401,1,0,0,1
"CF",199402,0,0,0,3
"CF",199403,0,0,0,0
"CF",199404,0,0,0,0
"CF",199405,0,0,0,0
"CF",199406,0,0,0,0
"CF",199407,0,0,0,0
"CF",199408,0,0,0,0
"CF",199409,0,0,0,0
"CF",199410,0,0,0,0
"CF",199411,0,0,0,0
"CF",199412,0,0,0,0
"CF",199501,0,0,0,0
"CF",199502,0,0,0,0
"CF",199503,1,0,0,1
"CF",199504,0,0,0,0
"CF",199505,0,0,0,0
"CF",199506,0,0,0,0
"CF",199507,0,0,0,0
"CF",199508,0,0,0,0
"CF",199509,1,0,0,0
"CF",199510,0,2,0,0
"CF",199511,1,0,0,0
"CF",199512,0,0,0,0
"CF",199601,0,0,0,0
"CF",199602,4,1,2,4
"CF",199603,0,0,0,0
"CF",199604,0,0,0,0
"CF",199605,1,0,0,0
"CF",199606,0,0,2,0
"CF",199607,0,0,0,0
"CF",199608,0,0,0,0
"CF",199609,0,0,1,1
"CF",199610,0,0,0,0
"CF",199611,1,0,0,0
"CF",199612,4,0,0,2
"CF",199701,0,0,0,0
"CF",199702,3,1,0,0
"CF",199703,1,0,1,1
"CF",199704,4,0,0,0
"CF",199705,27,2,3,9
"CF",199706,7,2,4,3
"CF",199707,11,3,4,6
"CF",199708,2,2,0,8
"CF",199709,0,2,1,0
"CF",199710,3,0,0,8
"CF",199711,1,0,0,2
"CF",199712,2,0,0,4
"CF",199801,1,0,0,0
"CF",199802,0,0,0,0
"CF",199803,0,0,1,5
"CF",199804,1,0,0,1
"CF",199805,0,0,0,1
"CF",199806,0,0,0,2
"CF",199807,0,0,0,0
"CF",199808,7,4,6,12
"CF",199809,2,1,8,17
"CF",199810,9,0,2,1
"CF",199811,2,0,0,3
"CF",199812,5,0,4,9
"CF",199901,22,6,13,20
"CF",199902,5,0,0,13
"CF",199903,0,3,0,3
"CF",199904,1,0,2,10
"CF",199905,5,0,1,12
"CF",199906,8,1,1,10
"CF",199907,13,3,6,11
"CF",199908,3,2,4,4
"CF",199909,4,0,0,2
"CF",199910,5,0,3,3
"CF",199911,8,0,6,0
"CF",199912,0,0,0,3
"CF",200001,9,3,3,9
"CF",200002,9,3,15,8
"CF",200003,0,0,0,1
"CF",200004,1,1,3,0
"CF",200005,2,0,0,4
"CF",200006,0,0,0,0
"CF",200007,2,0,1,0
"CF",200008,1,2,1,4
"CF",200009,1,0,1,1
"CF",200010,5,2,0,1
"CF",200011,2,0,1,3
"CF",200012,6,1,1,1
"CF",200101,3,3,1,4
"CF",200102,7,0,1,1
"CF",200103,4,0,0,0
"CF",200104,1,0,0,2
"CF",200105,0,0,1,0
"CF",200106,0,0,0,0
"CF",200107,1,0,0,0
"CF",200108,0,0,0,0
"CF",200109,1,0,0,0
"CF",200110,3,0,0,1
"CF",200111,0,0,0,1
"CF",200112,3,0,0,0
"CF",200201,2,0,0,0
"CF",200202,6,0,1,2
"CF",200203,1,0,0,2
"CF",200204,3,0,0,22
"CF",200205,1,0,0,7
"CF",200206,6,0,3,27
"CF",200207,0,0,0,2
"CF",200208,2,0,0,17
"CF",200209,0,0,0,1
"CF",200210,0,0,0,2
"CF",200211,3,0,3,3
"CF",200212,0,5,1,1
"CF",200301,3,3,5,11
"CF",200302,0,0,4,1
"CF",200303,5,1,0,1
"CF",200304,10,7,0,0
"CF",200305,2,1,0,1
"CF",200306,0,0,0,3
"CF",200307,7,1,1,0
"CF",200308,0,0,0,0
"CF",200309,3,0,0,2
"CF",200310,3,2,0,0
"CF",200311,1,0,0,1
"CF",200312,2,0,0,1
"CF",200401,0,0,0,2
"CF",200402,0,0,0,0
"CF",200403,2,0,2,6
"CF",200404,0,0,0,0
"CF",200405,0,0,0,0
"CF",200406,1,0,0,0
"CF",200407,0,0,0,1
"CF",200408,0,0,0,0
"CF",200409,0,0,2,0
"CF",200410,1,0,2,1
"CF",200411,0,1,2,2
"CF",200412,3,1,0,0
"CF",200501,4,0,0,1
"CF",200502,0,0,0,2
"CF",200503,0,0,0,0
"CF",200504,0,0,3,2
"CF",200505,0,0,0,0
"CF",200506,0,0,0,0
"CF",200507,0,0,0,0
"CF",200508,0,0,1,0
"CF",200509,2,0,2,1
"CF",200510,4,1,1,6
"CF",200511,2,1,0,2
"CF",200512,0,0,0,0
"CF",200601,1,0,0,2
"CF",200602,1,0,0,1
"CF",200603,1,1,0,2
"CF",200604,4,2,1,3
"CF",200605,3,0,1,0
"CF",200606,7,1,0,3
"CF",200607,9,0,4,6
"CF",200608,11,2,4,5
"CF",200609,4,2,0,3
"CF",200610,2,1,5,10
"CF",200611,4,0,0,15
"CF",200612,3,0,1,3
"CF",200701,2,0,4,4
"CF",200702,6,0,4,0
"CF",200703,2,1,3,9
"CF",200704,10,2,4,2
"CF",200705,6,0,3,8
"CF",200706,5,1,0,3
"CF",200707,9,0,0,1
"CF",200708,1,1,2,1
"CF",200709,11,3,1,6
"CF",200710,6,1,15,8
"CF",200711,4,3,1,1
"CF",200712,9,1,3,14
"CF",200801,27,9,4,12
"CF",200802,18,1,1,9
"CF",200803,7,0,2,7
"CF",200804,8,0,1,2
"CF",200805,8,1,0,5
"CF",200806,6,0,3,4
"CF",200807,4,1,5,3
"CF",200808,6,3,0,14
"CF",200809,3,3,2,9
"CF",200810,19,3,9,27
"CF",200811,28,6,17,39
"CF",200812,13,2,13,16
"CF",200901,9,3,9,14
"CF",200902,6,0,3,13
"CF",200903,13,3,1,13
"CF",200904,2,1,5,5
"CF",200905,4,1,4,2
"CF",200906,1,0,0,2
"CF",200907,0,1,1,15
"CF",200908,2,3,1,10
"CF",200909,8,1,4,6
"CF",200910,9,2,3,8
"CF",200911,6,6,3,9
"CF",200912,9,1,5,15
"CF",201001,7,3,1,14
"CF",201002,0,0,2,12
"CF",201003,4,2,3,8
"CF",201004,4,1,5,25
"CF",201005,1,4,1,7
"CF",201006,0,0,3,2
"CF",201007,2,1,0,3
"CF",201008,4,5,5,18
"CF",201009,11,3,4,8
"CF",201010,4,4,3,7
"CF",201011,12,0,0,3
"CF",201012,2,4,0,6
"CF",201101,4,4,0,5
"CF",201102,1,0,1,5
"CF",201103,5,2,0,0
"CF",201104,1,0,2,0
"CF",201105,0,1,1,2
"CF",201106,6,0,0,4
"CF",201107,2,4,4,3
"CF",201108,0,2,0,4
"CF",201109,4,1,0,3
"CF",201110,2,0,0,3
"CF",201111,1,0,3,12
"CF",201112,4,1,1,1
"CF",201201,2,0,3,3
"CF",201202,3,0,1,1
"CF",201203,12,1,2,23
"CF",201204,5,0,0,6
"CF",201205,5,1,9,13
"CF",201206,6,3,10,7
"CF",201207,7,6,14,33
"CF",201208,19,7,10,11
"CF",201209,4,2,10,5
"CF",201210,10,1,9,16
"CF",201211,258,139,151,217
"CF",201212,200,98,91,66
"CF",201301,70,20,25,18
"CF",201302,31,10,39,44
"CF",201303,81,39,46,80
"CF",201304,4,5,7,8
"CF",201305,29,17,21,60
"CF",201306,8,5,9,14
"CF",201307,42,17,33,114
"CF",201308,57,42,42,131
"CF",201309,66,17,27,57
"CF",201310,48,14,38,125
"CF",201311,163,89,38,75
"CF",201312,67,16,20,45
"CF",201401,15,2,1,47
"CF",201402,10,14,6,18
"CF",201403,5,13,8,38
"CF",201404,7,1,4,17
"CF",201405,10,8,1,9
"CF",201406,3,1,1,9
"CF",201407,16,10,2,51
"CF",201408,6,3,5,9
"CF",201409,8,2,8,6
"CF",201410,10,11,8,39
"CF",201411,12,4,5,28
"CF",201412,0,0,0,0
"CG",199001,0,0,0,0
"CG",199002,0,0,0,0
"CG",199003,1,0,0,0
"CG",199004,0,0,0,0
"CG",199005,0,0,0,0
"CG",199006,0,0,0,0
"CG",199007,0,0,0,0
"CG",199008,0,0,0,0
"CG",199009,0,0,0,0
"CG",199010,2,3,0,0
"CG",199011,0,0,0,2
"CG",199012,0,0,0,0
"CG",199101,0,0,0,0
"CG",199102,0,0,2,1
"CG",199103,1,0,0,0
"CG",199104,0,0,0,0
"CG",199105,0,1,0,0
"CG",199106,0,0,0,0
"CG",199107,0,0,0,0
"CG",199108,0,0,0,0
"CG",199109,0,0,0,0
"CG",199110,3,0,0,2
"CG",199111,0,0,0,0
"CG",199112,0,0,0,0
"CG",199201,2,0,1,1
"CG",199202,0,0,0,0
"CG",199203,0,0,0,0
"CG",199204,0,0,0,0
"CG",199205,0,0,0,0
"CG",199206,0,0,0,0
"CG",199207,0,0,0,0
"CG",199208,0,0,0,0
"CG",199209,4,0,0,0
"CG",199210,0,0,0,0
"CG",199211,0,0,0,0
"CG",199212,0,0,0,0
"CG",199301,0,0,0,0
"CG",199302,0,0,0,0
"CG",199303,0,0,0,0
"CG",199304,0,0,0,0
"CG",199305,0,0,0,1
"CG",199306,0,0,0,0
"CG",199307,1,0,0,0
"CG",199308,0,0,0,0
"CG",199309,0,0,0,0
"CG",199310,0,0,0,0
"CG",199311,0,0,0,0
"CG",199312,0,0,0,1
"CG",199401,1,0,0,2
"CG",199402,0,0,4,0
"CG",199403,0,0,0,0
"CG",199404,0,0,0,0
"CG",199405,0,0,0,0
"CG",199406,0,0,0,0
"CG",199407,1,0,0,1
"CG",199408,0,0,0,0
"CG",199409,0,1,0,0
"CG",199410,0,0,0,0
"CG",199411,0,0,0,0
"CG",199412,0,0,0,0
"CG",199501,0,0,0,0
"CG",199502,2,0,0,0
"CG",199503,0,0,0,0
"CG",199504,0,0,0,0
"CG",199505,0,0,0,0
"CG",199506,0,0,0,0
"CG",199507,0,0,0,0
"CG",199508,0,0,0,0
"CG",199509,0,0,0,0
"CG",199510,0,0,0,0
"CG",199511,0,0,0,0
"CG",199512,0,0,0,0
"CG",199601,0,0,0,3
"CG",199602,1,0,0,6
"CG",199603,1,0,0,1
"CG",199604,1,0,1,0
"CG",199605,0,0,0,0
"CG",199606,0,0,0,0
"CG",199607,4,0,0,0
"CG",199608,0,0,0,1
"CG",199609,1,0,0,1
"CG",199610,3,0,4,26
"CG",199611,63,21,15,67
"CG",199612,54,16,24,87
"CG",199701,33,6,7,45
"CG",199702,109,14,52,88
"CG",199703,269,37,76,144
"CG",199704,394,45,108,216
"CG",199705,332,81,91,196
"CG",199706,10,1,4,6
"CG",199707,2,0,2,3
"CG",199708,13,1,2,9
"CG",199709,3,0,1,0
"CG",199710,6,2,1,2
"CG",199711,0,2,1,6
"CG",199712,7,0,3,1
"CG",199801,1,0,3,3
"CG",199802,1,0,3,0
"CG",199803,0,0,2,0
"CG",199804,3,4,3,6
"CG",199805,6,4,5,2
"CG",199806,0,1,0,7
"CG",199807,0,4,2,3
"CG",199808,233,59,92,277
"CG",199809,113,15,74,139
"CG",199810,142,25,66,216
"CG",199811,47,6,18,73
"CG",199812,45,2,9,48
"CG",199901,80,4,12,17
"CG",199902,44,2,13,24
"CG",199903,44,4,8,40
"CG",199904,26,0,5,10
"CG",199905,30,6,11,14
"CG",199906,60,3,0,26
"CG",199907,50,17,25,30
"CG",199908,29,7,12,18
"CG",199909,25,2,9,15
"CG",199910,14,4,9,46
"CG",199911,50,12,23,43
"CG",199912,29,13,9,35
"CG",200001,25,7,5,29
"CG",200002,26,2,14,14
"CG",200003,17,1,23,9
"CG",200004,23,5,29,19
"CG",200005,14,2,1,8
"CG",200006,17,4,3,3
"CG",200007,4,1,2,4
"CG",200008,13,0,11,20
"CG",200009,21,0,4,10
"CG",200010,12,4,14,4
"CG",200011,4,1,4,21
"CG",200012,19,5,3,7
"CG",200101,47,10,20,33
"CG",200102,17,1,8,17
"CG",200103,43,16,10,8
"CG",200104,41,20,18,29
"CG",200105,21,14,19,8
"CG",200106,10,3,11,7
"CG",200107,18,1,10,13
"CG",200108,27,0,11,7
"CG",200109,18,1,1,15
"CG",200110,36,0,14,5
"CG",200111,9,2,1,4
"CG",200112,14,1,4,6
"CG",200201,22,4,1,2
"CG",200202,22,4,7,11
"CG",200203,29,15,12,22
"CG",200204,29,5,10,15
"CG",200205,33,2,9,17
"CG",200206,19,0,13,12
"CG",200207,32,2,6,5
"CG",200208,25,6,7,21
"CG",200209,10,1,4,16
"CG",200210,45,8,10,36
"CG",200211,24,5,6,7
"CG",200212,29,1,15,16
"CG",200301,27,18,16,16
"CG",200302,26,3,20,18
"CG",200303,31,3,3,11
"CG",200304,22,1,10,4
"CG",200305,17,4,1,9
"CG",200306,23,15,15,17
"CG",200307,43,4,5,13
"CG",200308,3,0,2,4
"CG",200309,5,0,3,0
"CG",200310,1,0,0,0
"CG",200311,10,3,6,3
"CG",200312,0,0,1,5
"CG",200401,13,2,0,1
"CG",200402,4,3,2,8
"CG",200403,5,0,1,2
"CG",200404,3,0,0,0
"CG",200405,22,4,3,10
"CG",200406,19,15,12,50
"CG",200407,0,0,0,7
"CG",200408,0,2,1,2
"CG",200409,6,0,3,2
"CG",200410,1,0,6,4
"CG",200411,6,1,0,4
"CG",200412,11,1,1,14
"CG",200501,3,0,5,0
"CG",200502,0,1,1,2
"CG",200503,2,1,1,5
"CG",200504,3,1,4,1
"CG",200505,3,3,1,11
"CG",200506,4,0,0,0
"CG",200507,5,4,1,3
"CG",200508,0,0,0,3
"CG",200509,0,1,1,7
"CG",200510,0,2,0,8
"CG",200511,0,1,0,3
"CG",200512,1,1,0,0
"CG",200601,1,4,3,11
"CG",200602,4,3,1,7
"CG",200603,8,8,0,6
"CG",200604,4,5,5,3
"CG",200605,3,1,0,3
"CG",200606,6,7,0,5
"CG",200607,13,4,5,9
"CG",200608,5,1,1,5
"CG",200609,1,0,2,1
"CG",200610,7,0,6,13
"CG",200611,8,2,3,31
"CG",200612,3,2,1,8
"CG",200701,6,0,0,5
"CG",200702,7,1,0,7
"CG",200703,5,0,1,24
"CG",200704,8,0,1,3
"CG",200705,1,1,0,8
"CG",200706,1,0,0,5
"CG",200707,0,1,4,4
"CG",200708,0,1,0,9
"CG",200709,24,3,11,26
"CG",200710,30,6,35,12
"CG",200711,25,3,9,3
"CG",200712,34,3,33,20
"CG",200801,15,8,4,15
"CG",200802,13,6,2,3
"CG",200803,1,0,0,1
"CG",200804,2,1,2,1
"CG",200805,0,1,4,13
"CG",200806,3,2,5,8
"CG",200807,2,1,1,2
"CG",200808,5,0,0,8
"CG",200809,14,1,6,18
"CG",200810,80,17,34,58
"CG",200811,237,22,53,99
"CG",200812,61,13,33,55
"CG",200901,56,20,38,43
"CG",200902,28,10,5,20
"CG",200903,14,5,1,8
"CG",200904,5,6,3,21
"CG",200905,9,6,7,15
"CG",200906,1,0,0,3
"CG",200907,2,2,1,17
"CG",200908,2,0,2,19
"CG",200909,3,1,4,9
"CG",200910,5,2,0,12
"CG",200911,4,1,1,1
"CG",200912,26,5,17,23
"CG",201001,7,1,0,9
"CG",201002,0,0,2,5
"CG",201003,0,0,1,1
"CG",201004,14,2,5,35
"CG",201005,3,1,4,4
"CG",201006,1,0,0,3
"CG",201007,5,0,0,4
"CG",201008,7,4,13,53
"CG",201009,9,4,2,10
"CG",201010,6,4,8,29
"CG",201011,1,1,0,3
"CG",201012,4,1,2,9
"CG",201101,1,0,4,4
"CG",201102,2,0,1,5
"CG",201103,0,0,1,1
"CG",201104,2,1,0,1
"CG",201105,0,0,0,2
"CG",201106,2,0,1,5
"CG",201107,0,0,2,3
"CG",201108,0,0,0,0
"CG",201109,1,0,1,7
"CG",201110,0,0,0,0
"CG",201111,16,0,2,23
"CG",201112,1,1,2,25
"CG",201201,7,3,0,16
"CG",201202,3,0,0,0
"CG",201203,4,1,0,11
"CG",201204,8,1,0,10
"CG",201205,17,1,7,8
"CG",201206,16,3,7,9
"CG",201207,44,6,27,78
"CG",201208,12,10,8,13
"CG",201209,3,0,5,11
"CG",201210,29,1,9,15
"CG",201211,108,22,48,77
"CG",201212,68,27,10,32
"CG",201301,37,18,12,10
"CG",201302,13,2,12,20
"CG",201303,10,20,4,28
"CG",201304,3,1,6,6
"CG",201305,12,8,2,26
"CG",201306,3,4,4,10
"CG",201307,11,5,2,9
"CG",201308,26,10,28,25
"CG",201309,34,7,8,22
"CG",201310,31,22,26,48
"CG",201311,72,48,2,25
"CG",201312,20,8,12,55
"CG",201401,11,2,9,22
"CG",201402,1,19,3,24
"CG",201403,7,4,1,21
"CG",201404,2,2,0,11
"CG",201405,1,7,4,13
"CG",201406,1,2,6,0
"CG",201407,7,2,0,13
"CG",201408,0,1,0,2
"CG",201409,0,7,6,0
"CG",201410,4,1,9,25
"CG",201411,4,0,3,4
"CG",201412,0,0,0,0
"CT",199001,0,0,0,0
"CT",199002,0,0,0,0
"CT",199003,0,0,0,0
"CT",199004,0,0,0,0
"CT",199005,0,0,0,0
"CT",199006,0,0,0,0
"CT",199007,0,0,0,0
"CT",199008,0,0,0,0
"CT",199009,0,0,0,0
"CT",199010,0,0,0,1
"CT",199011,0,0,0,0
"CT",199012,0,1,0,0
"CT",199101,0,0,0,0
"CT",199102,0,0,0,0
"CT",199103,0,0,0,0
"CT",199104,0,0,0,0
"CT",199105,0,0,0,0
"CT",199106,0,0,0,0
"CT",199107,0,0,0,0
"CT",199108,2,0,0,0
"CT",199109,0,0,0,0
"CT",199110,0,0,0,0
"CT",199111,0,0,0,0
"CT",199112,0,0,0,0
"CT",199201,0,0,0,2
"CT",199202,0,0,0,0
"CT",199203,0,0,0,0
"CT",199204,0,0,0,0
"CT",199205,0,0,0,0
"CT",199206,0,0,0,0
"CT",199207,0,0,0,0
"CT",199208,0,0,0,0
"CT",199209,0,0,0,0
"CT",199210,1,0,1,0
"CT",199211,0,0,0,0
"CT",199212,0,0,0,0
"CT",199301,0,0,0,0
"CT",199302,0,0,0,0
"CT",199303,0,0,0,0
"CT",199304,0,0,0,0
"CT",199305,0,0,0,0
"CT",199306,0,0,0,0
"CT",199307,0,0,0,0
"CT",199308,0,0,0,0
"CT",199309,0,1,0,0
"CT",199310,0,0,0,0
"CT",199311,0,0,0,0
"CT",199312,0,0,0,0
"CT",199401,0,0,0,0
"CT",199402,0,0,0,0
"CT",199403,0,0,0,0
"CT",199404,1,0,0,5
"CT",199405,1,1,0,1
"CT",199406,0,0,2,0
"CT",199407,4,0,0,0
"CT",199408,0,0,0,0
"CT",199409,0,0,0,0
"CT",199410,0,0,0,0
