"Z","Lat","Lon"
1,-3.18333,28.1833
18,-3.18333,29.15
1,-3.2064,29.8085
1,-3.2122,29.5829
2,-3.21472,16.1736
8,-3.2158,29.5636
1,-3.21667,29.3333
3,-3.21667,37.8
1,-3.21667,40
9,-3.21748,40.1191
41,-3.2186,30.5528
5,-3.2192,29.5299
4,-3.2238,29.6008
4,-3.2296,30.1174
3,-3.2301,29.6726
1,-3.23048,29.7223
1,-3.2325,14.5883
1,-3.2405,29.7114
24,-3.2458,29.9024
9,-3.25,39.6667
5,-3.2617,29.4206
44,-3.2682,29.6079
32,-3.2684,29.2409
1,-3.27021,30.4453
7,-3.2758,30.0363
10,-3.2835,29.495
1,-3.28409,30.3993
2,-3.2859,30.6632
1,-3.29545,30.6948
1,-3.3,32.8833
3,-3.3,36.45
2,-3.30341,40.016
6,-3.3052,29.8222
63,-3.3065,29.4168
1,-3.3071,29.3813
29,-3.3117,29.2976
12,-3.3154,29.5402
16,-3.31667,17.3667
13,-3.3181,29.3654
9,-3.322,29.3208
2,-3.3237,29.7055
2,-3.32639,30.7642
24,-3.3333,29.3241
1,-3.3359,30.3156
2,-3.33806,12.4939
1,-3.3441,29.9923
1,-3.34444,29.3611
3,-3.348,29.6921
3,-3.3489,29.4839
10,-3.35,33.5833
1,-3.35,37.3333
3,-3.35,39.55
1,-3.3519,29.4535
6,-3.3529,29.3704
1,-3.3546,29.558
6,-3.3573,29.4258
79,-3.3581,29.3993
14,-3.3659,29.4913
30,-3.36667,23.4333
646,-3.36667,36.6833
2,-3.3719,29.3384
1,-3.3723,29.7465
3,-3.3737,29.615
1,-3.3742,29.5397
4037,-3.37611,29.36
2,-3.3792,30.226
6,-3.3805,29.4066
25,-3.3822,29.3644
1,-3.38333,23.9667
1,-3.38333,37.7833
1,-3.3909,30.5333
2,-3.3953,29.3489
8,-3.3965,29.4657
5,-3.4,38.3167
6,-3.4,38.3833
10,-3.4005,30.1724
11,-3.4013,29.4035
5,-3.4026,30.2349
145,-3.40667,29.1458
6,-3.4104,29.3856
62,-3.4148,29.4082
2,-3.41806,14.55
1,-3.41865,30.2793
2,-3.4198,29.3863
215,-3.4264,29.9308
1454,-3.42722,12.3961
1,-3.4277,29.4343
2,-3.4339,30.1764
5,-3.4351,30.1334
1,-3.4399,30.211
1,-3.44043,29.7056
2,-3.4405,29.6185
4,-3.4429,29.4177
1,-3.4442,29.4822
13,-3.4509,30.5098
1,-3.4541,29.4126
4,-3.4571,29.3972
2,-3.4581,29.7868
5,-3.4693,29.5451
2,-3.4733,30.153
159,-3.47639,30.2486
5,-3.48333,23.4333
21,-3.4862,29.9015
7,-3.4906,29.927
2,-3.4922,38.317
1,-3.49262,30.3721
4,-3.4933,29.4832
29,-3.4959,29.6939
2173,-3.5,30
3,-3.501,29.3867
19,-3.503,30.3758
1,-3.5102,29.6578
2,-3.5119,29.964
2,-3.5143,29.5678
4,-3.5145,29.431
25,-3.5183,30.2036
8,-3.5209,30.0948
5,-3.5252,29.8681
8,-3.5272,29.7034
28,-3.5273,29.4231
140,-3.5303,29.4669
12,-3.533,30.0669
2,-3.53333,26.6333
8,-3.5375,30.2758
1,-3.54,30.2401
1,-3.5437,30.0209
10,-3.54417,29.1514
2,-3.5456,30.1487
58,-3.5541,30.1116
27,-3.5573,29.9125
3,-3.5588,30.0229
4,-3.5592,30.093
2,-3.5602,30.1051
5,-3.5623,29.8944
3,-3.565,29.966
4,-3.5655,30.023
17,-3.5676,30.1404
1,-3.5727,30.0866
1,-3.5764,30.1373
2,-3.5791,29.5176
2,-3.581,29.9876
3,-3.5859,30.057
4,-3.5859,30.1293
2,-3.58639,30.7203
133,-3.5899,29.9163
4,-3.59028,12.4086
1,-3.5911,29.3946
2,-3.601,30.0642
1,-3.60222,30.08
6,-3.6026,29.9977
5,-3.6049,29.9365
1,-3.6053,29.8411
3,-3.6086,30.1151
3,-3.6092,29.878
1,-3.6117,30.0575
2,-3.614,29.9945
12,-3.6161,30.2459
12,-3.6165,29.358
2,-3.6223,30.0952
2,-3.6226,30.1047
4,-3.6227,29.3675
30,-3.63045,39.8499
2,-3.6308,29.3467
6,-3.63248,29.9769
2,-3.6333,29.8844
23,-3.63333,29.3667
10,-3.6353,29.787
3,-3.6356,30.2393
3,-3.6358,30.2159
3,-3.6444,30.2313
1,-3.6466,29.4542
1,-3.6468,29.3359
6,-3.6509,29.8869
10,-3.6524,30.3319
3,-3.6604,30.0119
1,-3.6637,30.0526
4,-3.66667,18.8
4,-3.6746,30.1217
4,-3.67667,28.5908
2,-3.6836,30.1472
5,-3.6869,29.6347
3,-3.6911,29.3428
3,-3.69306,14.19
66,-3.7,26.9333
22,-3.7005,30.0091
15,-3.7046,30.0291
2,-3.70667,13.6403
1,-3.7165,30.1018
1,-3.71667,39.8333
1,-3.7172,29.7813
3,-3.723,29.7361
2,-3.724,29.8169
2,-3.725,29.8767
9,-3.7262,30.1322
2,-3.72639,29.3194
5,-3.7289,30.1011
11,-3.7289,30.1162
1,-3.7303,30.1865
5,-3.7309,29.9351
1,-3.7321,29.9432
7,-3.7327,30.2401
1,-3.7358,29.9132
8,-3.7369,29.8083
1,-3.738,30.0165
2,-3.75139,29.9064
2,-3.7596,29.3602
1,-3.7628,30.1628
1,-3.7635,30.376
3,-3.76664,29.683
1,-3.7732,30.2862
2,-3.7743,29.948
1,-3.77667,31.2156
16,-3.7776,29.3562
11,-3.7791,30.2348
1,-3.7815,29.6494
12,-3.7824,29.4311
69,-3.78298,39.2758
36,-3.78333,29.1
73,-3.7877,29.373
7,-3.78806,29.4297
1,-3.7916,29.3734
3,-3.7944,30.1563
3,-3.7954,30.4011
4,-3.7999,29.6167
1,-3.8,18.2
1,-3.801,30.2329
1,-3.809,29.9159
1,-3.8137,30.0025
17,-3.81425,29.3587
2,-3.8146,30.1267
1,-3.81667,29.0833
2,-3.8188,30.2111
14,-3.81985,29.5426
5,-3.8282,29.5801
1,-3.8296,29.6305
2,-3.83333,39.8
6,-3.8334,30.1489
3,-3.8445,29.3766
2,-3.8506,30.0584
18,-3.8586,29.3887
2,-3.8591,29.4226
7,-3.86332,39.4736
1,-3.865,30.0453
1,-3.86667,39.8
8,-3.87755,38.6869
4,-3.88333,27.9333
15,-3.8861,29.8525
18,-3.89733,39.7934
1,-3.9,30.1833
1,-3.9,30.25
3,-3.9044,30.061
6,-3.9051,30.1177
1,-3.90972,29.8272
10,-3.9138,29.7556
1,-3.91667,39.6333
27,-3.9181,29.9599
2,-3.9259,29.7339
88,-3.9279,29.992
2,-3.93333,21.5833
4,-3.93333,21.9
3,-3.93333,39.5667
1,-3.93333,39.6333
2,-3.93333,39.75
2,-3.9456,29.5824
98,-3.9461,29.6197
1,-3.9468,30.146
6,-3.9489,29.4802
6,-3.95228,39.4337
18,-3.95545,39.738
1,-3.9578,29.4349
2,-3.9599,29.883
2,-3.9636,39.5522
1,-3.9639,29.8977
91,-3.9736,29.4386
15,-3.9776,29.8654
13,-3.9796,30.1283
3,-3.9808,29.4626
5,-3.9851,29.9053
3,-3.9882,30.1636
1,-3.9894,29.4794
5,-3.9984,29.5159
4,-3,36
44,-3,39.5
2,-30.0234,29.1489
4,-30.0253,30.8613
1,-30.0526,27.1723
3,-30.0833,18.5167
1,-30.0943,20.0971
2,-30.1325,21.0601
1,-30.15,26.95
6,-30.15,30.0833
1,-30.1679,29.9143
2,-30.1864,29.8732
2,-30.2608,29.9402
1,-30.2616,28.5475
1,-30.2956,28.4028
15,-30.3098,25.2971
3,-30.4293,28.8356
1,-30.4333,28.5833
3,-30.4512,29.2528
54,-30.456,30.0861
1,-30.578,26.6526
1,-30.5884,23.6471
2,-30.6256,28.8754
1,-30.6333,27.2167
1,-30.651,27.1736
1,-30.6512,26.2062
1,-30.6637,29.9797
2,-30.6788,30.5055
4,-30.7109,26.5918
1,-30.7291,26.8603
11,-30.7414,30.455
6,-30.7422,30.4239
1,-30.7433,28.211
1,-30.7954,27.9647
1,-30.8138,26.7013
1,-30.9145,26.8351
2,-30.9167,26.1333
1,-30.9167,30.1667
2,-30.9608,29.7614
1,-30.9769,30.2824
8,-30.9862,26.5043
4,-30,26
1,-31.0874,25.8272
2,-31.1,30.0167
3,-31.123,26.8615
2,-31.1498,29.6725
1,-31.1824,25.7547
2,-31.1843,27.8294
3,-31.1856,29.6913
1,-31.2056,26.8794
1,-31.208,26.3834
3,-31.225,29.2063
2,-31.2566,28.3989
48,-31.2895,29.4551
2,-31.3333,29.5
3,-31.3743,20.4644
13,-31.4113,26.487
40,-31.5,29
1,-31.5114,25.5747
1,-31.5833,25.7
1,-31.5888,29.3745
25,-31.5889,28.7844
3,-31.7182,28.7836
12,-31.7832,28.6159
2,-31.7939,29.3429
16,-31.8,28.95
1,-31.8174,26.7376
10,-31.8667,27.6833
11,-31.8976,26.8753
1,-31.9058,28.1427
10,-31.9438,28.9777
1,-32.0167,25.7333
9,-32.0167,28.55
1,-32.0167,29.0833
1,-32.1333,28.8333
2,-32.1932,25.6303
1,-32.2,28.8
2,-32.25,24.55
2,-32.3075,23.0299
1,-32.3188,27.6183
2,-32.4095,27.5637
1,-32.4188,28.3217
1,-32.5708,27.424
1,-32.6028,22.197
4,-32.6629,28.308
1,-32.6683,26.9172
1,-32.7167,26.7167
1,-32.7672,28.05
3,-32.7748,26.6338
1,-32.7831,26.8433
2,-32.8348,27.2174
4,-32.8472,27.4422
1,-32.8803,27.3945
1,-32.9235,28.0344
6,-32.9785,27.8873
14,-33.0111,27.91
1,-33.0123,27.8633
1,-33.0132,26.3042
1,-33.0333,27.8622
4,-33.0749,27.6335
5,-33.0756,26.1135
2,-33.0901,26.7761
1,-33.1147,27.7259
4,-33.1839,23.8718
2,-33.3042,26.5328
1,-33.3833,26.9667
2,-33.4333,21.7167
5,-33.4771,19.6663
1,-33.4824,22.8509
2,-33.4841,22.7922
2,-33.5154,18.3871
1,-33.5167,24.05
4,-33.5257,22.5127
7,-33.5667,19.256
1,-33.5923,22.2055
1,-33.65,22.15
3,-33.6832,26.6885
1,-33.7338,18.9752
2,-33.8,25.6167
80,-33.8064,18.3688
4,-33.8435,19.0061
1,-33.8759,25.5743
1,-33.9002,18.6285
17,-33.9064,18.4908
561,-33.9167,18.4167
22,-33.918,25.5701
8,-33.9275,22.8239
6,-33.9346,18.6299
19,-33.9346,18.8668
3,-33.9367,23.3039
2,-33.9432,25.434
1,-33.9502,18.5544
3,-33.9528,24.2905
16,-33.958,18.4608
2,-33.9622,18.4135
1,-33.9638,18.4629
1,-33.9813,18.3815
1,-33.9835,18.5706
1,-33.9911,18.4442
2,-34.0082,18.4664
2,-34.0087,18.5427
130,-34.031,22.3108
3,-34.0333,18.35
4,-34.0333,18.6333
3,-34.0366,23.0497
3,-34.0378,19.5622
10,-34.0393,18.6792
1,-34.0472,18.4986
2,-34.0534,18.6236
1,-34.0646,19.3091
2,-34.0692,21.0828
2,-34.0794,18.857
1,-34.0913,20.9566
2,-34.1045,18.4683
2,-34.1267,19.9821
2,-34.192,18.4398
3,-34.2054,21.58
1,-34.3447,18.4748
1,-34.3955,20.8448
2,-34.4187,19.2345
2,-34.6,19.3167
1,-4.0061,29.4264
6,-4.0069,30.0666
21,-4.0096,29.7204
2,-4.01596,39.6706
6,-4.01659,39.6289
74,-4.01667,12.1833
3,-4.027,30.0716
6,-4.03287,39.6857
1,-4.03519,30.0817
6,-4.0446,29.4803
2,-4.0472,29.5251
7,-4.04944,15.2964
1,-4.0505,30.1907
2,-4.0508,30.1427
4,-4.05291,39.6981
95,-4.05466,39.6636
2,-4.0557,29.5568
3,-4.06345,39.6416
1,-4.06561,29.4659
2,-4.0663,29.6206
2,-4.0734,30.0591
2,-4.0737,30.0896
1,-4.075,30.1675
1,-4.08361,14.6622
2,-4.0839,29.7116
22,-4.08394,39.6616
1,-4.0867,30.0785
2,-4.0896,30.0247
1,-4.0918,29.4893
2,-4.0925,11.5919
1,-4.09347,39.6747
2,-4.0936,29.7119
2,-4.09926,29.0933
1,-4.1,15.1
1,-4.1023,22.8305
12,-4.1089,29.7738
18,-4.1155,29.5725
1,-4.11722,13.0939
2,-4.1189,30.0317
3,-4.12638,29.529
1,-4.12722,11.3656
2,-4.1273,29.8536
4,-4.1293,30.0489
1,-4.12934,39.6284
3,-4.12963,39.5823
105,-4.1348,29.804
2,-4.1487,30.0603
2,-4.15,18.4167
1,-4.15,19.8667
2,-4.15139,13.9686
1,-4.1575,13.0469
1,-4.1632,29.6141
1,-4.16333,11.4964
5,-4.1639,30.0138
2,-4.16556,13.2928
4,-4.16667,39.1667
3,-4.168,39.5707
1,-4.1698,29.5537
9,-4.1726,29.7069
17,-4.17375,39.4521
2,-4.1867,29.826
3,-4.1924,29.5379
4,-4.1958,29.5848
77,-4.196,29.7149
1,-4.19678,39.3872
8,-4.19972,12.6739
3,-4.2184,29.5586
5,-4.21861,13.7617
3,-4.23222,14.2022
1,-4.23333,39.1833
3,-4.25333,30.3853
1,-4.25361,14.6711
1,-4.2549,30.0176
1,-4.2564,29.6102
1,-4.2586,29.8743
480,-4.25917,15.2847
2,-4.2654,29.9695
1,-4.26667,34.3167
14,-4.26833,14.3839
2,-4.26889,28.8328
6,-4.2695,29.6725
1,-4.27028,14.7117
8,-4.27189,39.5689
2,-4.2743,29.7749
2,-4.2793,29.9918
5,-4.28333,20.4167
2,-4.28333,33.2
10,-4.2913,29.8366
10,-4.2929,39.564
2,-4.294,29.8049
10,-4.29583,15.2236
13,-4.3,29.9417
25,-4.30241,28.942
2,-4.30369,39.5836
7,-4.30472,13.9503
5,-4.3075,13.8525
1,-4.329,29.7994
5363,-4.32972,15.315
3,-4.3357,29.7694
38,-4.3468,29.6034
70,-4.35,17.0333
1,-4.3512,29.6164
2,-4.35639,13.8472
7,-4.36139,14.7644
2,-4.36272,39.4155
7,-4.36639,15.1261
2,-4.3669,29.7713
1,-4.40759,39.4183
6,-4.40833,15.3661
6,-4.41659,29.6845
3,-4.4271,29.7035
8,-4.43944,13.84
2,-4.44611,12.9094
1,-4.45308,39.1077
1,-4.4619,39.4827
5,-4.46417,15.3489
6,-4.46472,13.075
1,-4.47167,14.5461
5,-4.48167,14.9381
4,-4.48334,39.4768
4,-4.49083,15.1033
4,-4.50944,14.46
1,-4.52139,12.2236
3,-4.52941,39.3953
5,-4.55,37.8667
4,-4.55,39.0833
2,-4.59111,15.1708
1,-4.59573,24.852
1,-4.63333,36.7333
4,-4.63823,39.3527
1,-4.63944,11.9772
1,-4.65,34.3333
3,-4.66,30.6689
2,-4.66667,12.8333
2,-4.66667,16.5
1,-4.66944,13.6797
14,-4.69085,27.7666
3,-4.69591,28.6474
84,-4.72497,28.6314
4,-4.75,14.0833
8,-4.76667,12.55
5,-4.76667,17.9167
1,-4.76667,38.4167
5,-4.78333,27.3667
3,-4.78556,11.9022
21,-4.79472,11.8461
4,-4.81667,12.75
1,-4.83333,18.7333
10,-4.87564,25.9456
46,-4.87694,29.6267
3,-4.9,29.6
7,-4.95,12.6167
5,-4.96667,12.0833
2,-4.96667,39.8333
8,-4.97503,23.4439
1,-4.98333,17.5167
4,-4.98333,31.05
1,-4.98333,39.1333
1,-4,24
1,-4,31
5,-4,39.6667
4,-5.01667,25.9
5,-5.02335,14.5904
2,-5.03167,30.1458
1,-5.03333,39.7
5,-5.04499,28.7916
1,-5.06253,23.6496
38,-5.06328,18.8788
1,-5.06667,39.1
6,-5.06978,15.0155
3,-5.07472,28.6368
1,-5.09692,27.9451
36,-5.1,26.4167
2,-5.13122,15.0541
1,-5.1385,15.0563
25,-5.15,39.75
2,-5.18333,39.7667
2,-5.18961,21.8696
5,-5.19513,21.6487
1,-5.2,29.7833
1,-5.25148,14.9419
2,-5.25813,19.7003
7,-5.25837,14.8584
1,-5.25936,23.6996
3,-5.26308,14.8731
6,-5.2661,15.423
3,-5.26849,14.7927
1,-5.28333,38.6333
1,-5.3,25.1667
1,-5.32365,21.8763
2,-5.3334,21.8185
2,-5.34923,14.7533
2,-5.36667,38.95
2,-5.36667,39.7167
4,-5.36667,39.75
3,-5.37469,21.785
1,-5.37863,17.2689
2,-5.4,39.7333
1,-5.40667,19.1371
9,-5.41387,23.9197
2,-5.42811,18.1869
3,-5.43424,20.9235
51,-5.44015,18.2772
5,-5.46667,16.4833
54,-5.47843,17.7002
2,-5.47982,19.0876
1,-5.48333,35.3667
1,-5.5,32.8333
1,-5.50775,19.49
9,-5.50988,14.7027
1,-5.51057,14.2274
3,-5.51706,15.1233
1,-5.54173,14.8409
3,-5.54891,23.1113
723,-5.55,12.2
5,-5.58333,12.5167
1,-5.61667,12.3
18,-5.65064,13.6469
12,-5.66716,26.0581
2,-5.67852,14.1306
1,-5.68514,15.2578
5,-5.69681,17.4782
1,-5.75,39.3167
11,-5.78056,18.7682
1,-5.79151,23.2932
44,-5.79949,13.4407
5,-5.79969,13.0183
1,-5.83333,36.8333
1,-5.83388,17.9392
1,-5.83899,13.0569
1,-5.84925,14.0842
6,-5.85691,17.0529
1,-5.85939,15.0091
3,-5.86667,26.4667
28,-5.88333,14.25
4,-5.88333,35.1167
15,-5.89624,22.4166
3,-5.89864,21.1813
3,-5.9,25.5333
16,-5.9,37.45
2,-5.90909,18.1672
1,-5.91479,16.5164
4,-5.91667,12.9667
128,-5.91901,29.1904
33,-5.92753,12.3715
1,-5.92792,17.3246
1,-5.95,37.8667
2,-5.95573,24.8029
1,-5.95791,13.5149
3,-5.96358,23.854
1,-5.96372,17.0878
4,-5.96667,13.25
2,-5.96667,39.1833
3,-5.97404,26.1433
2,-5.97786,15.9571
60,-5.98333,25.8333
3,-5.9988,23.2539
9,-5,30
1,-6.02025,22.9836
8,-6.05,15.1
1,-6.05014,15.0605
11,-6.05716,15.1097
268,-6.06667,12.4
124,-6.07746,12.4256
1,-6.08333,19.7833
2,-6.11667,14.6333
2,-6.13333,14.6333
69,-6.1349,12.3689
146,-6.15,23.6
1,-6.15341,30.1796
10,-6.16667,39.1833
4,-6.16667,39.2
7,-6.18333,24.5
1,-6.18333,35.75
1,-6.19145,14.348
1,-6.2,15.1667
2,-6.2,26.3333
6,-6.2,28.0667
5,-6.2,36.4167
1,-6.2,39.2333
2,-6.25,23.7833
8,-6.26667,23.25
18,-6.26703,14.2401
4,-6.28078,16.7047
1,-6.28333,18.8167
2,-6.3,15.0833
1,-6.31667,28.0333
19,-6.32855,20.5832
1,-6.35,39.4667
29,-6.36667,23.65
4,-6.36667,24.3167
2,-6.41667,39.55
1,-6.41947,21.8391
2,-6.42505,15.7287
7,-6.44534,22.146
2,-6.45,14.8
1,-6.45,25.5667
3,-6.46667,17.45
3,-6.5,31.5
1,-6.50562,15.3167
7,-6.56515,21.2146
2,-6.56667,15.1
6,-6.58333,20.7
3,-6.58996,15.718
6,-6.61667,15.0333
74,-6.70835,22.5919
4,-6.71667,12.6167
4,-6.73333,24.4333
1,-6.75,12.65
3,-6.75,26.95
552,-6.8,39.2833
1,-6.80939,20.9449
97,-6.81667,14.3833
6,-6.81667,37.6667
1,-6.86667,12.7667
1,-6.9,39.1167
1,-6.91667,25.8833
1,-6.95,15.8667
4,-6.95753,22.4035
2,-6,29.5
1058,-6,35
5,-6,37.55
2,-7.04892,38.7924
1,-7.06667,22.3667
2,-7.08198,15.6195
2,-7.16667,28.6833
5,-7.21667,17.9667
1,-7.23056,16.9208
471,-7.26667,15.4833
2,-7.3,27.4167
2,-7.31473,16.0024
1,-7.31667,22.5167
1,-7.3531,15.1047
2,-7.36667,22.55
1,-7.37463,21.2453
1,-7.37929,20.819
1,-7.38333,28.0667
3,-7.4,14.3833
2,-7.43397,15.4455
1,-7.46667,14.9167
1,-7.48765,14.9188
1,-7.52152,15.09
4,-7.56255,14.5148
1,-7.5719,15.1152
2,-7.6,24.2333
4,-7.6,34.6833
100,-7.61328,15.0566
4,-7.63333,24.1667
18,-7.66667,24.0333
2,-7.7,19.1
14,-7.7,29.7833
1,-7.73333,18.6333
1,-7.74326,21.2554
1,-7.75772,15.1126
2,-7.76667,35.7
21,-7.78871,15.2722
1,-7.79199,36.9152
2,-7.80935,15.7586
4,-7.84431,13.1065
1,-7.86667,31.7167
1,-7.88333,26.2667
1,-7.93038,14.451
3,-7.94608,16.5067
1,-7.96667,18.2833
1,-7.98698,39.6588
3,-8.04996,16.1628
7,-8.06667,14.6833
1,-8.13333,24.1333
2,-8.15,14.4
2,-8.16579,14.7654
5,-8.18812,15.375
25,-8.21667,30.5667
16,-8.23333,32.0333
42,-8.23577,15.8879
3,-8.24721,15.9911
49,-8.25,30.5667
1,-8.26831,19.6994
1,-8.28333,27.9333
5,-8.3,14.8
12,-8.32775,14.3349
1,-8.33386,15.9807
1,-8.33569,20.2172
4,-8.37391,29.6405
8,-8.4,28.05
2,-8.40672,16.9628
1,-8.41915,20.7447
1,-8.43333,21.0333
1,-8.45,30.1
5,-8.46113,20.569
5,-8.46448,15.2482
31,-8.46667,28.9
47,-8.47058,28.8992
4,-8.50055,14.5859
1,-8.51667,30.4833
1,-8.53333,33.4167
2,-8.55,32.5
36,-8.55,33.45
3,-8.55,33.8
2,-8.56083,19.7034
66,-8.58,13.6642
1,-8.58333,29.1667
1,-8.58639,13.6431
2,-8.59,13.6667
6,-8.61417,16.2616
6,-8.631,16.9644
12,-8.63333,27.3333
1,-8.63333,30.75
48,-8.63543,19.6485
1,-8.65,30.7333
1,-8.68333,31.65
4,-8.71667,13.7
2,-8.71667,14.1667
3,-8.73204,15.3712
2,-8.75,29.8333
1,-8.75966,13.423
13,-8.76217,15.4078
3,-8.76271,31.1077
4,-8.7672,17.9957
1,-8.77017,18.0039
2,-8.77654,14.9096
2,-8.81667,31.9333
5,-8.82488,13.3132
2,-8.832,18.2449
3,-8.83333,24.7833
2,-8.8368,13.2332
2036,-8.83833,13.2344
1,-8.85,37.8667
1,-8.86667,33.5167
1,-8.88333,31.8
2,-8.88665,15.7621
1,-8.9,30.9167
5,-8.9059,13.181
15,-8.91667,15.0833
1,-8.92888,14.7219
1,-8.94025,31.5479
3,-8.96804,15.7786
1,-8.98372,15.5957
1,-8,37
1,-9.01667,31.6667
3,-9.02336,17.0588
22,-9.05,15.2667
1,-9.05,31.3333
2,-9.12149,15.9769
6,-9.15,13.8333
1,-9.15,32.4
2,-9.16667,15.6333
4,-9.16667,27.4167
1,-9.21831,19.2557
2,-9.23333,28.4333
1,-9.24678,17.488
1,-9.25539,16.3647
4,-9.26667,21.2333
3,-9.26667,28.45
4,-9.27722,19.9771
2,-9.28726,14.2114
1,-9.29216,31.3687
8,-9.29878,18.2813
22,-9.3,14.9167
1,-9.34213,32.745
2,-9.34721,13.1521
11,-9.35,32.5167
1,-9.35271,30.802
4,-9.36667,32.2
2,-9.38333,14.9
1,-9.3864,17.1942
1,-9.41667,31.0667
1,-9.44685,16.4755
4,-9.45,20.45
1,-9.45,26.7333
2,-9.47476,18.6436
1,-9.48333,15.8333
2,-9.48441,31.1123
1,-9.49888,16.2859
4,-9.51278,16.0361
2,-9.52337,17.8084
19,-9.52941,14.4109
8,-9.53667,16.1192
1,-9.54139,16.3125
156,-9.54472,16.3453
3,-9.55611,16.1342
3,-9.56667,31.4333
1,-9.57222,16.2644
11,-9.58256,14.1462
1,-9.58417,16.4289
2,-9.58886,31.2729
3,-9.5975,16.1308
24,-9.60861,16.1442
2,-9.61108,13.228
1,-9.61667,32.8167
2,-9.62287,18.3726
1,-9.63048,14.2361
1,-9.64277,17.1905
2,-9.64816,13.2374
2,-9.65556,13.2392
1,-9.65861,16.3936
17,-9.66078,20.3916
1,-9.6825,16.4081
1,-9.68776,13.7449
1,-9.70222,16.3772
5,-9.72689,21.3476
22,-9.76667,28.8833
1,-9.76667,33.1333
11,-9.77862,14.7239
5,-9.78333,16.4333
8,-9.7915,29.0791
11,-9.81667,22.45
2,-9.83633,14.8633
1,-9.84562,18.6905
1,-9.86091,29.417
1,-9.8679,20.7711
2,-9.87411,17.2976
1,-9.91642,20.011
3,-9.91667,23.0833
3,-9.98333,27.4667
3,-9.98333,34.5
2,-9.99218,14.9059
3,-9.99854,14.8953
7,-9,28.75
1,0.003333,31.98
3,0.005556,32.0122
13,0.009522,40.3756
1,0.014704,37.591
12,0.016667,37.0728
2,0.019444,15.6111
2,0.033333,29.9333
1,0.033333,36.0333
5,0.042099,36.3673
12,0.042705,42.7033
3,0.043889,30.1494
2,0.044464,35.5272
8,0.046256,37.6559
5,0.047026,29.686
83,0.048647,18.2603
5,0.05,29.75
1,0.05,30.6167
2,0.05,31.6
1,0.051578,35.7308
11,0.057004,33.9528
9,0.060832,40.3086
63,0.061283,40.3103
231,0.064444,32.4469
39,0.066111,29.7775
55,0.066667,22.0667
11,0.066667,34.85
12,0.069683,42.745
3,0.072852,32.199
3,0.083072,34.2364
5,0.083333,32.5
2,0.083333,34
1,0.083333,35.7
1,0.090128,42.8088
5,0.091111,33.0875
43,0.095,29.765
1,0.1,29.8833
4,0.1,31.9667
2,0.1,32
1,0.1,35.2833
5,0.100556,31.0686
2,0.106603,35.1838
3,0.111276,18.2736
3,0.114167,42.9944
2,0.116667,32.0667
2,0.116667,34
3,0.116667,35.4333
56,0.121001,30.0078
1,0.125833,34.3083
18,0.133333,29.95
3,0.135278,25.5369
19,0.14164,29.2912
5,0.147285,32.0697
1,0.150364,34.3319
1,0.158399,35.3629
1,0.166667,29.9833
6,0.166667,30.0333
1,0.166667,31.15
6,0.166667,32.7667
1,0.183333,29.9667
1,0.183333,32.3667
1,0.183333,35.8333
1,0.190393,34.1891
9,0.2,30.1
5,0.2,32.6
2,0.2,32.9833
2,0.2,37.7833
1,0.201698,35.571
8,0.203869,35.105
8,0.205833,32.5878
1,0.208056,32.5222
12,0.211111,30.4208
2,0.216444,30.4408
1,0.216667,32.8167
5,0.216667,35.3
10,0.222717,42.7664
1,0.224167,32.0508
1,0.224444,33.2733
6,0.225,32.3136
405,0.23,29.9883
2,0.232778,32.1728
1,0.233333,32.2333
1,0.233333,33.0333
44,0.236273,25.3214
21,0.237222,32.6211
1,0.238611,34.2694
3,0.239167,32.9708
4,0.243333,32.3769
2,0.245278,33.8711
56,0.246111,30.0125
32,0.25,31.1833
1,0.25,31.6
1,0.25,32.4167
3,0.25,32.7
1,0.25,33.7667
3,0.25,35.0833
5,0.258857,36.1018
2,0.26,32.4847
2,0.260833,33.3122
1,0.266667,30.3167
2,0.266667,31.5833
7,0.266667,31.6167
5,0.266667,31.8333
1,0.266667,32.3167
1,0.269444,30.1025
3,0.275556,32.5633
3,0.283333,30.6
1,0.283333,34.7667
16,0.284219,34.7523
10,0.284444,32.5917
2,0.291111,32.6597
2,0.292724,34.1367
12,0.297222,32.9678
4,0.3,32.5167
4,0.3,32.55
12,0.3,32.5667
2,0.3,35.1167
61,0.300278,32.6489
6,0.3022,41.4368
5,0.308615,42.1506
1,0.308734,37.8793
8875,0.315556,32.5656
3,0.316667,30.2167
2,0.316667,32.6167
2,0.316667,36.5
3,0.32178,36.5813
1,0.332605,35.7211
4,0.333333,32.4167
66,0.333333,32.5667
7,0.333333,32.6333
1,0.333333,32.6667
1,0.333333,32.7333
1,0.335107,34.4864
10,0.338333,30.0772
3,0.338487,29.7464
3,0.344512,29.7958
2,0.346667,15.4447
3,0.3475,32.6492
3,0.348056,30.4192
3,0.348889,30.1622
3,0.35,32.5667
28,0.35,32.5833
1,0.35,32.6
3,0.35,33.2
7,0.35,33.55
4,0.35,34.8167
4,0.350278,32.6308
1,0.350833,32.5669
37,0.350994,40.8748
1,0.351389,32.2989
8,0.353333,32.7553
35,0.354615,37.5822
2,0.355181,29.8776
5,0.355833,32.6672
8,0.366667,30.1667
45,0.366667,32.35
2,0.366667,32.4667
2,0.366667,32.5833
1,0.366667,32.8167
1,0.366667,33.0333
