"Code","MonthYear","1","2","3","4"
"CD",199803,12,0,2,2
"CD",199804,0,0,0,0
"CD",199805,3,2,0,0
"CD",199806,0,0,0,0
"CD",199807,1,0,0,0
"CD",199808,0,0,0,0
"CD",199809,4,7,0,0
"CD",199810,15,5,11,19
"CD",199811,3,17,11,21
"CD",199812,2,2,2,14
"CD",199901,7,10,2,8
"CD",199902,13,4,0,6
"CD",199903,17,11,7,15
"CD",199904,7,4,3,1
"CD",199905,6,11,23,1
"CD",199906,6,6,0,1
"CD",199907,4,0,0,0
"CD",199908,5,1,2,0
"CD",199909,0,1,1,0
"CD",199910,2,0,0,0
"CD",199911,2,0,2,7
"CD",199912,4,1,2,8
"CD",200001,11,0,5,1
"CD",200002,8,0,1,3
"CD",200003,3,0,0,0
"CD",200004,18,0,2,3
"CD",200005,12,0,0,3
"CD",200006,5,0,1,0
"CD",200007,16,0,1,6
"CD",200008,0,0,0,1
"CD",200009,3,0,2,1
"CD",200010,3,2,2,4
"CD",200011,5,0,0,2
"CD",200012,1,0,0,11
"CD",200101,6,5,0,2
"CD",200102,0,0,0,0
"CD",200103,1,1,0,3
"CD",200104,0,0,0,0
"CD",200105,0,0,0,2
"CD",200106,1,0,0,2
"CD",200107,3,0,4,1
"CD",200108,2,0,0,0
"CD",200109,0,0,0,0
"CD",200110,0,0,1,0
"CD",200111,4,1,1,2
"CD",200112,21,2,1,0
"CD",200201,32,0,1,5
"CD",200202,4,0,0,0
"CD",200203,2,0,1,0
"CD",200204,5,1,1,1
"CD",200205,5,2,0,3
"CD",200206,6,0,1,0
"CD",200207,1,1,1,0
"CD",200208,2,2,1,11
"CD",200209,6,0,0,1
"CD",200210,35,4,7,10
"CD",200211,10,1,8,3
"CD",200212,8,2,0,2
"CD",200301,10,0,1,2
"CD",200302,2,2,2,5
"CD",200303,15,6,3,3
"CD",200304,12,1,0,3
"CD",200305,0,0,7,1
"CD",200306,3,0,0,1
"CD",200307,0,1,0,13
"CD",200308,1,0,0,3
"CD",200309,15,8,6,12
"CD",200310,5,3,1,0
"CD",200311,7,0,2,4
"CD",200312,28,0,11,13
"CD",200401,4,1,3,4
"CD",200402,20,3,6,7
"CD",200403,26,4,1,0
"CD",200404,51,4,2,2
"CD",200405,27,2,6,4
"CD",200406,16,4,4,13
"CD",200407,19,4,12,9
"CD",200408,17,2,1,3
"CD",200409,13,0,1,4
"CD",200410,3,1,3,3
"CD",200411,5,0,5,3
"CD",200412,13,0,3,2
"CD",200501,6,1,2,2
"CD",200502,13,0,0,2
"CD",200503,1,0,1,3
"CD",200504,8,0,1,0
"CD",200505,1,0,1,0
"CD",200506,6,0,10,2
"CD",200507,2,1,1,2
"CD",200508,12,0,1,2
"CD",200509,1,0,0,1
"CD",200510,4,1,3,3
"CD",200511,6,1,5,6
"CD",200512,20,1,6,27
"CD",200601,4,2,4,4
"CD",200602,12,1,4,10
"CD",200603,31,0,12,36
"CD",200604,85,6,68,99
"CD",200605,22,1,16,7
"CD",200606,5,1,11,25
"CD",200607,17,4,7,9
"CD",200608,10,4,7,6
"CD",200609,4,0,0,13
"CD",200610,36,4,18,59
"CD",200611,51,17,90,66
"CD",200612,63,8,24,80
"CD",200701,28,4,4,14
"CD",200702,21,1,8,29
"CD",200703,20,2,1,14
"CD",200704,42,4,12,75
"CD",200705,9,4,1,7
"CD",200706,46,3,1,7
"CD",200707,12,3,12,18
"CD",200708,7,5,0,6
"CD",200709,25,0,5,13
"CD",200710,82,2,12,31
"CD",200711,29,6,22,47
"CD",200712,19,21,13,93
"CD",200801,10,2,25,45
"CD",200802,353,121,290,396
"CD",200803,54,4,29,42
"CD",200804,11,3,7,24
"CD",200805,55,4,50,65
"CD",200806,102,9,54,108
"CD",200807,17,1,8,33
"CD",200808,5,1,8,9
"CD",200809,9,0,2,7
"CD",200810,6,0,1,3
"CD",200811,21,1,11,16
"CD",200812,2,2,2,8
"CD",200901,30,12,7,2
"CD",200902,31,1,3,14
"CD",200903,4,3,0,6
"CD",200904,10,2,7,8
"CD",200905,191,35,112,231
"CD",200906,19,2,3,14
"CD",200907,28,1,4,20
"CD",200908,6,0,2,7
"CD",200909,2,4,3,6
"CD",200910,9,4,2,1
"CD",200911,16,1,0,6
"CD",200912,21,3,13,21
"CD",201001,17,0,1,10
"CD",201002,77,18,18,29
"CD",201003,9,0,1,1
"CD",201004,14,4,3,7
"CD",201005,8,2,5,15
"CD",201006,11,0,0,5
"CD",201007,33,0,3,1
"CD",201008,7,0,0,2
"CD",201009,1,4,4,5
"CD",201010,11,2,1,1
"CD",201011,13,1,6,4
"CD",201012,1,1,6,0
"CD",201101,9,0,0,8
"CD",201102,4,3,2,6
"CD",201103,18,5,4,4
"CD",201104,11,2,1,12
"CD",201105,2,1,2,5
"CD",201106,0,0,0,3
"CD",201107,3,0,2,6
"CD",201108,0,0,0,0
"CD",201109,0,0,0,0
"CD",201110,0,0,0,0
"CD",201111,0,0,0,0
"CD",201112,0,0,0,0
"CD",201201,0,0,0,0
"CD",201202,0,0,0,0
"CD",201203,0,0,0,0
"CD",201204,0,0,0,0
"CD",201205,0,0,0,0
"CD",201206,0,0,0,0
"CD",201207,0,0,0,0
"CD",201208,0,0,0,0
"CD",201209,0,0,0,0
"CD",201210,0,0,0,0
"CD",201211,0,0,0,0
"CD",201212,41,17,7,15
"CF",199001,0,0,0,0
"CF",199002,0,0,0,0
"CF",199003,0,0,0,0
"CF",199004,0,0,0,0
"CF",199005,0,0,0,0
"CF",199006,0,0,0,0
"CF",199007,0,0,0,0
"CF",199008,0,0,1,0
"CF",199009,0,0,0,0
"CF",199010,0,0,0,0
"CF",199011,0,0,0,0
"CF",199012,0,0,0,0
"CF",199101,0,0,0,0
"CF",199102,0,0,0,0
"CF",199103,0,0,0,0
"CF",199104,0,0,0,0
"CF",199105,0,0,0,0
"CF",199106,0,0,0,0
"CF",199107,0,0,0,0
"CF",199108,0,0,0,0
"CF",199109,0,0,0,0
"CF",199110,0,0,0,0
"CF",199111,0,0,0,0
"CF",199112,0,0,0,0
"CF",199201,0,0,0,0
"CF",199202,0,0,0,0
"CF",199203,0,0,0,0
"CF",199204,0,0,0,0
"CF",199205,0,0,0,0
"CF",199206,0,0,0,0
"CF",199207,0,0,0,0
"CF",199208,0,0,0,0
"CF",199209,0,0,0,0
"CF",199210,0,0,0,0
"CF",199211,0,0,0,0
"CF",199212,2,0,0,0
"CF",199301,0,0,0,0
"CF",199302,0,0,0,0
"CF",199303,0,0,0,1
"CF",199304,0,0,1,0
"CF",199305,0,0,0,0
"CF",199306,0,0,0,0
"CF",199307,1,0,1,1
"CF",199308,0,0,0,0
"CF",199309,0,0,0,0
"CF",199310,0,0,0,0
"CF",199311,0,0,0,0
"CF",199312,0,0,0,0
"CF",199401,0,0,0,0
"CF",199402,0,0,0,0
"CF",199403,0,0,0,0
"CF",199404,0,0,0,2
"CF",199405,1,0,0,0
"CF",199406,0,0,0,0
"CF",199407,0,0,0,2
"CF",199408,0,0,0,0
"CF",199409,0,0,0,0
"CF",199410,0,0,0,0
"CF",199411,0,0,0,0
"CF",199412,0,0,0,0
"CF",199501,0,0,0,0
"CF",199502,0,0,0,0
"CF",199503,0,0,1,0
"CF",199504,0,0,0,0
"CF",199505,0,0,0,0
"CF",199506,0,0,0,0
"CF",199507,0,0,0,1
"CF",199508,0,0,0,0
"CF",199509,0,0,0,0
"CF",199510,0,0,0,0
"CF",199511,2,0,0,0
"CF",199512,0,0,0,0
"CF",199601,0,0,0,0
"CF",199602,4,3,0,2
"CF",199603,1,0,0,0
"CF",199604,0,0,0,0
"CF",199605,0,0,0,0
"CF",199606,0,0,0,1
"CF",199607,0,1,0,1
"CF",199608,0,0,0,0
"CF",199609,0,0,0,0
"CF",199610,0,0,0,0
"CF",199611,1,0,1,0
"CF",199612,0,0,0,0
"CF",199701,0,0,0,0
"CF",199702,3,0,1,0
"CF",199703,3,0,2,0
"CF",199704,6,0,2,0
"CF",199705,29,4,0,3
"CF",199706,2,1,0,5
"CF",199707,3,3,7,8
"CF",199708,5,0,5,2
"CF",199709,5,1,1,5
"CF",199710,12,0,2,11
"CF",199711,4,0,1,1
"CF",199712,0,0,0,1
"CF",199801,1,0,1,0
"CF",199802,0,0,0,1
"CF",199803,0,0,0,0
"CF",199804,1,0,0,7
"CF",199805,2,0,1,2
"CF",199806,2,0,2,1
"CF",199807,0,0,0,0
"CF",199808,12,0,15,2
"CF",199809,8,1,4,10
"CF",199810,9,0,3,2
"CF",199811,3,0,0,8
"CF",199812,4,0,5,15
"CF",199901,28,4,19,20
"CF",199902,3,1,0,8
"CF",199903,1,0,0,1
"CF",199904,2,0,3,3
"CF",199905,2,1,2,6
"CF",199906,7,2,0,7
"CF",199907,10,1,6,9
"CF",199908,8,1,0,11
"CF",199909,0,1,2,4
"CF",199910,3,0,2,3
"CF",199911,6,1,3,2
"CF",199912,0,0,2,4
"CF",200001,18,3,4,6
"CF",200002,20,1,8,11
"CF",200003,0,1,0,1
"CF",200004,4,1,0,7
"CF",200005,3,0,1,2
"CF",200006,5,0,0,0
"CF",200007,2,0,2,0
"CF",200008,7,0,1,2
"CF",200009,3,0,0,0
"CF",200010,4,4,0,6
"CF",200011,6,0,0,1
"CF",200012,7,4,1,1
"CF",200101,10,0,7,4
"CF",200102,10,0,2,0
"CF",200103,1,0,3,6
"CF",200104,1,0,0,0
"CF",200105,1,0,3,0
"CF",200106,0,0,0,0
"CF",200107,0,0,0,0
"CF",200108,1,0,0,0
"CF",200109,0,0,0,0
"CF",200110,6,0,0,0
"CF",200111,0,0,0,0
"CF",200112,2,0,0,0
"CF",200201,6,0,0,2
"CF",200202,8,0,2,1
"CF",200203,1,1,0,1
"CF",200204,6,1,6,12
"CF",200205,2,0,0,12
"CF",200206,6,1,4,13
"CF",200207,0,0,0,2
"CF",200208,3,0,1,2
"CF",200209,0,0,0,2
"CF",200210,0,1,0,2
"CF",200211,4,1,0,0
"CF",200212,3,2,2,0
"CF",200301,8,2,2,6
"CF",200302,0,0,0,4
"CF",200303,4,1,0,1
"CF",200304,9,0,0,0
"CF",200305,2,1,0,1
"CF",200306,0,0,0,2
"CF",200307,6,0,0,0
"CF",200308,1,0,0,1
"CF",200309,3,0,0,0
"CF",200310,3,1,0,0
"CF",200311,1,0,0,1
"CF",200312,3,0,1,0
"CF",200401,0,0,0,2
"CF",200402,0,0,0,1
"CF",200403,2,0,0,5
"CF",200404,0,0,0,0
"CF",200405,0,0,0,0
"CF",200406,0,0,1,0
"CF",200407,0,0,0,0
"CF",200408,0,0,0,0
"CF",200409,2,0,1,1
"CF",200410,1,1,3,3
"CF",200411,2,3,0,1
"CF",200412,2,1,1,0
"CF",200501,4,0,0,0
"CF",200502,0,0,0,0
"CF",200503,0,0,0,0
"CF",200504,0,0,1,0
"CF",200505,1,0,0,0
"CF",200506,0,0,0,0
"CF",200507,0,0,0,4
"CF",200508,0,0,0,1
"CF",200509,1,0,1,1
"CF",200510,3,4,6,7
"CF",200511,1,1,0,5
"CF",200512,0,0,0,3
"CF",200601,1,1,1,1
"CF",200602,0,0,0,0
"CF",200603,1,2,0,3
"CF",200604,4,2,1,4
"CF",200605,6,1,10,3
"CF",200606,1,1,5,1
"CF",200607,6,0,1,1
"CF",200608,7,0,6,2
"CF",200609,4,5,1,1
"CF",200610,2,1,1,1
"CF",200611,4,1,2,11
"CF",200612,1,0,0,2
"CF",200701,2,0,1,3
"CF",200702,3,0,3,4
"CF",200703,16,0,3,5
"CF",200704,7,2,1,5
"CF",200705,6,0,1,3
"CF",200706,4,0,1,4
"CF",200707,9,2,1,0
"CF",200708,3,1,0,4
"CF",200709,20,2,3,6
"CF",200710,8,4,4,19
"CF",200711,7,0,3,7
"CF",200712,5,2,9,27
"CF",200801,21,6,16,7
"CF",200802,18,3,1,12
"CF",200803,11,0,3,3
"CF",200804,4,1,1,7
"CF",200805,8,1,3,8
"CF",200806,14,0,1,12
"CF",200807,4,0,3,2
"CF",200808,6,0,0,7
"CF",200809,4,2,5,13
"CF",200810,24,4,7,17
"CF",200811,19,7,12,19
"CF",200812,23,5,7,19
"CF",200901,12,6,8,38
"CF",200902,9,1,7,9
"CF",200903,12,4,5,4
"CF",200904,3,1,3,2
"CF",200905,8,1,3,4
"CF",200906,0,2,3,9
"CF",200907,0,1,0,8
"CF",200908,2,0,2,7
"CF",200909,9,3,3,9
"CF",200910,7,0,1,3
"CF",200911,11,8,11,11
"CF",200912,5,3,0,4
"CF",201001,11,4,1,9
"CF",201002,2,0,0,9
"CF",201003,5,0,3,2
"CF",201004,4,0,10,8
"CF",201005,2,0,3,6
"CF",201006,0,2,0,0
"CF",201007,0,2,2,2
"CF",201008,3,1,7,19
"CF",201009,7,3,2,5
"CF",201010,5,3,4,8
"CF",201011,9,2,5,4
"CF",201012,2,1,4,7
"CF",201101,3,1,0,1
"CF",201102,2,0,4,5
"CF",201103,7,10,1,6
"CF",201104,0,0,1,2
"CF",201105,0,3,1,1
"CF",201106,4,2,0,3
"CF",201107,2,5,0,2
"CF",201108,0,0,0,0
"CF",201109,0,0,0,0
"CF",201110,0,0,0,0
"CF",201111,0,0,0,0
"CF",201112,0,0,0,0
"CF",201201,0,0,0,0
"CF",201202,0,0,0,0
"CF",201203,0,0,0,0
"CF",201204,0,0,0,0
"CF",201205,0,0,0,0
"CF",201206,0,0,0,0
"CF",201207,0,0,0,0
"CF",201208,0,0,0,0
"CF",201209,0,0,0,0
"CF",201210,0,0,0,0
"CF",201211,339,50,130,154
"CF",201212,166,50,61,42
"CG",199001,0,0,0,0
"CG",199002,0,0,0,0
"CG",199003,0,0,0,0
"CG",199004,1,0,0,0
"CG",199005,0,0,0,0
"CG",199006,0,0,0,0
"CG",199007,0,0,0,0
"CG",199008,0,0,0,0
"CG",199009,0,0,0,0
"CG",199010,1,2,0,0
"CG",199011,0,0,0,0
"CG",199012,0,0,0,0
"CG",199101,0,0,0,1
"CG",199102,0,0,0,1
"CG",199103,1,0,0,0
"CG",199104,0,0,0,0
"CG",199105,0,0,0,0
"CG",199106,0,0,0,0
"CG",199107,0,0,0,0
"CG",199108,0,0,0,0
"CG",199109,2,10,0,0
"CG",199110,0,0,0,0
"CG",199111,0,0,0,0
"CG",199112,0,0,0,0
"CG",199201,0,1,0,0
"CG",199202,0,0,0,0
"CG",199203,0,0,0,0
"CG",199204,0,0,0,0
"CG",199205,0,0,0,0
"CG",199206,0,0,0,0
"CG",199207,0,0,0,0
"CG",199208,0,0,0,0
"CG",199209,4,0,0,0
"CG",199210,0,0,0,0
"CG",199211,0,0,0,0
"CG",199212,0,0,0,0
"CG",199301,0,0,0,0
"CG",199302,0,0,0,0
"CG",199303,0,0,0,1
"CG",199304,0,0,0,0
"CG",199305,2,0,0,0
"CG",199306,0,0,0,0
"CG",199307,1,0,0,1
"CG",199308,0,0,0,0
"CG",199309,0,0,0,0
"CG",199310,0,0,0,0
"CG",199311,0,0,0,0
"CG",199312,0,0,1,0
"CG",199401,0,0,0,2
"CG",199402,0,1,0,0
"CG",199403,0,0,0,0
"CG",199404,0,0,0,0
"CG",199405,0,0,0,0
"CG",199406,0,0,0,0
"CG",199407,1,1,0,0
"CG",199408,0,0,2,3
"CG",199409,0,0,0,0
"CG",199410,0,0,0,0
"CG",199411,1,0,0,2
"CG",199412,0,0,0,0
"CG",199501,0,2,0,0
"CG",199502,2,0,0,0
"CG",199503,0,0,0,0
"CG",199504,0,0,1,0
"CG",199505,0,0,0,0
"CG",199506,2,0,0,0
"CG",199507,0,0,0,0
"CG",199508,0,0,0,0
"CG",199509,0,0,0,0
"CG",199510,0,0,0,0
"CG",199511,0,0,0,1
"CG",199512,0,0,0,2
"CG",199601,1,0,0,2
"CG",199602,2,0,0,1
"CG",199603,1,0,0,0
"CG",199604,2,0,0,0
"CG",199605,0,0,0,0
"CG",199606,0,0,2,0
"CG",199607,1,0,0,0
"CG",199608,0,0,0,0
"CG",199609,0,0,0,0
"CG",199610,3,4,4,9
"CG",199611,63,21,23,38
"CG",199612,53,22,43,49
"CG",199701,37,4,15,34
"CG",199702,117,27,34,75
"CG",199703,254,59,53,53
"CG",199704,351,50,89,111
"CG",199705,347,53,71,84
"CG",199706,7,1,2,4
"CG",199707,2,0,2,1
"CG",199708,8,0,2,3
"CG",199709,3,1,1,3
"CG",199710,10,2,0,5
"CG",199711,1,0,2,2
"CG",199712,12,0,4,2
"CG",199801,3,1,2,2
"CG",199802,3,1,2,1
"CG",199803,2,0,4,1
"CG",199804,9,4,6,3
"CG",199805,10,1,1,3
"CG",199806,2,0,2,4
"CG",199807,1,2,1,9
"CG",199808,220,84,118,183
"CG",199809,103,20,53,75
"CG",199810,123,12,67,136
"CG",199811,31,7,23,47
"CG",199812,43,7,7,24
"CG",199901,125,8,21,16
"CG",199902,49,4,10,19
"CG",199903,42,11,20,20
"CG",199904,28,3,4,13
"CG",199905,20,2,13,27
"CG",199906,36,1,24,22
"CG",199907,50,8,24,17
"CG",199908,36,6,10,11
"CG",199909,25,7,20,9
"CG",199910,10,0,28,22
"CG",199911,50,3,41,56
"CG",199912,27,10,9,23
"CG",200001,42,5,24,23
"CG",200002,21,5,21,21
"CG",200003,13,2,9,0
"CG",200004,25,3,23,31
"CG",200005,14,5,6,8
"CG",200006,15,4,5,0
"CG",200007,3,1,1,2
"CG",200008,21,4,12,8
"CG",200009,32,0,3,12
"CG",200010,10,0,12,15
"CG",200011,6,0,0,11
"CG",200012,6,6,2,9
"CG",200101,40,15,4,23
"CG",200102,11,7,9,5
"CG",200103,44,13,5,5
"CG",200104,41,11,10,18
"CG",200105,22,3,12,2
"CG",200106,9,3,1,4
"CG",200107,19,3,3,6
"CG",200108,26,0,15,4
"CG",200109,8,1,2,6
"CG",200110,35,5,3,8
"CG",200111,8,2,5,5
"CG",200112,14,4,4,7
"CG",200201,38,4,2,4
"CG",200202,26,3,16,11
"CG",200203,34,8,19,6
"CG",200204,54,1,13,7
"CG",200205,34,1,5,7
"CG",200206,13,2,5,13
"CG",200207,25,4,6,4
"CG",200208,19,4,2,12
"CG",200209,15,8,10,21
"CG",200210,45,0,7,15
"CG",200211,18,0,9,11
"CG",200212,21,3,5,13
"CG",200301,25,13,24,31
"CG",200302,26,5,14,14
"CG",200303,29,2,11,19
"CG",200304,28,2,8,4
"CG",200305,14,5,4,3
"CG",200306,27,15,12,10
"CG",200307,39,8,11,4
"CG",200308,4,3,4,1
"CG",200309,3,0,2,1
"CG",200310,2,5,0,0
"CG",200311,10,4,3,4
"CG",200312,1,1,0,0
"CG",200401,12,2,2,2
"CG",200402,7,1,0,2
"CG",200403,4,0,0,2
"CG",200404,6,0,0,4
"CG",200405,27,1,5,9
"CG",200406,16,5,18,38
"CG",200407,3,2,0,6
"CG",200408,0,0,3,0
"CG",200409,3,2,2,7
"CG",200410,2,0,0,4
"CG",200411,8,0,0,4
"CG",200412,15,2,0,8
"CG",200501,1,0,0,3
"CG",200502,2,0,0,0
"CG",200503,4,1,0,3
"CG",200504,3,3,0,0
"CG",200505,4,1,3,8
"CG",200506,8,2,3,1
"CG",200507,5,4,4,2
"CG",200508,0,1,0,0
"CG",200509,1,2,3,3
"CG",200510,4,3,3,0
"CG",200511,0,0,0,3
"CG",200512,1,0,0,2
"CG",200601,5,2,0,3
"CG",200602,5,0,1,4
"CG",200603,8,0,3,1
"CG",200604,9,0,7,11
"CG",200605,4,0,5,13
"CG",200606,4,1,0,9
"CG",200607,13,5,4,7
"CG",200608,11,1,2,8
"CG",200609,3,0,0,2
"CG",200610,8,0,1,13
"CG",200611,8,4,3,26
"CG",200612,3,1,1,7
"CG",200701,4,0,0,2
"CG",200702,8,0,3,10
"CG",200703,16,2,2,22
"CG",200704,5,5,2,3
"CG",200705,2,0,0,8
"CG",200706,8,0,0,4
"CG",200707,1,0,2,0
"CG",200708,0,0,0,9
"CG",200709,33,9,7,18
"CG",200710,27,12,11,55
"CG",200711,23,4,0,14
"CG",200712,31,6,12,32
"CG",200801,8,14,9,16
"CG",200802,17,0,1,5
"CG",200803,0,0,1,2
"CG",200804,4,1,0,0
"CG",200805,3,1,6,10
"CG",200806,2,0,2,1
"CG",200807,4,9,5,0
"CG",200808,4,0,1,6
"CG",200809,11,1,5,11
"CG",200810,69,16,25,65
"CG",200811,207,30,56,70
"CG",200812,64,10,28,16
"CG",200901,65,10,24,54
"CG",200902,27,9,6,23
"CG",200903,21,7,3,16
"CG",200904,12,6,17,15
"CG",200905,8,1,14,11
"CG",200906,3,0,2,0
"CG",200907,2,0,3,3
"CG",200908,8,0,7,24
"CG",200909,5,1,3,5
"CG",200910,8,6,1,4
"CG",200911,8,2,0,18
"CG",200912,21,1,4,30
"CG",201001,11,3,8,18
"CG",201002,9,1,0,2
"CG",201003,0,1,0,4
"CG",201004,19,2,5,23
"CG",201005,2,0,3,8
"CG",201006,2,1,0,0
"CG",201007,4,2,5,6
"CG",201008,14,3,11,14
"CG",201009,18,7,4,15
"CG",201010,15,1,9,16
"CG",201011,0,0,1,6
"CG",201012,4,0,0,0
"CG",201101,0,0,4,0
"CG",201102,3,0,5,4
"CG",201103,2,3,2,1
"CG",201104,1,1,0,2
"CG",201105,0,1,0,0
"CG",201106,1,0,3,10
"CG",201107,0,0,3,4
"CG",201108,0,0,0,0
"CG",201109,0,0,0,0
"CG",201110,0,0,0,0
"CG",201111,0,0,0,0
"CG",201112,0,0,0,0
"CG",201201,0,0,0,0
"CG",201202,0,0,0,0
"CG",201203,0,0,0,0
"CG",201204,0,0,0,0
"CG",201205,0,0,0,0
"CG",201206,0,0,0,0
"CG",201207,0,0,0,0
"CG",201208,0,0,0,0
"CG",201209,0,0,0,0
"CG",201210,0,0,0,0
"CG",201211,122,20,68,56
"CG",201212,60,13,21,28
"CT",199001,0,0,0,0
"CT",199002,0,0,0,0
"CT",199003,0,0,0,0
"CT",199004,0,0,0,0
"CT",199005,0,0,0,0
"CT",199006,0,0,0,0
"CT",199007,0,0,0,0
"CT",199008,0,0,0,0
"CT",199009,0,0,0,0
"CT",199010,0,0,0,0
"CT",199011,0,0,0,0
"CT",199012,0,0,0,0
"CT",199101,0,0,0,0
"CT",199102,0,0,0,0
"CT",199103,0,0,0,0
"CT",199104,0,0,0,0
"CT",199105,0,0,0,0
"CT",199106,0,0,0,0
"CT",199107,0,0,0,0
"CT",199108,0,0,0,0
"CT",199109,0,0,0,0
"CT",199110,0,0,0,0
"CT",199111,0,0,0,0
"CT",199112,0,0,0,0
"CT",199201,0,0,0,0
"CT",199202,0,0,0,0
"CT",199203,0,0,0,0
"CT",199204,0,0,0,0
"CT",199205,0,0,0,0
"CT",199206,0,0,0,0
"CT",199207,0,0,0,0
"CT",199208,0,0,0,0
"CT",199209,0,0,0,0
"CT",199210,0,0,0,0
"CT",199211,0,0,0,0
"CT",199212,0,0,0,0
"CT",199301,1,0,0,0
"CT",199302,0,0,0,0
"CT",199303,0,0,0,0
"CT",199304,0,0,0,0
"CT",199305,0,0,0,0
"CT",199306,0,0,0,0
"CT",199307,0,0,0,0
"CT",199308,0,0,0,0
"CT",199309,0,1,0,0
"CT",199310,0,0,0,0
"CT",199311,0,0,0,0
"CT",199312,0,0,0,0
"CT",199401,0,0,0,0
"CT",199402,0,0,0,2
"CT",199403,0,0,0,0
"CT",199404,0,0,2,4
"CT",199405,0,0,0,0
"CT",199406,0,0,0,0
"CT",199407,2,0,0,0
"CT",199408,0,0,0,0
"CT",199409,0,0,0,0
"CT",199410,0,0,0,0
"CT",199411,0,0,0,0
"CT",199412,0,0,0,0
"CT",199501,0,0,0,0
"CT",199502,0,0,0,0
"CT",199503,0,0,0,0
"CT",199504,3,0,0,0
"CT",199505,0,0,0,0
"CT",199506,0,0,0,0
"CT",199507,0,0,0,0
"CT",199508,0,0,0,0
"CT",199509,0,0,0,0
"CT",199510,2,0,0,0
"CT",199511,0,0,0,0
"CT",199512,0,0,0,1
"CT",199601,1,1,0,0
"CT",199602,0,0,0,0
"CT",199603,0,0,0,0
"CT",199604,2,2,3,0
"CT",199605,21,1,4,6
"CT",199606,1,0,2,0
"CT",199607,0,0,0,0
"CT",199608,0,0,0,0
"CT",199609,0,0,0,0
"CT",199610,0,0,1,1
"CT",199611,13,1,4,4
"CT",199612,18,1,6,15
"CT",199701,8,2,1,21
"CT",199702,0,0,1,2
"CT",199703,7,0,2,0
"CT",199704,5,0,0,0
"CT",199705,7,4,1,2
"CT",199706,1,1,0,1
"CT",199707,2,1,0,5
"CT",199708,0,0,0,0
"CT",199709,0,0,0,0
"CT",199710,0,1,0,0
"CT",199711,0,0,0,2
"CT",199712,0,0,0,0
"CT",199801,0,0,0,4
"CT",199802,0,0,0,0
"CT",199803,0,0,0,0
"CT",199804,0,0,3,0
"CT",199805,0,0,0,0
"CT",199806,2,0,0,0
"CT",199807,0,0,0,0
"CT",199808,2,0,1,2
"CT",199809,2,0,0,1
"CT",199810,4,0,0,0
"CT",199811,2,0,0,0
"CT",199812,1,0,2,0
"CT",199901,10,4,4,11
"CT",199902,0,0,0,0
"CT",199903,0,0,1,0
"CT",199904,0,0,0,1
"CT",199905,5,0,1,0
"CT",199906,0,0,0,1
"CT",199907,9,1,1,7
"CT",199908,4,1,0,0
"CT",199909,0,0,2,1
"CT",199910,1,0,1,0
"CT",199911,1,0,3,0
"CT",199912,5,0,0,4
"CT",200001,3,2,4,0
"CT",200002,0,0,0,0
"CT",200003,0,0,0,0
"CT",200004,0,0,0,2
"CT",200005,0,0,0,0
"CT",200006,1,0,0,0
"CT",200007,0,0,4,1
"CT",200008,2,0,0,7
"CT",200009,1,0,0,13
"CT",200010,1,3,0,1
"CT",200011,0,0,0,0
"CT",200012,1,0,0,0
"CT",200101,0,1,0,2
"CT",200102,0,0,0,0
"CT",200103,2,0,0,0
"CT",200104,4,4,1,5
"CT",200105,5,3,0,8
"CT",200106,25,13,9,14
"CT",200107,1,0,3,3
"CT",200108,3,0,0,2
"CT",200109,0,1,0,0
"CT",200110,0,0,0,0
"CT",200111,3,1,1,2
"CT",200112,13,1,14,0
"CT",200201,5,0,0,0
"CT",200202,1,0,0,0
"CT",200203,0,0,0,0
"CT",200204,0,0,1,0
"CT",200205,0,0,2,0
"CT",200206,0,0,0,0
"CT",200207,0,0,0,1
"CT",200208,0,0,0,0
"CT",200209,0,0,0,0
"CT",200210,25,4,6,24
"CT",200211,20,9,19,17
"CT",200212,20,5,3,6
"CT",200301,13,0,1,3
"CT",200302,9,8,6,10
"CT",200303,33,3,13,20
"CT",200304,3,0,1,3
"CT",200305,1,0,0,6
"CT",200306,3,0,2,2
"CT",200307,1,3,2,5
"CT",200308,3,0,0,6
"CT",200309,1,0,0,2
"CT",200310,3,0,0,1
"CT",200311,0,4,0,0
"CT",200312,9,1,0,3
"CT",200401,2,0,0,0
"CT",200402,0,0,0,0
"CT",200403,18,2,1,16
"CT",200404,4,0,0,5
"CT",200405,2,0,2,0
"CT",200406,3,0,3,0
"CT",200407,0,0,0,0
"CT",200408,2,0,0,2
"CT",200409,0,0,0,0
"CT",200410,0,1,0,0
"CT",200411,1,0,1,0
"CT",200412,0,1,2,0
"CT",200501,0,0,0,0
"CT",200502,0,0,0,0
"CT",200503,0,0,0,0
"CT",200504,0,0,0,0
"CT",200505,0,0,0,0
"CT",200506,0,0,0,2
"CT",200507,1,0,0,0
"CT",200508,0,0,0,0
"CT",200509,0,0,2,0
"CT",200510,0,0,0,0
"CT",200511,0,0,0,0
"CT",200512,0,0,0,0
"CT",200601,2,2,0,0
"CT",200602,0,2,2,3
"CT",200603,0,0,1,2
"CT",200604,5,0,1,1
"CT",200605,0,1,3,7
"CT",200606,4,0,5,3
"CT",200607,1,1,2,2
"CT",200608,8,3,4,7
"CT",200609,1,0,0,1
"CT",200610,1,1,4,11
