"","Code","MonthYear","1","2","3","4"
"2084","CT",201308,17,17,20,35
"2085","CT",201309,14,7,24,33
"2086","CT",201310,20,1,5,37
"2087","CT",201311,10,16,27,76
"2088","CT",201312,64,28,53,106
"2089","CT",201401,40,23,18,43
"2090","CT",201402,23,17,29,56
"2091","CT",201403,16,16,12,18
"2092","CT",201404,25,14,10,67
"2093","CT",201405,48,4,39,109
"2094","CT",201406,12,2,9,19
"2095","CT",201407,24,5,26,31
"2096","CT",201408,29,5,14,26
"2097","CT",201409,15,2,17,39
"2098","CT",201410,6,2,4,41
"2099","CT",201411,31,28,15,45
"2100","CT",201412,NA,NA,NA,NA
"2101","EG",199001,NA,NA,NA,NA
"2102","EG",199002,1,0,0,3
"2103","EG",199003,2,0,2,0
"2104","EG",199004,1,0,0,0
"2105","EG",199005,1,0,0,2
"2106","EG",199006,NA,NA,NA,NA
"2107","EG",199007,NA,NA,NA,NA
"2108","EG",199008,0,0,0,1
"2109","EG",199009,1,1,0,2
"2110","EG",199010,4,0,0,1
"2111","EG",199011,NA,NA,NA,NA
"2112","EG",199012,2,0,0,3
"2113","EG",199101,NA,NA,NA,NA
"2114","EG",199102,NA,NA,NA,NA
"2115","EG",199103,0,1,0,0
"2116","EG",199104,0,0,0,4
"2117","EG",199105,NA,NA,NA,NA
"2118","EG",199106,0,0,0,1
"2119","EG",199107,NA,NA,NA,NA
"2120","EG",199108,NA,NA,NA,NA
"2121","EG",199109,0,0,0,2
"2122","EG",199110,0,0,0,3
"2123","EG",199111,0,0,0,2
"2124","EG",199112,NA,NA,NA,NA
"2125","EG",199201,1,0,0,0
"2126","EG",199202,NA,NA,NA,NA
"2127","EG",199203,0,0,0,1
"2128","EG",199204,NA,NA,NA,NA
"2129","EG",199205,2,0,0,0
"2130","EG",199206,NA,NA,NA,NA
"2131","EG",199207,NA,NA,NA,NA
"2132","EG",199208,NA,NA,NA,NA
"2133","EG",199209,0,0,0,2
"2134","EG",199210,NA,NA,NA,NA
"2135","EG",199211,0,0,0,1
"2136","EG",199212,NA,NA,NA,NA
"2137","EG",199301,NA,NA,NA,NA
"2138","EG",199302,0,0,0,2
"2139","EG",199303,0,0,0,2
"2140","EG",199304,2,0,0,8
"2141","EG",199305,2,0,0,2
"2142","EG",199306,2,0,0,0
"2143","EG",199307,4,0,0,4
"2144","EG",199308,0,0,0,4
"2145","EG",199309,0,0,0,11
"2146","EG",199310,0,0,2,5
"2147","EG",199311,0,0,2,9
"2148","EG",199312,0,0,0,6
"2149","EG",199401,NA,NA,NA,NA
"2150","EG",199402,2,0,0,18
"2151","EG",199403,0,0,1,7
"2152","EG",199404,3,0,0,3
"2153","EG",199405,0,1,0,1
"2154","EG",199406,1,0,0,1
"2155","EG",199407,1,0,0,1
"2156","EG",199408,0,0,0,1
"2157","EG",199409,0,0,0,5
"2158","EG",199410,1,0,0,11
"2159","EG",199411,0,0,0,4
"2160","EG",199412,1,0,2,8
"2161","EG",199501,1,4,3,16
"2162","EG",199502,0,1,0,12
"2163","EG",199503,4,0,0,8
"2164","EG",199504,1,0,1,14
"2165","EG",199505,NA,NA,NA,NA
"2166","EG",199506,6,0,0,8
"2167","EG",199507,3,2,0,4
"2168","EG",199508,2,0,1,8
"2169","EG",199509,3,1,1,7
"2170","EG",199510,1,0,0,1
"2171","EG",199511,3,0,0,16
"2172","EG",199512,1,0,0,3
"2173","EG",199601,0,0,0,2
"2174","EG",199602,0,0,0,9
"2175","EG",199603,5,0,0,8
"2176","EG",199604,4,1,0,8
"2177","EG",199605,4,0,0,2
"2178","EG",199606,5,0,0,3
"2179","EG",199607,6,0,2,3
"2180","EG",199608,2,3,1,7
"2181","EG",199609,3,1,0,10
"2182","EG",199610,4,0,0,9
"2183","EG",199611,0,0,0,5
"2184","EG",199612,2,1,0,4
"2185","EG",199701,7,1,0,7
"2186","EG",199702,2,1,0,16
"2187","EG",199703,1,0,0,2
"2188","EG",199704,3,0,0,2
"2189","EG",199705,1,0,0,0
"2190","EG",199706,2,0,0,6
"2191","EG",199707,0,0,0,5
"2192","EG",199708,0,5,0,7
"2193","EG",199709,3,0,0,7
"2194","EG",199710,2,0,1,5
"2195","EG",199711,13,0,1,12
"2196","EG",199712,4,1,0,14
"2197","EG",199801,4,0,1,4
"2198","EG",199802,1,0,0,6
"2199","EG",199803,0,0,2,5
"2200","EG",199804,2,0,0,4
"2201","EG",199805,3,0,0,5
"2202","EG",199806,0,0,0,1
"2203","EG",199807,1,0,0,0
"2204","EG",199808,16,0,7,1
"2205","EG",199809,3,0,0,1
"2206","EG",199810,3,0,1,2
"2207","EG",199811,0,0,2,1
"2208","EG",199812,6,2,4,3
"2209","EG",199901,0,0,0,1
"2210","EG",199902,4,1,0,0
"2211","EG",199903,1,0,1,1
"2212","EG",199904,6,0,0,8
"2213","EG",199905,0,0,0,3
"2214","EG",199906,5,0,1,1
"2215","EG",199907,1,0,0,7
"2216","EG",199908,2,0,0,1
"2217","EG",199909,12,0,0,1
"2218","EG",199910,0,2,0,0
"2219","EG",199911,0,0,1,0
"2220","EG",199912,2,3,2,0
"2221","EG",200001,4,0,1,2
"2222","EG",200002,1,0,4,3
"2223","EG",200003,3,0,2,0
"2224","EG",200004,1,0,0,1
"2225","EG",200005,4,0,2,3
"2226","EG",200006,4,0,2,0
"2227","EG",200007,2,0,2,0
"2228","EG",200008,1,0,0,1
"2229","EG",200009,4,0,0,0
"2230","EG",200010,1,1,1,4
"2231","EG",200011,1,2,1,2
"2232","EG",200012,4,2,1,0
"2233","EG",200101,1,0,1,3
"2234","EG",200102,0,0,0,2
"2235","EG",200103,NA,NA,NA,NA
"2236","EG",200104,1,0,0,1
"2237","EG",200105,6,0,0,5
"2238","EG",200106,0,0,0,3
"2239","EG",200107,1,1,0,1
"2240","EG",200108,9,0,0,0
"2241","EG",200109,4,0,0,0
"2242","EG",200110,4,0,2,6
"2243","EG",200111,2,0,0,9
"2244","EG",200112,2,3,0,4
"2245","EG",200201,8,2,0,2
"2246","EG",200202,NA,NA,NA,NA
"2247","EG",200203,2,0,0,3
"2248","EG",200204,0,0,0,1
"2249","EG",200205,0,0,0,1
"2250","EG",200206,NA,NA,NA,NA
"2251","EG",200207,3,0,0,0
"2252","EG",200208,2,0,0,0
"2253","EG",200209,1,0,0,0
"2254","EG",200210,1,0,0,2
"2255","EG",200211,3,0,0,3
"2256","EG",200212,2,2,1,0
"2257","EG",200301,2,4,0,8
"2258","EG",200302,NA,NA,NA,NA
"2259","EG",200303,1,0,0,0
"2260","EG",200304,5,0,2,5
"2261","EG",200305,2,0,2,2
"2262","EG",200306,2,0,2,1
"2263","EG",200307,1,0,1,1
"2264","EG",200308,6,0,0,5
"2265","EG",200309,5,0,3,0
"2266","EG",200310,3,0,0,1
"2267","EG",200311,1,1,0,1
"2268","EG",200312,8,2,0,1
"2269","EG",200401,NA,NA,NA,NA
"2270","EG",200402,2,1,0,2
"2271","EG",200403,1,0,0,1
"2272","EG",200404,0,0,0,4
"2273","EG",200405,2,0,0,1
"2274","EG",200406,0,0,1,3
"2275","EG",200407,3,1,0,4
"2276","EG",200408,15,0,0,1
"2277","EG",200409,4,0,0,4
"2278","EG",200410,4,0,1,8
"2279","EG",200411,0,0,1,4
"2280","EG",200412,3,2,0,1
"2281","EG",200501,3,0,1,5
"2282","EG",200502,1,0,1,5
"2283","EG",200503,2,0,0,9
"2284","EG",200504,4,2,1,12
"2285","EG",200505,13,0,0,1
"2286","EG",200506,6,0,2,1
"2287","EG",200507,3,0,1,28
"2288","EG",200508,4,0,0,5
"2289","EG",200509,1,0,0,4
"2290","EG",200510,1,0,0,1
"2291","EG",200511,11,0,1,3
"2292","EG",200512,2,2,0,4
"2293","EG",200601,0,0,0,2
"2294","EG",200602,0,0,0,4
"2295","EG",200603,0,1,0,0
"2296","EG",200604,5,2,3,33
"2297","EG",200605,0,0,0,11
"2298","EG",200606,7,3,0,3
"2299","EG",200607,2,0,6,0
"2300","EG",200608,2,0,0,1
"2301","EG",200609,2,0,0,3
"2302","EG",200610,NA,NA,NA,NA
"2303","EG",200611,0,0,2,5
"2304","EG",200612,7,2,1,6
"2305","EG",200701,1,1,0,7
"2306","EG",200702,6,0,0,2
"2307","EG",200703,2,0,0,2
"2308","EG",200704,5,0,1,22
"2309","EG",200705,2,1,0,6
"2310","EG",200706,0,3,4,8
"2311","EG",200707,7,0,2,0
"2312","EG",200708,7,0,1,7
"2313","EG",200709,2,0,0,1
"2314","EG",200710,4,0,0,3
"2315","EG",200711,18,6,1,0
"2316","EG",200712,4,0,0,11
"2317","EG",200801,3,0,0,11
"2318","EG",200802,7,0,2,11
"2319","EG",200803,1,0,2,0
"2320","EG",200804,2,0,0,0
"2321","EG",200805,0,1,1,6
"2322","EG",200806,0,0,0,3
"2323","EG",200807,1,0,1,1
"2324","EG",200808,1,0,4,0
"2325","EG",200809,1,0,3,15
"2326","EG",200810,5,0,0,15
"2327","EG",200811,0,0,5,11
"2328","EG",200812,1,3,0,2
"2329","EG",200901,4,1,0,8
"2330","EG",200902,17,1,0,18
"2331","EG",200903,3,0,0,6
"2332","EG",200904,7,0,3,1
"2333","EG",200905,2,0,8,5
"2334","EG",200906,0,0,1,0
"2335","EG",200907,12,0,0,1
"2336","EG",200908,9,0,0,9
"2337","EG",200909,2,8,0,4
"2338","EG",200910,4,0,2,5
"2339","EG",200911,4,2,2,20
"2340","EG",200912,2,3,4,5
"2341","EG",201001,2,0,3,14
"2342","EG",201002,1,0,6,2
"2343","EG",201003,1,0,3,0
"2344","EG",201004,17,0,1,5
"2345","EG",201005,0,0,0,2
"2346","EG",201006,1,0,0,1
"2347","EG",201007,4,0,0,4
"2348","EG",201008,3,0,1,1
"2349","EG",201009,9,1,1,11
"2350","EG",201010,2,0,0,1
"2351","EG",201011,9,0,2,7
"2352","EG",201012,9,2,1,5
"2353","EG",201101,105,17,92,158
"2354","EG",201102,454,111,282,264
"2355","EG",201103,340,96,118,206
"2356","EG",201104,136,58,67,142
"2357","EG",201105,116,46,68,173
"2358","EG",201106,152,52,64,177
"2359","EG",201107,84,18,84,139
"2360","EG",201108,190,48,72,189
"2361","EG",201109,80,20,34,75
"2362","EG",201110,78,23,41,47
"2363","EG",201111,109,28,45,97
"2364","EG",201112,55,38,21,81
"2365","EG",201201,152,30,65,105
"2366","EG",201202,41,12,35,28
"2367","EG",201203,71,19,23,36
"2368","EG",201204,81,13,12,44
"2369","EG",201205,53,9,49,52
"2370","EG",201206,122,28,53,87
"2371","EG",201207,63,7,19,75
"2372","EG",201208,54,8,22,86
"2373","EG",201209,41,33,8,54
"2374","EG",201210,40,2,17,35
"2375","EG",201211,33,25,40,47
"2376","EG",201212,59,26,45,45
"2377","EG",201301,63,12,28,61
"2378","EG",201302,58,10,23,58
"2379","EG",201303,34,7,41,53
"2380","EG",201304,11,6,9,21
"2381","EG",201305,24,5,10,17
"2382","EG",201306,119,22,90,48
"2383","EG",201307,228,39,160,232
"2384","EG",201308,131,29,120,230
"2385","EG",201309,81,6,35,105
"2386","EG",201310,115,17,42,181
"2387","EG",201311,88,16,52,105
"2388","EG",201312,41,6,54,111
"2389","EG",201401,84,22,72,114
"2390","EG",201402,56,12,58,96
"2391","EG",201403,68,6,31,106
"2392","EG",201404,51,11,24,101
"2393","EG",201405,170,59,81,250
"2394","EG",201406,108,16,51,54
"2395","EG",201407,1729,240,805,408
"2396","EG",201408,1537,169,523,427
"2397","EG",201409,373,29,89,107
"2398","EG",201410,154,31,47,100
"2399","EG",201411,93,20,49,104
"2400","EG",201412,NA,NA,NA,NA
"2401","ER",199001,0,1,0,10
"2402","ER",199002,1,3,2,12
"2403","ER",199003,4,0,5,1
"2404","ER",199004,4,3,3,7
"2405","ER",199005,1,0,2,10
"2406","ER",199006,2,2,0,2
"2407","ER",199007,NA,NA,NA,NA
"2408","ER",199008,1,0,0,0
"2409","ER",199009,1,0,0,0
"2410","ER",199010,1,0,0,2
"2411","ER",199011,0,0,5,1
"2412","ER",199012,1,0,0,1
"2413","ER",199101,0,0,0,3
"2414","ER",199102,0,0,1,3
"2415","ER",199103,9,2,1,0
"2416","ER",199104,3,3,1,2
"2417","ER",199105,24,3,4,14
"2418","ER",199106,6,0,2,3
"2419","ER",199107,3,0,0,0
"2420","ER",199108,NA,NA,NA,NA
"2421","ER",199109,2,0,0,0
"2422","ER",199110,NA,NA,NA,NA
"2423","ER",199111,0,0,0,1
"2424","ER",199112,NA,NA,NA,NA
"2425","ER",199201,NA,NA,NA,NA
"2426","ER",199202,NA,NA,NA,NA
"2427","ER",199203,NA,NA,NA,NA
"2428","ER",199204,NA,NA,NA,NA
"2429","ER",199205,1,0,0,0
"2430","ER",199206,NA,NA,NA,NA
"2431","ER",199207,NA,NA,NA,NA
"2432","ER",199208,NA,NA,NA,NA
"2433","ER",199209,NA,NA,NA,NA
"2434","ER",199210,NA,NA,NA,NA
"2435","ER",199211,1,0,0,0
"2436","ER",199212,NA,NA,NA,NA
"2437","ER",199301,NA,NA,NA,NA
"2438","ER",199302,NA,NA,NA,NA
"2439","ER",199303,NA,NA,NA,NA
"2440","ER",199304,1,6,0,5
"2441","ER",199305,NA,NA,NA,NA
"2442","ER",199306,NA,NA,NA,NA
"2443","ER",199307,NA,NA,NA,NA
"2444","ER",199308,NA,NA,NA,NA
"2445","ER",199309,NA,NA,NA,NA
"2446","ER",199310,NA,NA,NA,NA
"2447","ER",199311,NA,NA,NA,NA
"2448","ER",199312,NA,NA,NA,NA
"2449","ER",199401,NA,NA,NA,NA
"2450","ER",199402,NA,NA,NA,NA
"2451","ER",199403,NA,NA,NA,NA
"2452","ER",199404,NA,NA,NA,NA
"2453","ER",199405,NA,NA,NA,NA
"2454","ER",199406,NA,NA,NA,NA
"2455","ER",199407,NA,NA,NA,NA
"2456","ER",199408,NA,NA,NA,NA
"2457","ER",199409,1,0,0,0
"2458","ER",199410,NA,NA,NA,NA
"2459","ER",199411,NA,NA,NA,NA
"2460","ER",199412,0,0,0,2
"2461","ER",199501,NA,NA,NA,NA
"2462","ER",199502,NA,NA,NA,NA
"2463","ER",199503,0,0,1,0
"2464","ER",199504,NA,NA,NA,NA
"2465","ER",199505,NA,NA,NA,NA
"2466","ER",199506,NA,NA,NA,NA
"2467","ER",199507,NA,NA,NA,NA
"2468","ER",199508,1,0,0,0
"2469","ER",199509,1,0,0,0
"2470","ER",199510,NA,NA,NA,NA
"2471","ER",199511,NA,NA,NA,NA
"2472","ER",199512,NA,NA,NA,NA
"2473","ER",199601,4,0,1,5
"2474","ER",199602,NA,NA,NA,NA
"2475","ER",199603,0,0,0,1
"2476","ER",199604,2,0,0,0
"2477","ER",199605,3,1,0,3
"2478","ER",199606,1,1,0,0
"2479","ER",199607,NA,NA,NA,NA
"2480","ER",199608,NA,NA,NA,NA
"2481","ER",199609,0,0,0,4
"2482","ER",199610,0,1,0,4
"2483","ER",199611,NA,NA,NA,NA
"2484","ER",199612,10,0,0,0
"2485","ER",199701,5,2,4,6
"2486","ER",199702,0,3,2,0
"2487","ER",199703,6,0,0,3
"2488","ER",199704,0,0,1,8
"2489","ER",199705,1,0,0,2
"2490","ER",199706,1,0,2,3
"2491","ER",199707,0,1,0,0
"2492","ER",199708,1,0,0,0
"2493","ER",199709,1,0,0,0
"2494","ER",199710,0,0,0,2
"2495","ER",199711,NA,NA,NA,NA
"2496","ER",199712,0,0,0,1
"2497","ER",199801,0,0,0,1
"2498","ER",199802,0,0,0,4
"2499","ER",199803,NA,NA,NA,NA
"2500","ER",199804,1,0,0,0
"2501","ER",199805,2,0,2,0
"2502","ER",199806,1,0,2,5
"2503","ER",199807,3,0,1,1
"2504","ER",199808,0,0,0,2
"2505","ER",199809,2,0,0,0
"2506","ER",199810,2,1,0,2
"2507","ER",199811,0,0,0,1
"2508","ER",199812,0,0,1,2
"2509","ER",199901,2,0,0,4
"2510","ER",199902,NA,NA,NA,NA
"2511","ER",199903,2,0,0,1
"2512","ER",199904,3,1,10,0
"2513","ER",199905,1,0,1,1
"2514","ER",199906,5,0,1,0
"2515","ER",199907,NA,NA,NA,NA
"2516","ER",199908,0,0,0,6
"2517","ER",199909,0,0,1,0
"2518","ER",199910,0,2,0,0
"2519","ER",199911,2,1,0,0
"2520","ER",199912,1,0,0,2
"2521","ER",200001,NA,NA,NA,NA
"2522","ER",200002,2,0,0,1
"2523","ER",200003,6,1,1,2
"2524","ER",200004,NA,NA,NA,NA
"2525","ER",200005,5,0,0,3
"2526","ER",200006,3,0,1,0
"2527","ER",200007,4,0,0,1
"2528","ER",200008,3,1,0,0
"2529","ER",200009,2,0,0,1
"2530","ER",200010,1,0,0,1
"2531","ER",200011,2,0,0,1
"2532","ER",200012,NA,NA,NA,NA
"2533","ER",200101,1,0,0,0
"2534","ER",200102,0,0,0,1
"2535","ER",200103,1,0,0,0
"2536","ER",200104,NA,NA,NA,NA
"2537","ER",200105,NA,NA,NA,NA
"2538","ER",200106,0,1,0,0
"2539","ER",200107,2,0,1,0
"2540","ER",200108,0,0,1,0
"2541","ER",200109,0,0,0,2
"2542","ER",200110,2,0,1,0
"2543","ER",200111,1,0,0,0
"2544","ER",200112,0,0,1,0
"2545","ER",200201,NA,NA,NA,NA
"2546","ER",200202,NA,NA,NA,NA
"2547","ER",200203,NA,NA,NA,NA
"2548","ER",200204,NA,NA,NA,NA
"2549","ER",200205,1,0,0,1
"2550","ER",200206,1,0,0,0
"2551","ER",200207,2,0,0,0
"2552","ER",200208,1,0,0,0
"2553","ER",200209,2,0,0,2
"2554","ER",200210,5,9,4,2
"2555","ER",200211,0,1,2,0
"2556","ER",200212,1,0,2,0
"2557","ER",200301,NA,NA,NA,NA
"2558","ER",200302,NA,NA,NA,NA
"2559","ER",200303,NA,NA,NA,NA
"2560","ER",200304,0,0,1,1
"2561","ER",200305,NA,NA,NA,NA
"2562","ER",200306,NA,NA,NA,NA
"2563","ER",200307,NA,NA,NA,NA
"2564","ER",200308,0,0,0,3
"2565","ER",200309,NA,NA,NA,NA
"2566","ER",200310,1,0,0,1
"2567","ER",200311,NA,NA,NA,NA
"2568","ER",200312,1,1,1,0
"2569","ER",200401,2,0,0,0
"2570","ER",200402,NA,NA,NA,NA
"2571","ER",200403,NA,NA,NA,NA
"2572","ER",200404,2,0,0,1
"2573","ER",200405,1,0,0,0
"2574","ER",200406,1,0,0,0
"2575","ER",200407,1,0,0,0
"2576","ER",200408,1,1,1,0
"2577","ER",200409,NA,NA,NA,NA
"2578","ER",200410,0,0,1,0
"2579","ER",200411,4,1,0,1
"2580","ER",200412,NA,NA,NA,NA
"2581","ER",200501,2,0,0,1
"2582","ER",200502,NA,NA,NA,NA
"2583","ER",200503,6,0,0,0
"2584","ER",200504,2,0,0,0
"2585","ER",200505,2,0,1,0
"2586","ER",200506,7,3,5,2
"2587","ER",200507,NA,NA,NA,NA
"2588","ER",200508,3,0,0,0
"2589","ER",200509,NA,NA,NA,NA
"2590","ER",200510,1,0,0,0
"2591","ER",200511,0,0,1,0
"2592","ER",200512,2,0,0,1
"2593","ER",200601,NA,NA,NA,NA
"2594","ER",200602,0,0,1,1
"2595","ER",200603,1,0,0,0
"2596","ER",200604,NA,NA,NA,NA
"2597","ER",200605,8,2,0,1
"2598","ER",200606,20,1,5,0
"2599","ER",200607,7,0,0,1
"2600","ER",200608,1,0,0,0
"2601","ER",200609,2,2,0,0
"2602","ER",200610,24,1,0,0
"2603","ER",200611,0,1,2,0
"2604","ER",200612,1,0,0,1
"2605","ER",200701,1,0,0,0
"2606","ER",200702,2,1,0,0
"2607","ER",200703,0,4,3,1
"2608","ER",200704,16,1,15,11
"2609","ER",200705,5,4,0,0
"2610","ER",200706,3,0,6,0
"2611","ER",200707,9,0,0,0
"2612","ER",200708,5,0,4,6
"2613","ER",200709,12,0,3,1
"2614","ER",200710,1,2,1,1
"2615","ER",200711,2,0,0,8
"2616","ER",200712,0,1,0,0
"2617","ER",200801,0,0,1,0
"2618","ER",200802,0,0,1,0
"2619","ER",200803,1,0,0,2
"2620","ER",200804,0,0,1,4
"2621","ER",200805,2,0,1,1
"2622","ER",200806,4,0,0,3
"2623","ER",200807,0,2,0,3
"2624","ER",200808,0,2,0,1
"2625","ER",200809,0,0,0,2
"2626","ER",200810,1,2,0,0
"2627","ER",200811,1,0,0,4
"2628","ER",200812,1,0,0,4
"2629","ER",200901,0,0,3,0
"2630","ER",200902,8,0,3,0
"2631","ER",200903,8,0,0,1
"2632","ER",200904,1,0,0,0
"2633","ER",200905,22,1,4,16
"2634","ER",200906,6,0,0,2
"2635","ER",200907,1,0,2,3
"2636","ER",200908,0,1,1,3
"2637","ER",200909,2,0,0,1
"2638","ER",200910,0,0,2,0
"2639","ER",200911,35,0,5,2
"2640","ER",200912,1,0,8,2
"2641","ER",201001,NA,NA,NA,NA
"2642","ER",201002,1,0,1,2
"2643","ER",201003,1,1,0,0
"2644","ER",201004,0,0,4,4
"2645","ER",201005,3,0,0,3
"2646","ER",201006,3,0,2,0
"2647","ER",201007,1,0,0,0
"2648","ER",201008,0,0,0,1
"2649","ER",201009,0,0,2,4
"2650","ER",201010,2,0,0,0
"2651","ER",201011,NA,NA,NA,NA
"2652","ER",201012,1,0,1,0
"2653","ER",201101,4,0,1,0
"2654","ER",201102,5,0,9,4
"2655","ER",201103,0,1,1,7
"2656","ER",201104,2,0,0,4
"2657","ER",201105,6,0,1,0
"2658","ER",201106,0,0,2,0
"2659","ER",201107,0,0,2,0
"2660","ER",201108,3,0,0,2
"2661","ER",201109,0,1,0,0
"2662","ER",201110,0,0,1,1
"2663","ER",201111,0,0,5,2
"2664","ER",201112,NA,NA,NA,NA
"2665","ER",201201,1,0,5,2
"2666","ER",201202,0,0,1,1
"2667","ER",201203,6,0,0,3
"2668","ER",201204,0,0,0,1
"2669","ER",201205,0,0,1,0
"2670","ER",201206,NA,NA,NA,NA
"2671","ER",201207,2,0,0,0
"2672","ER",201208,3,0,0,3
"2673","ER",201209,0,2,0,0
"2674","ER",201210,0,0,0,1
"2675","ER",201211,NA,NA,NA,NA
"2676","ER",201212,NA,NA,NA,NA
"2677","ER",201301,13,1,2,0
"2678","ER",201302,NA,NA,NA,NA
"2679","ER",201303,NA,NA,NA,NA
"2680","ER",201304,NA,NA,NA,NA
"2681","ER",201305,0,1,0,1
"2682","ER",201306,NA,NA,NA,NA
"2683","ER",201307,0,0,0,2
"2684","ER",201308,0,0,0,2
"2685","ER",201309,NA,NA,NA,NA
"2686","ER",201310,2,0,0,1
"2687","ER",201311,1,2,0,1
"2688","ER",201312,NA,NA,NA,NA
"2689","ER",201401,2,0,0,2
"2690","ER",201402,0,1,0,3
"2691","ER",201403,7,1,0,2
"2692","ER",201404,1,0,0,2
"2693","ER",201405,0,0,2,0
"2694","ER",201406,NA,NA,NA,NA
"2695","ER",201407,6,1,0,0
"2696","ER",201408,2,0,0,2
"2697","ER",201409,5,0,0,1
"2698","ER",201410,NA,NA,NA,NA
"2699","ER",201411,3,0,0,2
"2700","ER",201412,NA,NA,NA,NA
"2701","ET",199001,10,0,2,8
"2702","ET",199002,8,1,0,1
"2703","ET",199003,8,1,2,4
"2704","ET",199004,6,0,6,7
"2705","ET",199005,4,3,1,9
"2706","ET",199006,8,0,1,4
"2707","ET",199007,5,0,0,2
"2708","ET",199008,1,0,0,0
"2709","ET",199009,1,0,1,4
"2710","ET",199010,0,0,2,6
"2711","ET",199011,2,0,0,3
"2712","ET",199012,2,0,0,0
"2713","ET",199101,0,0,2,5
"2714","ET",199102,5,2,4,8
"2715","ET",199103,3,0,2,25
"2716","ET",199104,7,6,5,2
"2717","ET",199105,90,22,45,71
"2718","ET",199106,10,5,3,13
"2719","ET",199107,2,0,1,2
"2720","ET",199108,5,1,0,1
"2721","ET",199109,1,0,1,0
"2722","ET",199110,2,0,0,1
"2723","ET",199111,5,0,0,2
"2724","ET",199112,0,0,1,1
"2725","ET",199201,2,0,1,1
"2726","ET",199202,2,0,0,0
"2727","ET",199203,0,1,1,0
"2728","ET",199204,0,0,0,4
"2729","ET",199205,1,0,1,2
"2730","ET",199206,1,0,0,0
"2731","ET",199207,NA,NA,NA,NA
"2732","ET",199208,1,0,0,0
"2733","ET",199209,1,0,0,0
"2734","ET",199210,NA,NA,NA,NA
"2735","ET",199211,0,0,0,1
"2736","ET",199212,NA,NA,NA,NA
"2737","ET",199301,2,0,0,0
"2738","ET",199302,4,0,2,1
"2739","ET",199303,NA,NA,NA,NA
"2740","ET",199304,2,0,0,0
"2741","ET",199305,2,0,0,0
"2742","ET",199306,NA,NA,NA,NA
"2743","ET",199307,NA,NA,NA,NA
"2744","ET",199308,NA,NA,NA,NA
"2745","ET",199309,1,0,0,0
"2746","ET",199310,NA,NA,NA,NA
"2747","ET",199311,NA,NA,NA,NA
"2748","ET",199312,NA,NA,NA,NA
"2749","ET",199401,0,0,1,1
"2750","ET",199402,0,0,1,0
"2751","ET",199403,NA,NA,NA,NA
"2752","ET",199404,1,0,0,0
"2753","ET",199405,0,0,0,2
"2754","ET",199406,0,0,0,1
"2755","ET",199407,NA,NA,NA,NA
"2756","ET",199408,NA,NA,NA,NA
"2757","ET",199409,NA,NA,NA,NA
"2758","ET",199410,NA,NA,NA,NA
"2759","ET",199411,2,0,0,0
"2760","ET",199412,1,0,0,1
"2761","ET",199501,NA,NA,NA,NA
"2762","ET",199502,1,0,0,1
"2763","ET",199503,0,1,0,0
"2764","ET",199504,NA,NA,NA,NA
"2765","ET",199505,NA,NA,NA,NA
"2766","ET",199506,0,0,0,2
"2767","ET",199507,0,1,0,0
"2768","ET",199508,3,0,0,0
"2769","ET",199509,0,0,0,1
"2770","ET",199510,NA,NA,NA,NA
"2771","ET",199511,NA,NA,NA,NA
"2772","ET",199512,0,0,0,3
"2773","ET",199601,2,0,0,0
"2774","ET",199602,2,0,0,0
"2775","ET",199603,1,0,0,3
"2776","ET",199604,1,0,0,0
"2777","ET",199605,1,0,0,0
"2778","ET",199606,NA,NA,NA,NA
"2779","ET",199607,0,0,0,5
"2780","ET",199608,1,0,0,1
"2781","ET",199609,1,0,0,2
"2782","ET",199610,3,1,1,0
"2783","ET",199611,1,0,3,0
"2784","ET",199612,0,0,0,4
"2785","ET",199701,9,2,1,15
"2786","ET",199702,2,2,0,0
"2787","ET",199703,0,1,0,16
"2788","ET",199704,6,1,2,4
"2789","ET",199705,3,1,1,1
"2790","ET",199706,1,0,0,0
"2791","ET",199707,0,2,1,1
"2792","ET",199708,2,0,0,3
"2793","ET",199709,0,0,1,0
"2794","ET",199710,1,0,0,0
"2795","ET",199711,0,0,1,1
"2796","ET",199712,0,0,0,1
"2797","ET",199801,2,0,0,0
"2798","ET",199802,0,0,1,3
"2799","ET",199803,0,0,3,0
"2800","ET",199804,1,0,0,2
"2801","ET",199805,3,1,1,3
"2802","ET",199806,3,1,2,1
"2803","ET",199807,4,1,1,3
"2804","ET",199808,12,0,1,4
"2805","ET",199809,12,2,15,13
"2806","ET",199810,7,1,0,0
"2807","ET",199811,2,1,1,1
"2808","ET",199812,0,2,0,3
"2809","ET",199901,3,0,0,5
"2810","ET",199902,NA,NA,NA,NA
"2811","ET",199903,4,0,0,1
"2812","ET",199904,1,1,1,4
"2813","ET",199905,2,2,1,9
"2814","ET",199906,2,5,0,7
"2815","ET",199907,8,0,4,4
"2816","ET",199908,0,0,0,7
"2817","ET",199909,1,0,0,1
"2818","ET",199910,3,0,0,0
"2819","ET",199911,1,0,1,0
"2820","ET",199912,4,0,0,1
"2821","ET",200001,1,0,1,6
"2822","ET",200002,19,4,3,0
"2823","ET",200003,8,0,2,3
"2824","ET",200004,4,4,4,2
"2825","ET",200005,5,0,0,0
"2826","ET",200006,10,0,1,1
"2827","ET",200007,3,0,0,0
