"","Naive","M1","M2","M3","Best","Worst"
"VC",30.4197324414716,30.9103792316546,28.7291131157868,30.7784707848307,"M2","M1"
"MC",8.55518394648829,7.2202392643754,7.94145538041225,6.68322110843667,"M3","Naive"
"VV",14.3227424749164,13.397353625951,13.0732965581055,13.4768826024456,"M2","Naive"
"MV",25.4799331103679,26.3519196382404,27.842202204412,25.5421512332718,"Naive","M1"
"Sum",69.1789297658863,71.1384096774578,2354.2533083893,65.3256789513316,"M3","M1"
